T,C,D,L
100079,0.967,0.01666,0.01666
100080,0.9307,0.03473,0.03473
100081,0.9,0.0611,0.03888
100082,0.9683,0.01587,0.01587
100083,0.722,0.2778,
100084,0.843,0.1296,0.02777
100085,0.8926,0.0728,0.03458
100086,0.8667,0.06665,0.06665
100087,0.975,0.01196,0.01282
100088,0.9365,0.03174,0.03174
100089,0.8335,0.1666,
100090,0.8013,0.1263,0.0722
100091,0.92,0.06073,0.01926
100092,0.6704,0.1777,0.1519
100093,0.901,0.0704,0.0287
100094,0.896,0.07275,0.0313
100095,0.929,0.03534,0.03534
100096,0.9443,0.02777,0.02777
100097,0.9873,0.006348,0.006348
100098,0.9165,0.04166,0.04166
100099,0.9775,0.01015,0.01208
100100,0.9595,0.0202,0.0202
100101,0.9814,0.00926,0.00926
100102,0.852,0.0741,0.0741
100103,0.9805,0.0098,0.0098
100104,0.778,0.1111,0.1111
100105,0.6475,0.1722,0.1805
100106,0.9683,0.01587,0.01587
100107,0.97,0.01495,0.01495
100108,0.986,0.00702,0.00731
100109,0.976,0.01208,0.01208
100110,0.907,0.0463,0.0463
100111,1.0,,
100112,0.987,0.006668,0.006668
100113,0.96,0.03111,0.00889
100114,0.8823,0.06506,0.05237
100115,0.8555,0.0833,0.0611
100116,0.841,0.07776,0.0815
100117,0.97,0.01482,0.01482
100118,0.9395,0.0303,0.0303
100119,0.977,0.01157,0.01157
100120,0.778,0.1055,0.11664
100121,0.963,0.0176,0.01944
100122,0.852,0.0741,0.0741
100123,0.9307,0.03473,0.03473
100124,0.9814,0.00926,0.00926
100125,0.852,0.0741,0.0741
100126,0.9683,0.01587,0.01587
100127,0.967,0.01666,0.01666
100128,0.9834,0.00823,0.00823
100129,0.9834,0.00823,0.00823
100130,0.975,0.012344,0.012344
100131,0.778,0.1055,0.11664
100132,0.9097,0.04514,0.04514
100133,0.8887,0.05554,0.05554
100134,0.926,0.0352,0.03888
100135,0.9834,0.00833,0.00833
100136,0.8887,0.05554,0.05554
100137,0.905,0.0476,0.0476
100138,0.8887,0.05554,0.05554
100139,0.963,0.01852,0.01852
100140,0.722,0.2778,
100141,0.838,0.1211,0.0411
100142,0.7417,0.1389,0.11945
100143,0.8843,0.08,0.03555
100144,0.911,0.06555,0.02333
100145,0.926,0.0472,0.02686
100146,0.958,0.0321,0.00988
100147,0.778,0.1111,0.1111
100148,0.722,0.2778,
100149,0.622,0.2222,0.1555
100150,0.7363,0.1472,0.11664
100151,0.9165,0.05276,0.03055
100152,0.8335,0.08887,0.07776
100153,0.9463,0.03705,0.01666
100154,0.9395,0.0303,0.0303
100155,0.967,0.01666,0.01666
100156,0.9775,0.01111,0.01111
100157,0.9775,0.01111,0.01111
100158,0.9795,0.010284,0.010284
100159,0.8887,0.05554,0.05554
100160,0.6665,0.1666,0.1666
100161,0.1444,0.8335,0.02222
100162,0.2222,0.02222,0.7554
100163,0.1333,0.4167,0.45
100164,0.9487,0.02428,0.02675
100165,0.9854,0.007248,0.007248
100166,0.8887,0.1111,
100167,0.574,0.2037,0.2222
100168,0.511,0.4888,
100169,0.725,0.2068,0.0679
100170,0.892,0.0475,0.0606
100171,0.9814,0.00926,0.00926
100172,0.9443,0.02777,0.02777
100173,0.9585,0.02083,0.02083
100174,0.957,0.02136,0.02136
100175,0.9814,0.00926,0.00926
100176,0.9873,0.00641,0.00641
100177,0.926,0.03705,0.03705
100178,0.947,0.0376,0.01538
100179,0.7407,0.1407,0.1185
100180,0.6113,0.389,
100181,0.6157,0.1866,0.1978
100182,0.961,0.01944,0.01944
100183,0.985,0.007576,0.007576
100184,0.9883,0.00595,0.00595
100185,0.9204,0.03967,0.03967
100186,0.967,0.01666,0.01666
100187,0.9443,0.04443,0.01111
100188,0.622,0.1833,0.1945
100189,0.9233,0.03818,0.03864
100190,0.9604,0.01984,0.01984
100191,0.9775,0.01111,0.01111
100192,0.966,0.01709,0.01709
100193,0.989,0.0057,0.0057
100194,0.778,0.1111,0.1111
100195,0.593,0.2037,0.2037
100196,0.8335,0.0833,0.0833
100197,0.7407,0.1296,0.1296
100198,0.966,0.01709,0.01709
100199,0.92,0.05112,0.02888
100200,0.8926,0.0648,0.0426
100201,0.7407,0.1296,0.1296
100202,0.9507,0.02469,0.02469
100203,0.933,0.03333,0.03333
100204,0.9854,0.00741,0.00741
100205,0.9907,0.004166,0.005207
100206,0.971,0.014404,0.014404
100207,0.9595,0.0202,0.0202
100208,0.975,0.012344,0.012344
100209,0.9927,0.003704,0.003704
100210,0.947,0.0376,0.01538
100211,0.933,0.04443,0.02222
100212,0.778,0.1111,0.1111
100213,0.844,0.07776,0.07776
100214,0.9556,0.02222,0.02222
100215,0.778,0.1111,0.1111
100216,0.924,0.03802,0.03802
100217,0.914,0.05417,0.03195
100218,0.6113,0.1945,0.1945
100219,0.7725,0.11664,0.1111
100220,0.778,0.2222,
100221,0.95,0.02112,0.02852
100222,0.926,0.03705,0.03705
100223,0.6665,0.1666,0.1666
100224,0.662,0.16,0.1777
100225,0.972,0.013885,0.013885
100226,0.8335,0.1666,
100227,0.804,0.1615,0.03418
100228,0.841,0.12317,0.03622
100229,0.5815,0.1963,0.2222
100230,0.898,0.0463,0.05554
100231,0.9165,0.04166,0.04166
100232,0.8887,0.05554,0.05554
100233,0.996,0.001984,0.001984
100234,0.8057,0.0972,0.0972
100235,0.9883,0.005848,0.005848
100236,0.878,0.1222,
100237,0.8477,0.0933,0.0589
100238,0.985,0.006996,0.00823
100239,0.844,0.08887,0.06665
100240,0.821,0.0952,0.0841
100241,0.9385,0.03087,0.03087
100242,0.9585,0.02083,0.02083
100243,0.963,0.01852,0.01852
100244,0.9204,0.05078,0.02856
100245,0.9697,0.01482,0.015434
100246,0.9907,0.004536,0.004536
100247,0.97,0.01482,0.01482
100248,0.9443,0.02777,0.02777
100249,0.991,0.004272,0.004272
100250,0.9946,0.002777,0.002777
100251,0.8335,0.0833,0.0833
100252,0.5557,0.2222,0.2222
100253,0.9443,0.02777,0.02777
100254,0.9766,0.01111,0.012344
100255,0.9585,0.02083,0.02083
100256,0.8887,0.05554,0.05554
100257,0.722,0.2778,
100258,0.787,0.1306,0.0824
100259,0.8735,0.0736,0.05276
100260,0.984,0.00817,0.00817
100261,0.907,0.0463,0.0463
100262,0.8335,0.0833,0.0833
100263,0.2444,0.3777,0.3777
100264,0.7847,0.1042,0.1111
100265,0.886,0.06665,0.0469
100266,0.737,0.1296,0.1333
100267,0.95,0.02222,0.02777
100268,0.905,0.04443,0.05078
100269,0.9917,0.004166,0.004166
100270,0.9585,0.02083,0.02083
100271,0.9766,0.011696,0.011696
100272,0.8887,0.05554,0.05554
100273,0.9775,0.01065,0.01204
100274,0.778,0.1111,0.1111
100275,0.2222,0.7666,0.01111
100276,0.903,0.06537,0.032
100277,0.873,0.0635,0.0635
100278,0.9297,0.0463,0.02408
100279,0.973,0.01238,0.0146
100280,0.986,0.00681,0.007526
100281,0.811,0.1055,0.0833
100282,0.9097,0.04047,0.05
100283,0.9497,0.02425,0.02626
100284,0.975,0.012344,0.012344
100285,0.9854,0.00741,0.00741
100286,0.689,0.1611,0.15
100287,0.7646,0.1111,0.1241
100288,0.9795,0.009056,0.01152
100289,0.933,0.04443,0.02222
100290,0.9863,0.00651,0.007088
100291,0.984,0.007935,0.007935
100292,0.975,0.01193,0.01276
100293,0.977,0.01065,0.0125
100294,0.9697,0.01515,0.01515
100295,0.952,0.02222,0.02539
100296,0.976,0.0119,0.0119
100297,0.9087,0.0568,0.03458
100298,0.919,0.05078,0.03015
100299,0.933,0.05554,0.01111
100300,0.8604,0.07935,0.0603
100301,0.844,0.0852,0.0704
100302,0.938,0.0411,0.02112
100303,0.8667,0.06665,0.06665
100304,0.991,0.004444,0.004444
100305,0.963,0.01852,0.01852
100306,0.9443,0.02222,0.03333
100307,0.7695,0.1222,0.10834
100308,0.9746,0.01157,0.013885
100309,0.9424,0.04,0.01778
100310,0.9644,0.01729,0.01852
100311,0.998,0.001048,0.001048
100312,0.963,0.01729,0.01976
100313,0.8926,0.0648,0.0426
100314,0.9736,0.01307,0.01307
100315,0.778,0.2222,
100316,0.767,0.2019,0.03072
100317,0.5,0.237,0.263
100318,0.89,0.05222,0.05777
100319,0.965,0.02856,0.006348
100320,0.979,0.01,0.01111
100321,0.9556,0.02222,0.02222
100322,0.9443,0.05554,
100323,0.4778,0.2722,0.25
100324,0.8193,0.09393,0.08685
100325,0.8887,0.05334,0.05777
100326,0.963,0.01852,0.01852
100327,0.926,0.0352,0.03888
100328,0.9556,0.02222,0.02222
100329,0.8335,0.1666,
100330,0.7427,0.1648,0.0926
100331,0.894,0.08386,0.02222
100332,0.843,0.07776,0.07935
100333,0.914,0.05078,0.0349
100334,0.9854,0.00704,0.00741
100335,0.8887,0.05396,0.05713
100336,0.815,0.0852,0.1
100337,0.9863,0.006775,0.006775
100338,0.963,0.01852,0.01852
100339,0.9814,0.00926,0.00926
100340,0.9165,0.04166,0.04166
100341,0.9883,0.00595,0.00595
100342,0.938,0.0411,0.02112
100343,0.963,0.02963,0.00741
100344,0.8667,0.06445,0.0689
100345,0.9487,0.02563,0.02563
100346,0.8,0.1111,0.08887
100347,0.7666,0.1241,0.10925
100348,0.915,0.03888,0.0463
100349,0.8887,0.05554,0.05554
100350,0.92,0.05112,0.02888
100351,0.9736,0.011696,0.01462
100352,0.8335,0.0833,0.0833
100353,0.8394,0.0741,0.0864
100354,0.983,0.008545,0.008545
100355,0.963,0.01852,0.01852
100356,0.811,0.1055,0.0833
100357,0.5557,0.2556,0.1888
100358,0.836,0.0903,0.0736
100359,0.9795,0.010284,0.010284
100360,0.996,0.002058,0.002058
100361,0.8667,0.06665,0.06665
100362,0.6113,0.1945,0.1945
100363,0.926,0.03705,0.03705
100364,0.9683,0.01587,0.01587
100365,0.9653,0.01736,0.01736
100366,0.778,0.2222,
100367,0.7495,0.1519,0.09875
100368,0.78,0.11334,0.1067
100369,0.9805,0.0098,0.0098
100370,0.9697,0.01515,0.01515
100371,0.975,0.012344,0.012344
100372,0.8667,0.06665,0.06665
100373,0.811,0.1888,
100374,0.8384,0.1462,0.0155
100375,0.868,0.0968,0.0349
100376,0.589,0.389,0.02222
100377,0.549,0.2467,0.2045
100378,0.781,0.1389,0.08057
100379,0.9077,0.04443,0.0476
100380,0.8887,0.05554,0.05554
100381,0.815,0.0926,0.0926
100382,0.85,0.0861,0.0639
100383,0.8887,0.05554,0.05554
100384,0.9443,0.02777,0.02777
100385,0.968,0.01546,0.0169
100386,0.722,0.2778,
100387,0.422,0.4556,0.1222
100388,0.65,0.1573,0.1926
100389,0.6704,0.1704,0.1593
100390,0.9497,0.02525,0.02525
100391,0.9507,0.02469,0.02469
100392,0.9443,0.02777,0.02777
100393,0.983,0.008545,0.008545
100394,0.905,0.0476,0.0476
100395,0.9365,0.04285,0.02063
100396,0.9854,0.007248,0.007248
100397,0.991,0.004356,0.004356
100398,0.8887,0.05554,0.05554
100399,0.9697,0.01515,0.01515
100400,0.905,0.05872,0.0365
100401,0.9443,0.02777,0.02777
100402,0.9673,0.01634,0.01634
100403,0.778,0.2222,
100404,0.8433,0.10693,0.05
100405,0.9585,0.02037,0.0213
100406,0.9673,0.01634,0.01634
100407,0.972,0.013885,0.013885
100408,0.911,0.04443,0.04443
100409,0.778,0.1111,0.1111
100410,0.559,0.237,0.2037
100411,0.926,0.04816,0.02592
100412,0.907,0.0463,0.0463
100413,0.9775,0.01111,0.01111
100414,0.957,0.02136,0.02136
100415,0.8613,0.06946,0.06946
100416,0.815,0.0926,0.0926
100417,0.9443,0.02777,0.02777
100418,0.972,0.013885,0.013885
100419,0.9478,0.03162,0.02051
100420,0.911,0.04443,0.04443
100421,0.8887,0.05554,0.05554
100422,0.9443,0.02777,0.02777
100423,0.97,0.01482,0.01482
100424,0.9507,0.02469,0.02469
100425,0.952,0.0238,0.0238
100426,0.927,0.0478,0.02556
100427,0.8223,0.08887,0.08887
100428,0.9604,0.03055,0.009026
100429,0.9204,0.03967,0.03967
100430,0.911,0.04443,0.04443
100431,0.975,0.012344,0.012344
100432,0.9204,0.03967,0.03967
100433,0.9365,0.03174,0.03174
100434,0.722,0.2778,
100435,0.4927,0.2815,0.226
100436,0.7764,0.11584,0.1079
100437,0.8223,0.1,0.07776
100438,0.951,0.03006,0.01895
100439,0.7974,0.1111,0.0917
100440,0.979,0.01058,0.01058
100441,0.6665,0.3333,
100442,0.575,0.2612,0.164
100443,0.6147,0.226,0.1593
100444,0.975,0.01111,0.01358
100445,0.9814,0.00926,0.00926
100446,0.8555,0.0833,0.0611
100447,0.739,0.1417,0.11945
100448,0.683,0.1666,0.15
100449,0.4148,0.3074,0.2778
100450,0.8975,0.05902,0.04376
100451,0.918,0.05,0.03195
100452,0.969,0.015434,0.015434
100453,0.985,0.007507,0.007507
100454,0.9707,0.01462,0.01462
100455,0.907,0.0463,0.0463
100456,0.8667,0.1333,
100457,0.4944,0.2722,0.2333
100458,0.941,0.0276,0.03156
100459,0.9556,0.02222,0.02222
100460,0.9585,0.01852,0.02315
100461,0.9834,0.00833,0.00833
100462,0.984,0.00817,0.00817
100463,0.8555,0.0833,0.0611
100464,0.9614,0.019,0.01971
100465,0.9834,0.008415,0.008415
100466,0.878,0.0722,0.05
100467,0.6113,0.1945,0.1945
100468,0.4443,0.2778,0.2778
100469,0.9736,0.01307,0.01307
100470,0.9165,0.04166,0.04166
100471,0.9834,0.00823,0.00823
100472,0.907,0.0463,0.0463
100473,0.689,0.1611,0.15
100474,0.816,0.0926,0.0914
100475,0.984,0.00813,0.00813
100476,0.963,0.01852,0.01852
100477,0.7554,0.2444,
100478,0.7207,0.1698,0.1095
100479,0.941,0.0257,0.03333
100480,0.9,0.06,0.04
100481,0.6113,0.389,
100482,0.3667,0.389,0.2444
100483,0.5776,0.213,0.2092
100484,0.9824,0.00889,0.00889
100485,0.9736,0.01307,0.01307
100486,0.926,0.0472,0.02686
100487,0.9204,0.05078,0.02856
100488,0.9707,0.01462,0.01462
100489,0.9834,0.008415,0.008415
100490,0.898,0.06223,0.04
100491,0.972,0.01263,0.01515
100492,0.963,0.01852,0.01852
100493,0.974,0.01282,0.01282
100494,0.9897,0.00505,0.00505
100495,0.9385,0.03087,0.03087
100496,0.97,0.01482,0.01482
100497,0.8887,0.1111,
100498,0.8457,0.1067,0.0478
100499,0.533,0.2444,0.2222
100500,0.835,0.0815,0.0833
100501,0.9683,0.01587,0.01587
100502,0.9653,0.01736,0.01736
100503,0.9507,0.02469,0.02469
100504,0.9683,0.01587,0.01587
100505,0.722,0.1389,0.1389
100506,0.87,0.06152,0.06836
100507,0.952,0.0238,0.0238
100508,0.926,0.03705,0.03705
100509,0.9595,0.0202,0.0202
100510,0.9556,0.02222,0.02222
100511,0.968,0.01569,0.01634
100512,0.9536,0.02315,0.02315
100513,0.9204,0.03967,0.03967
100514,0.9385,0.03087,0.03087
100515,0.942,0.04028,0.01805
100516,0.874,0.0741,0.05185
100517,0.7036,0.1482,0.1482
100518,0.8613,0.06946,0.06946
100519,0.6665,0.3333,
100520,0.6704,0.2037,0.126
100521,0.7925,0.1426,0.0648
100522,0.859,0.09,0.05112
100523,0.96,0.01778,0.02222
100524,0.952,0.0349,0.012695
100525,0.9385,0.03087,0.03087
100526,0.852,0.0741,0.0741
100527,0.9556,0.02222,0.02222
100528,0.9277,0.0472,0.025
100529,0.9165,0.04166,0.04166
100530,0.9775,0.01111,0.01111
100531,0.8926,0.0648,0.0426
100532,0.778,0.1111,0.1111
100533,0.8853,0.05463,0.06018
100534,0.933,0.03333,0.03333
100535,0.972,0.013885,0.013885
100536,0.9443,0.02777,0.02777
100537,0.9497,0.02525,0.02525
100538,0.9307,0.03473,0.03473
100539,0.8887,0.05554,0.05554
100540,0.9346,0.0315,0.03394
100541,0.903,0.0486,0.0486
100542,0.985,0.007576,0.007576
100543,0.99,0.00494,0.00494
100544,0.778,0.2222,
100545,0.656,0.2296,0.1148
100546,0.8867,0.06464,0.0485
100547,0.7554,0.2222,0.02222
100548,0.2888,0.689,0.02222
100549,0.3,0.05554,0.6445
100550,0.8184,0.08887,0.09296
100551,0.852,0.07776,0.0704
100552,0.9595,0.0202,0.0202
100553,0.9443,0.02777,0.02777
100554,0.963,0.01852,0.01852
100555,0.6665,0.3333,
100556,0.5137,0.2834,0.2028
100557,0.944,0.02705,0.02899
100558,0.844,0.07776,0.07776
100559,0.8887,0.05554,0.05554
100560,0.966,0.01709,0.01709
100561,0.722,0.2778,
100562,0.2333,0.4277,0.3389
100563,0.1555,0.389,0.4556
100564,0.7075,0.1111,0.1815
100565,0.778,0.2222,
100566,0.835,0.1355,0.02933
100567,0.8535,0.0822,0.06445
100568,0.9824,0.008606,0.00896
100569,0.911,0.07776,0.01111
100570,0.6113,0.2333,0.1555
100571,0.7285,0.1543,0.1173
100572,0.93,0.05325,0.01648
100573,0.775,0.11664,0.10834
100574,0.906,0.04584,0.0486
100575,0.963,0.01852,0.01852
100576,0.9204,0.03967,0.03967
100577,0.778,0.2222,
100578,0.788,0.1482,0.0639
100579,0.9297,0.03333,0.03705
100580,0.9556,0.02222,0.02222
100581,0.8887,0.05554,0.05554
100582,0.8525,0.07086,0.0764
100583,0.8887,0.1111,
100584,0.891,0.07446,0.03445
100585,0.874,0.0741,0.05185
100586,0.9165,0.04166,0.04166
100587,0.98,0.0101,0.0101
100588,0.983,0.00787,0.00926
100589,0.8335,0.0833,0.0833
100590,0.995,0.002525,0.002525
100591,0.963,0.01852,0.01852
100592,0.9907,0.00463,0.00463
100593,0.9526,0.03433,0.01313
100594,0.8887,0.05554,0.05554
100595,0.8613,0.06946,0.06946
100596,0.933,0.03333,0.03333
100597,0.9204,0.03967,0.03967
100598,0.9536,0.02315,0.02315
100599,0.722,0.1389,0.1389
100600,0.8267,0.0845,0.08887
100601,0.9854,0.00741,0.00741
100602,0.9595,0.0202,0.0202
100603,0.8887,0.05554,0.05554
100604,0.824,0.0867,0.08887
100605,0.8667,0.06665,0.06665
100606,0.911,0.04443,0.04443
100607,0.8887,0.1111,
100608,0.8335,0.1111,0.05554
100609,0.9717,0.01302,0.01533
100610,0.961,0.0196,0.0196
100611,0.9365,0.03174,0.03174
100612,0.9204,0.03967,0.03967
100613,0.9824,0.00877,0.00877
100614,0.7666,0.2333,
100615,0.7656,0.1694,0.0648
100616,0.803,0.127,0.0698
100617,0.9673,0.015114,0.01778
100618,0.926,0.03705,0.03705
100619,0.778,0.1111,0.1111
100620,0.8384,0.0808,0.0808
100621,0.991,0.004272,0.004272
100622,0.992,0.003832,0.003832
100623,0.9136,0.0432,0.0432
100624,0.963,0.01852,0.01852
100625,0.778,0.1111,0.1111
100626,0.946,0.02629,0.02777
100627,0.985,0.007576,0.007576
100628,0.778,0.2222,
100629,0.8184,0.1136,0.0679
100630,0.954,0.02098,0.02469
100631,0.9917,0.004116,0.004116
100632,0.9556,0.02222,0.02222
100633,0.984,0.007935,0.007935
100634,0.9595,0.0202,0.0202
100635,0.9707,0.01462,0.01462
100636,0.778,0.1111,0.1111
100637,0.8887,0.05554,0.05554
100638,0.8706,0.0648,0.0648
100639,0.98,0.0101,0.0101
100640,0.852,0.0741,0.0741
100641,0.92,0.05112,0.02888
100642,0.778,0.2222,
100643,0.724,0.15,0.126
100644,0.8887,0.06665,0.04443
100645,0.9443,0.02777,0.02777
100646,0.9854,0.00741,0.00741
100647,0.7407,0.1296,0.1296
100648,0.9854,0.00741,0.00741
100649,0.9443,0.02777,0.02777
100650,0.992,0.003967,0.003967
100651,0.9414,0.02829,0.0303
100652,0.9365,0.03174,0.03174
100653,0.933,0.04443,0.02222
100654,0.9385,0.03087,0.03087
100655,0.7554,0.1333,0.1111
100656,0.7554,0.1148,0.1296
100657,0.7974,0.1111,0.0917
100658,0.931,0.04544,0.02324
100659,0.9673,0.01634,0.01634
100660,0.9087,0.0568,0.03458
100661,0.9,0.0611,0.03888
100662,0.969,0.015076,0.01587
100663,0.9897,0.005127,0.00534
100664,0.8887,0.05554,0.05554
100665,0.815,0.0926,0.0926
100666,0.9946,0.002777,0.002777
100667,0.9917,0.004066,0.004066
100668,0.961,0.0196,0.0196
100669,0.9585,0.02083,0.02083
100670,0.976,0.01208,0.01208
100671,0.9165,0.04166,0.04166
100672,0.722,0.1389,0.1389
100673,0.8696,0.0763,0.05408
100674,0.961,0.0196,0.0196
100675,0.991,0.004444,0.004444
100676,0.9365,0.03174,0.03174
100677,0.9736,0.01307,0.01307
100678,0.722,0.2778,
100679,0.589,0.2957,0.11554
100680,0.871,0.1068,0.02222
100681,0.9478,0.02425,0.02777
100682,0.9307,0.03473,0.03473
100683,0.975,0.012344,0.012344
100684,0.9795,0.010284,0.010284
100685,0.778,0.1111,0.1111
100686,0.929,0.0343,0.0367
100687,0.984,0.007935,0.007935
100688,0.8335,0.0833,0.0833
100689,0.7666,0.113,0.12036
100690,0.926,0.03705,0.03705
100691,0.9556,0.02222,0.02222
100692,0.722,0.1444,0.1333
100693,0.211,0.789,
100694,0.8,0.08,0.12
100695,0.9727,0.012596,0.01482
100696,0.933,0.03333,0.03333
100697,0.778,0.2222,
100698,0.3445,0.622,0.03333
100699,0.811,0.07776,0.1111
100700,0.778,0.211,0.01111
100701,0.563,0.2148,0.2222
100702,0.911,0.04575,0.04315
100703,0.9443,0.02777,0.02777
100704,0.722,0.2778,
100705,0.84,0.1193,0.04092
100706,0.7417,0.1444,0.1139
100707,0.8623,0.07556,0.06223
100708,0.8887,0.05554,0.05554
100709,0.722,0.1389,0.1389
100710,0.1444,0.844,0.01111
100711,0.95,0.005314,0.04443
100712,0.9683,0.01587,0.01587
100713,1.0,,
100714,0.9443,0.02777,0.02777
100715,0.914,0.05417,0.03195
100716,0.844,0.07776,0.07776
100717,0.967,0.01666,0.01666
100718,0.9385,0.03087,0.03087
100719,0.992,0.003523,0.004066
100720,0.972,0.013885,0.013885
100721,0.9653,0.01736,0.01736
100722,0.9443,0.02777,0.02777
100723,0.9487,0.02563,0.02563
100724,0.9854,0.00741,0.00741
100725,0.972,0.013885,0.013885
100726,0.8613,0.06946,0.06946
100727,0.9307,0.03473,0.03473
100728,0.911,0.04443,0.04443
100729,0.9385,0.03087,0.03087
100730,0.9507,0.02469,0.02469
100731,0.8887,0.05554,0.05554
100732,0.933,0.03333,0.03333
100733,0.985,0.007664,0.007664
100734,0.992,0.003967,0.003967
100735,0.98,0.0101,0.0101
100736,0.9976,0.001207,0.001207
100737,0.9224,0.07776,
100738,0.6445,0.3,0.05554
100739,0.5557,0.263,0.1815
100740,0.3057,0.3723,0.3223
100741,0.797,0.08887,0.11444
100742,0.9497,0.02525,0.02525
100743,0.993,0.003366,0.003366
100744,0.952,0.0238,0.0238
100745,0.778,0.2222,
100746,0.8135,0.1307,0.05554
100747,0.5,0.5,
100748,0.7573,0.1678,0.0748
100749,0.9053,0.05798,0.0367
100750,0.906,0.05832,0.0361
100751,0.811,0.0917,0.0972
100752,0.96,0.01778,0.02222
100753,0.852,0.0741,0.0741
100754,0.864,0.06665,0.06946
100755,0.8887,0.05554,0.05554
100756,0.6113,0.389,
100757,0.774,0.1854,0.04092
100758,0.7397,0.1619,0.0984
100759,0.849,0.0811,0.07
100760,0.9526,0.03433,0.01313
100761,0.987,0.006668,0.006668
100762,0.9556,0.02222,0.02222
100763,0.986,0.006348,0.007935
100764,0.778,0.2222,
100765,0.708,0.1936,0.0984
100766,0.9663,0.01587,0.01785
100767,0.7554,0.2444,
100768,0.586,0.2722,0.1417
100769,0.8335,0.1357,0.03087
100770,0.561,0.2612,0.1777
100771,0.1555,0.8,0.04443
100772,0.1777,0.04443,0.778
100773,0.9463,0.02266,0.03111
100774,0.9697,0.01515,0.01515
100775,0.907,0.0463,0.0463
100776,0.7554,0.2444,
100777,0.7974,0.1514,0.0514
100778,0.778,0.1311,0.0911
100779,0.886,0.07776,0.0361
100780,0.7554,0.2444,
100781,0.795,0.1626,0.04242
100782,0.8335,0.1239,0.04272
100783,0.809,0.10187,0.08887
100784,0.9385,0.03087,0.03087
100785,0.8057,0.0972,0.0972
100786,0.9775,0.01111,0.01111
100787,0.722,0.1389,0.1389
100788,0.947,0.02634,0.02675
100789,0.9595,0.0202,0.0202
100790,0.8335,0.0833,0.0833
100791,0.4556,0.5444,
100792,0.4443,0.2444,0.311
100793,0.2444,0.4111,0.3445
100794,0.768,0.1,0.1321
100795,0.952,0.0238,0.0238
100796,0.878,0.0833,0.03888
100797,0.975,0.012054,0.013
100798,0.978,0.00966,0.01208
100799,0.9556,0.02222,0.02222
100800,0.903,0.0486,0.0486
100801,0.9536,0.02315,0.02315
100802,0.8335,0.0833,0.0833
100803,0.2944,0.3445,0.361
100804,0.945,0.0274,0.02777
100805,0.9766,0.011696,0.011696
100806,0.9414,0.0404,0.01819
100807,0.979,0.01058,0.01058
100808,0.957,0.02136,0.02136
100809,0.952,0.0238,0.0238
100810,0.979,0.010414,0.010414
100811,0.9736,0.01323,0.01323
100812,0.722,0.2778,
100813,0.6245,0.2045,0.1711
100814,0.8257,0.0944,0.07965
