T,C,D,L
150679,,,1.0
150680,,,1.0
150681,,,1.0
150682,,,1.0
150683,,,1.0
150684,,,1.0
150685,,,1.0
150686,,,1.0
150687,,,1.0
150688,,,1.0
150689,,,1.0
150690,,,1.0
150691,,,1.0
150692,,,1.0
150693,,,1.0
150694,,,1.0
150695,,,1.0
150696,,,1.0
150697,,,1.0
150698,,,1.0
150699,,,1.0
150700,,,1.0
150701,,,1.0
150702,,,1.0
150703,,,1.0
150704,,,1.0
150705,,,1.0
150706,,,1.0
150707,,,1.0
150708,,,1.0
150709,,,1.0
150710,,,1.0
150711,,,1.0
150712,,,1.0
150713,0.02222,,0.9775
150714,0.02756,0.00622,0.9663
150715,0.005554,0.005554,0.989
150716,,,1.0
150717,,,1.0
150718,,,1.0
150719,,,1.0
150720,,,1.0
150721,,,1.0
150722,,,1.0
150723,,,1.0
150724,,,1.0
150725,0.02222,,0.9775
150726,0.02222,,0.9775
150727,0.02698,0.006348,0.967
150728,0.04443,,0.9556
150729,0.04443,,0.9556
150730,0.03888,0.005554,0.9556
150731,0.07776,,0.9224
150732,0.07776,,0.9224
150733,0.08887,0.03333,0.878
150734,0.05112,,0.9487
150735,0.08075,0.006668,0.9126
150736,0.0833,0.005554,0.911
150737,0.08887,,0.911
150738,0.06665,,0.933
150739,0.1555,,0.844
150740,0.2053,0.005848,0.789
150741,0.2267,0.006668,0.7666
150742,0.2444,0.001852,0.754
150743,0.2167,0.01666,0.7666
150744,0.2496,0.005882,0.7446
150745,0.3,,0.7
150746,0.311,,0.689
150747,0.3433,0.001235,0.656
150748,0.3555,,0.6445
150749,0.3604,0.01755,0.622
150750,0.4,,0.6
150751,0.4307,0.002777,0.567
150752,0.4973,0.002777,0.5
150753,0.572,0.00582,0.422
150754,0.666,0.0005846,0.3333
150755,0.778,,0.2222
150756,0.878,,0.1222
150757,0.989,,0.01111
150758,1.0,,
150759,1.0,,
150760,1.0,,
150761,1.0,,
150762,1.0,,
150763,1.0,,
150764,1.0,,
150765,1.0,,
150766,1.0,,
150767,0.989,0.01111,
150768,0.9443,0.05554,
150769,0.9224,0.07776,
150770,0.8667,0.1333,
150771,0.778,0.2222,
150772,0.778,0.2222,
150773,0.683,0.3167,
150774,0.6245,0.3752,
150775,0.5444,0.4556,
150776,0.54,0.4597,
150777,0.533,0.4666,
150778,0.436,0.564,
150779,0.4023,0.5977,
150780,0.311,0.689,
150781,0.1833,0.817,
150782,0.05554,0.9443,
150783,,1.0,
150784,,1.0,
150785,,1.0,
150786,,1.0,
150787,,1.0,
150788,,1.0,
150789,,1.0,
150790,,1.0,
150791,,1.0,
150792,,1.0,
150793,,1.0,
150794,,1.0,
150795,,1.0,
150796,,1.0,
150797,,1.0,
150798,,1.0,
150799,,1.0,
150800,,1.0,
150801,0.03333,0.967,
150802,,1.0,
150803,,1.0,
150804,,1.0,
150805,,0.989,0.01111
150806,0.001149,0.944,0.05518
150807,,0.8335,0.1666
150808,0.04196,0.71,0.2482
150809,0.00889,0.6445,0.3467
150810,0.0003471,0.5225,0.4773
150811,0.01111,0.4438,0.545
150812,0.06665,0.4075,0.526
150813,0.11975,0.3606,0.5195
150814,0.1222,0.3872,0.4907
150815,0.0651,0.4612,0.4736
150816,0.007637,0.4902,0.502
150817,,0.4778,0.5225
150818,,0.5,0.5
150819,,0.4666,0.533
150820,,0.4917,0.5083
150821,,0.529,0.4712
150822,,0.4856,0.514
150823,,0.8335,0.1666
150824,,,1.0
150825,,0.5,0.5
150826,,0.4985,0.5015
150827,,0.533,0.4666
150828,,0.48,0.52
150829,,0.498,0.502
150830,,0.4995,0.5005
150831,,0.4155,0.5845
150832,,0.498,0.502
150833,,0.4973,0.503
150834,,0.4614,0.5386
150835,,0.5,0.5
150836,,0.5146,0.485
150837,,0.4963,0.504
150838,,0.5,0.5
150839,,0.5,0.5
150840,,0.5,0.5
150841,,0.5,0.5
150842,,0.3333,0.6665
150843,,0.5,0.5
150844,,0.5,0.5
150845,,0.4963,0.504
150846,,0.4285,0.5713
150847,,0.4778,0.5225
150848,,0.4507,0.5493
150849,,0.4944,0.5054
150850,,0.4985,0.5015
150851,,0.3333,0.6665
150852,,0.5254,0.4749
150853,,0.4,0.6
150854,,0.507,0.4934
150855,,0.4285,0.5713
150856,,0.5,0.5
150857,,0.4,0.6
150858,,0.4312,0.569
150859,,0.1666,0.8335
150860,,0.463,0.537
150861,,0.06665,0.933
150862,,0.4834,0.5166
150863,,0.4797,0.5205
150864,,0.4722,0.528
150865,,,1.0
150866,,0.4443,0.5557
150867,,0.3645,0.6357
150868,,0.3313,0.6685
150869,,0.2876,0.7124
150870,,0.23,0.77
150871,,0.1914,0.8086
150872,,0.08887,0.911
150873,,0.04562,0.9546
150874,,,1.0
150875,,,1.0
150876,,,1.0
150877,,,1.0
150878,,,1.0
150879,,,1.0
150880,,,1.0
150881,,,1.0
150882,,,1.0
150883,,0.01666,0.9834
150884,,0.01111,0.989
150885,,,1.0
150886,,,1.0
150887,,,1.0
150888,,,1.0
150889,,,1.0
150890,,,1.0
150891,,,1.0
150892,,,1.0
150893,,,1.0
150894,,,1.0
150895,,,1.0
150896,,,1.0
150897,,,1.0
150898,,,1.0
150899,,,1.0
150900,,,1.0
150901,,,1.0
150902,,,1.0
150903,,,1.0
150904,,,1.0
150905,,,1.0
150906,,,1.0
150907,,,1.0
150908,,,1.0
150909,,,1.0
150910,,,1.0
150911,,,1.0
150912,,,1.0
150913,,,1.0
150914,,,1.0
150915,,,1.0
150916,,,1.0
150917,,,1.0
150918,,,1.0
150919,,,1.0
150920,,,1.0
150921,,,1.0
150922,,,1.0
150923,,,1.0
150924,,,1.0
150925,,,1.0
150926,,,1.0
150927,,,1.0
150928,,,1.0
150929,,,1.0
150930,,,1.0
150931,,,1.0
150932,,,1.0
150933,,,1.0
150934,,,1.0
150935,,,1.0
150936,,,1.0
150937,,,1.0
150938,,,1.0
150939,,,1.0
150940,,,1.0
150941,,,1.0
150942,,,1.0
150943,,,1.0
150944,,,1.0
150945,,,1.0
150946,,,1.0
150947,,,1.0
150948,,,1.0
150949,,,1.0
150950,,,1.0
150951,,,1.0
150952,,,1.0
150953,,,1.0
150954,,,1.0
150955,,,1.0
150956,,,1.0
150957,,,1.0
150958,,,1.0
150959,,,1.0
150960,,,1.0
150961,,,1.0
150962,,,1.0
150963,,,1.0
150964,,,1.0
150965,,,1.0
150966,,,1.0
150967,,,1.0
150968,,,1.0
150969,,,1.0
150970,,,1.0
150971,,,1.0
150972,,,1.0
150973,,,1.0
150974,,,1.0
150975,0.02222,,0.9775
150976,0.03888,,0.961
150977,0.04443,,0.9556
150978,0.1,,0.9
150979,,,1.0
150980,,,1.0
150981,0.02222,,0.9775
150982,0.02222,,0.9775
150983,0.02222,,0.9775
150984,0.07556,,0.9243
150985,0.07776,0.01111,0.911
150986,0.02222,0.005554,0.972
150987,0.03458,0.00494,0.9604
150988,0.0845,0.005554,0.91
150989,0.10834,,0.8916
150990,0.08685,0.00606,0.907
150991,0.13,0.005554,0.8643
150992,0.1222,,0.878
150993,0.07776,0.01111,0.911
150994,0.0764,0.01666,0.9067
150995,0.08887,0.01666,0.8945
150996,0.0765,0.01634,0.907
150997,0.1555,0.01111,0.8335
150998,0.1886,0.01666,0.795
150999,0.1777,0.02222,0.8
151000,0.1316,0.01624,0.852
151001,0.166,0.01683,0.8174
151002,0.1993,0.02222,0.7783
151003,0.164,0.01666,0.8193
151004,0.2317,0.01746,0.751
151005,0.2084,0.025,0.7666
151006,0.2551,0.01111,0.734
151007,0.328,0.01111,0.661
151008,0.389,0.01111,0.6
151009,0.4443,0.005554,0.55
151010,0.5664,0.01111,0.4226
151011,0.5,0.0704,0.4297
151012,0.4666,0.1,0.4333
151013,0.4666,0.0722,0.4612
151014,0.4124,0.0837,0.504
151015,0.4,0.1155,0.4846
151016,0.3337,0.1628,0.5034
151017,0.2666,0.1389,0.594
151018,0.3193,0.1389,0.5415
151019,0.3174,0.1459,0.5366
151020,0.2646,0.1536,0.582
151021,0.3032,0.1633,0.533
151022,0.2222,0.1407,0.637
151023,0.2,0.1888,0.6113
151024,0.2333,0.04443,0.722
151025,0.3057,0.0861,0.6084
151026,0.3296,0.0486,0.622
151027,0.3096,0.0968,0.5938
151028,0.2888,0.0873,0.624
151029,0.2842,0.11017,0.6055
151030,0.2472,0.0847,0.668
151031,0.3176,0.07623,0.606
151032,0.3037,0.09814,0.598
151033,0.2786,0.092,0.6294
151034,0.2778,0.08887,0.6333
151035,0.2556,0.1,0.6445
151036,0.2333,0.07776,0.689
151037,0.316,0.05185,0.6323
151038,0.2952,0.07776,0.627
151039,0.3367,0.07446,0.589
151040,0.2502,0.098,0.652
151041,0.2476,0.0936,0.6587
151042,0.2556,0.08887,0.656
151043,0.328,0.02222,0.65
151044,0.4111,0.01605,0.5728
151045,0.511,0.02222,0.4666
151046,0.5444,0.03333,0.422
151047,0.508,0.04285,0.4492
151048,0.4778,0.05554,0.4666
151049,0.4927,0.05185,0.4556
151050,0.543,0.0608,0.396
151051,0.4778,0.11615,0.406
151052,0.4778,0.0833,0.439
151053,0.5073,0.04074,0.452
151054,0.5757,0.0611,0.3633
151055,0.5273,0.06665,0.406
151056,0.554,0.0936,0.3523
151057,0.4924,0.10205,0.4055
151058,0.551,0.1,0.3494
151059,0.533,0.08887,0.3777
151060,0.52,0.11664,0.3633
151061,0.422,0.1333,0.4443
151062,0.463,0.10834,0.4287
151063,0.4556,0.1111,0.4333
151064,0.4543,0.14,0.4055
151065,0.4272,0.1321,0.4407
151066,0.439,0.1296,0.4314
151067,0.4443,0.1222,0.4333
151068,0.35,0.1611,0.4888
151069,0.4365,0.119,0.4443
151070,0.439,0.1333,0.4277
151071,0.4333,0.08887,0.4778
151072,0.452,0.09753,0.4507
151073,0.511,0.07776,0.4111
151074,0.511,0.0833,0.4055
151075,0.4185,0.0926,0.4888
151076,0.511,0.06665,0.422
151077,0.529,0.0714,0.4
151078,0.55,0.0648,0.3853
151079,0.54,0.0875,0.3723
151080,0.51,0.1,0.3904
151081,0.4556,0.1185,0.426
151082,0.4705,0.1278,0.4019
151083,0.4407,0.1315,0.4277
151084,0.3696,0.1434,0.4868
151085,0.4,0.1398,0.4602
151086,0.3235,0.1852,0.4915
151087,0.3237,0.164,0.5127
151088,0.2815,0.1704,0.5483
151089,0.336,0.167,0.497
151090,0.2593,0.1602,0.5806
151091,0.2285,0.1714,0.6
151092,0.2603,0.1841,0.5557
151093,0.2996,0.1631,0.537
151094,0.276,0.1888,0.535
151095,0.2632,0.1743,0.5625
151096,0.1926,0.1852,0.622
151097,0.2698,0.1688,0.5615
151098,0.1945,0.169,0.6367
151099,0.2754,0.1777,0.547
151100,0.246,0.1587,0.595
151101,0.2427,0.1813,0.576
151102,0.257,0.1571,0.586
151103,0.2333,0.1611,0.6055
151104,0.2593,0.1555,0.585
151105,0.2703,0.1537,0.5757
151106,0.2148,0.1611,0.624
151107,0.2,0.1,0.7
151108,0.297,0.09924,0.6035
151109,0.2778,0.1148,0.6074
151110,0.2595,0.1202,0.62
151111,0.2444,0.1111,0.6445
151112,0.2253,0.11743,0.657
151113,0.2537,0.113,0.6333
151114,0.2177,0.1074,0.675
151115,0.2081,0.10297,0.689
151116,0.2688,0.0978,0.6333
151117,0.3203,0.04544,0.6343
151118,0.443,0.05554,0.5015
151119,0.4443,0.0476,0.508
151120,0.4177,0.03111,0.5513
151121,0.519,0.04358,0.4375
151122,0.4333,0.1222,0.4443
151123,0.4353,0.06665,0.498
151124,0.3694,0.0958,0.5347
151125,0.3816,0.1185,0.5
151126,0.419,0.1111,0.47
151127,0.3296,0.1296,0.5405
151128,0.254,0.1777,0.5684
151129,0.1888,0.1,0.711
151130,0.2126,0.1206,0.6665
151131,0.2333,0.04443,0.722
151132,0.357,0.08374,0.5596
151133,0.3037,0.1148,0.5815
151134,0.2625,0.1444,0.5933
151135,0.2264,0.1218,0.652
151136,0.211,0.141,0.648
151137,0.1852,0.1407,0.6743
151138,0.2134,0.1267,0.66
151139,0.262,0.10925,0.629
151140,0.281,0.07776,0.641
151141,0.3518,0.06174,0.5864
151142,0.3667,0.07776,0.5557
151143,0.3862,0.06946,0.5444
151144,0.4778,0.04984,0.4724
151145,0.422,0.08887,0.4888
151146,0.385,0.0979,0.517
151147,0.4297,0.07776,0.4927
151148,0.4368,0.0489,0.5146
151149,0.4778,0.05554,0.4666
151150,0.4482,0.0926,0.4592
151151,0.4622,0.08,0.4578
151152,0.437,0.0728,0.4902
151153,0.4512,0.0711,0.4778
151154,0.3987,0.0944,0.507
151155,0.3555,0.08887,0.5557
151156,0.4111,0.1111,0.4778
151157,0.35,0.0903,0.5596
151158,0.4192,0.06494,0.5156
151159,0.3777,0.1148,0.5073
151160,0.34,0.1316,0.5283
151161,0.2583,0.1327,0.609
151162,0.2076,0.1389,0.6533
151163,0.2717,0.1414,0.587
151164,0.3372,0.1148,0.5483
151165,0.3374,0.0847,0.5776
151166,0.4443,0.06665,0.4888
151167,0.3777,0.0998,0.5225
151168,0.3333,0.1222,0.5444
151169,0.2695,0.1431,0.5874
151170,0.334,0.125,0.541
151171,0.2666,0.11664,0.6167
151172,0.2734,0.1289,0.5977
