T,C,D,L
0,0.2389,0.418,0.343
1,0.2742,0.3704,0.3555
2,0.3413,0.2952,0.3635
3,0.3564,0.287,0.3564
4,0.2888,0.3445,0.3667
5,0.23,0.3667,0.4033
6,0.1777,0.4,0.422
7,0.1888,0.1555,0.656
8,0.1555,0.3853,0.4592
9,0.1373,0.3088,0.554
10,0.1866,0.316,0.4976
11,0.2091,0.3,0.491
12,0.1953,0.3286,0.4758
13,0.1089,0.3777,0.513
14,0.0963,0.3481,0.5557
15,0.0722,0.3362,0.592
16,0.0952,0.3174,0.5874
17,0.02469,0.3655,0.61
18,0.015205,0.3123,0.6724
19,0.003967,0.3318,0.664
20,0.003174,0.2333,0.7637
21,,0.211,0.789
22,0.00889,0.1511,0.84
23,,0.0944,0.906
24,,0.02777,0.972
25,,,1.0
26,,,1.0
27,,,1.0
28,,,1.0
29,,,1.0
30,,,1.0
31,,0.01111,0.989
32,,,1.0
33,,,1.0
34,,,1.0
35,,,1.0
36,,,1.0
37,,,1.0
38,,,1.0
39,,,1.0
40,,0.01111,0.989
41,,,1.0
42,,,1.0
43,,,1.0
44,,,1.0
45,,,1.0
46,,,1.0
47,,,1.0
48,,,1.0
49,,,1.0
50,,,1.0
51,,,1.0
52,,,1.0
53,,,1.0
54,,,1.0
55,,,1.0
56,,,1.0
57,,,1.0
58,,,1.0
59,,,1.0
60,,,1.0
61,,,1.0
62,,,1.0
63,,,1.0
64,,,1.0
65,,,1.0
66,,,1.0
67,,,1.0
68,,,1.0
69,,,1.0
70,,,1.0
71,,,1.0
72,,,1.0
73,,,1.0
74,,,1.0
75,,,1.0
76,,,1.0
77,,,1.0
78,,,1.0
79,,,1.0
80,,,1.0
81,,,1.0
82,,,1.0
83,,,1.0
84,,,1.0
85,,,1.0
86,,,1.0
87,,,1.0
88,,,1.0
89,,,1.0
90,,,1.0
91,,,1.0
92,,,1.0
93,,,1.0
94,,,1.0
95,,,1.0
96,,,1.0
97,,,1.0
98,,,1.0
99,,,1.0
100,,,1.0
101,,,1.0
102,,,1.0
103,,,1.0
104,,,1.0
105,,,1.0
106,,,1.0
107,,,1.0
108,,,1.0
109,,,1.0
110,,,1.0
111,,,1.0
112,,,1.0
113,,,1.0
114,,,1.0
115,,,1.0
116,,,1.0
117,,,1.0
118,,,1.0
119,,,1.0
120,,,1.0
121,,,1.0
122,,,1.0
123,,,1.0
124,,,1.0
125,,,1.0
126,,,1.0
127,,,1.0
128,,,1.0
129,,,1.0
130,,,1.0
131,,,1.0
132,,,1.0
133,,,1.0
134,,,1.0
135,,,1.0
136,,,1.0
137,,,1.0
138,,,1.0
139,,,1.0
140,,,1.0
141,,,1.0
142,,,1.0
143,,,1.0
144,,,1.0
145,,,1.0
146,,,1.0
147,,,1.0
148,,,1.0
149,,,1.0
150,,,1.0
151,,,1.0
152,,,1.0
153,,,1.0
154,,,1.0
155,,,1.0
156,,,1.0
157,,,1.0
158,,,1.0
159,,,1.0
160,,,1.0
161,,,1.0
162,,,1.0
163,,,1.0
164,,,1.0
165,,,1.0
166,,,1.0
167,,,1.0
168,,,1.0
169,,,1.0
170,,,1.0
171,,,1.0
172,,,1.0
173,0.02222,,0.9775
174,,,1.0
175,,,1.0
176,,,1.0
177,,,1.0
178,0.02222,,0.9775
179,,,1.0
180,,,1.0
181,,,1.0
182,,,1.0
183,,,1.0
184,,,1.0
185,,,1.0
186,,,1.0
187,,0.00611,0.9937
188,,,1.0
189,,,1.0
190,,,1.0
191,0.02222,,0.9775
192,0.02187,0.01111,0.967
193,0.02222,0.005554,0.972
194,0.03705,0.003704,0.9595
195,0.03333,0.001587,0.965
196,0.05554,,0.9443
197,0.03333,0.01111,0.9556
198,0.02222,0.005554,0.972
199,0.08844,,0.9116
200,0.1644,,0.8354
201,0.1777,,0.8223
202,0.1906,,0.8096
203,0.2,,0.8
204,0.2666,,0.7334
205,0.3325,,0.6675
206,0.3962,,0.6035
207,0.4526,,0.5474
208,0.5073,,0.4927
209,0.6,,0.4
