T,C,D,L
189,,,1.0
190,,,1.0
191,,,1.0
192,,0.003704,0.996
193,,,1.0
194,,,1.0
195,,,1.0
196,,,1.0
197,,,1.0
198,,,1.0
199,,,1.0
200,,,1.0
201,,,1.0
202,,,1.0
203,,,1.0
204,,,1.0
205,0.0009522,0.0003176,0.9985
206,,,1.0
207,,,1.0
208,,0.001587,0.9985
209,,,1.0
210,0.01358,0.01173,0.9746
211,,,1.0
212,,,1.0
213,,0.02222,0.9775
214,,,1.0
215,,,1.0
216,,,1.0
217,,0.002222,0.9976
218,,,1.0
219,0.02222,0.01111,0.967
220,0.03333,0.02222,0.9443
221,0.00494,0.006172,0.989
222,0.03247,0.02136,0.9463
223,0.01428,0.010056,0.9756
224,,,1.0
225,,,1.0
226,,,1.0
227,,,1.0
228,,,1.0
229,0.01482,0.01111,0.974
230,0.014145,0.009094,0.9766
231,0.00741,0.01296,0.9795
232,,,1.0
233,,,1.0
234,,,1.0
235,0.01482,0.01111,0.974
236,,,1.0
237,,,1.0
238,,,1.0
239,,,1.0
240,,,1.0
241,0.01666,0.01111,0.972
242,,,1.0
243,0.02083,0.00972,0.969
244,,0.002777,0.997
245,0.02222,0.01,0.968
246,0.015076,0.01071,0.974
247,0.015274,0.01111,0.9736
248,,0.01111,0.989
249,0.0202,0.00808,0.9717
250,,,1.0
251,0.02222,,0.9775
252,0.02777,0.005554,0.967
253,,,1.0
254,,,1.0
255,,,1.0
256,,,1.0
257,,,1.0
258,0.01482,0.01111,0.974
259,0.02222,,0.9775
260,0.02222,0.01111,0.967
261,0.02222,0.010254,0.9673
262,,0.005554,0.9946
263,,,1.0
264,,,1.0
265,,0.006172,0.9937
266,,,1.0
267,,,1.0
268,,,1.0
269,,,1.0
270,,,1.0
271,,,1.0
272,,,1.0
273,,,1.0
274,,,1.0
275,,,1.0
276,,,1.0
277,,,1.0
278,,,1.0
279,,,1.0
280,,,1.0
281,,,1.0
282,,,1.0
283,,,1.0
284,,,1.0
285,,,1.0
286,,,1.0
287,,,1.0
288,,,1.0
289,,,1.0
290,,,1.0
291,,,1.0
292,,,1.0
293,,,1.0
294,,,1.0
295,,,1.0
296,,,1.0
297,,,1.0
298,,0.002777,0.997
299,0.02222,0.00741,0.97
300,,,1.0
301,,,1.0
302,,,1.0
303,0.02222,0.00833,0.969
304,,0.003704,0.996
305,,,1.0
306,0.0359,0.02051,0.9434
307,0.01482,0.01204,0.973
308,,,1.0
309,,,1.0
310,0.01587,0.01349,0.9707
311,,,1.0
312,,,1.0
313,0.01778,0.013336,0.9688
314,,,1.0
315,,,1.0
316,,,1.0
317,,,1.0
318,,,1.0
319,,,1.0
320,,0.005554,0.9946
321,,,1.0
322,,,1.0
323,,,1.0
324,,,1.0
325,,0.01111,0.989
326,,,1.0
327,,,1.0
328,,,1.0
329,,,1.0
330,,,1.0
331,,,1.0
332,0.02222,0.01666,0.961
333,,,1.0
334,,,1.0
335,,,1.0
336,,,1.0
337,,,1.0
338,,,1.0
339,,,1.0
340,,,1.0
341,,,1.0
342,,0.01111,0.989
343,,,1.0
344,,,1.0
345,0.002525,0.002525,0.995
346,,,1.0
347,,,1.0
348,,,1.0
349,,,1.0
350,,,1.0
351,,,1.0
352,,,1.0
353,,,1.0
354,,,1.0
355,,,1.0
356,,,1.0
357,,,1.0
358,,0.002777,0.997
359,,,1.0
360,,,1.0
361,,,1.0
362,,,1.0
363,,,1.0
364,,,1.0
365,,,1.0
366,,,1.0
367,,,1.0
368,,,1.0
369,,,1.0
370,,,1.0
371,,,1.0
372,,0.005554,0.9946
373,,,1.0
374,,,1.0
375,,,1.0
376,,,1.0
377,,,1.0
378,,,1.0
379,,0.01111,0.989
380,,,1.0
381,0.02222,0.00889,0.9688
382,,,1.0
383,0.01482,0.00741,0.9775
384,,,1.0
385,,,1.0
386,,0.005554,0.9946
387,,0.02222,0.9775
388,,0.0003967,0.9995
389,,,1.0
390,,,1.0
391,,,1.0
392,,,1.0
393,,,1.0
394,,,1.0
395,,,1.0
396,,,1.0
397,,,1.0
398,,,1.0
399,,,1.0
400,,,1.0
401,,,1.0
402,,,1.0
403,,,1.0
404,,,1.0
405,,,1.0
406,,,1.0
407,,,1.0
408,,,1.0
409,,,1.0
410,,,1.0
411,,,1.0
412,,,1.0
413,,,1.0
414,,0.000463,0.9995
415,,,1.0
416,,,1.0
417,,,1.0
418,,,1.0
419,,,1.0
420,,,1.0
421,,,1.0
422,,,1.0
423,,,1.0
424,,,1.0
425,,0.0006175,0.9995
426,,,1.0
427,,,1.0
428,,,1.0
429,,,1.0
430,,,1.0
431,,,1.0
432,,,1.0
433,,,1.0
434,,,1.0
435,,,1.0
436,,,1.0
437,,,1.0
438,,,1.0
439,,0.00741,0.9927
440,,,1.0
441,,,1.0
442,0.02222,0.005554,0.972
443,,,1.0
444,,,1.0
445,,,1.0
446,,,1.0
447,,,1.0
448,,,1.0
449,,,1.0
450,,,1.0
451,,,1.0
452,,,1.0
453,,0.003174,0.9966
454,,,1.0
455,,,1.0
456,,,1.0
457,,,1.0
458,,,1.0
459,,,1.0
460,,,1.0
461,,,1.0
462,,,1.0
463,,,1.0
464,,,1.0
465,,,1.0
466,,,1.0
467,,,1.0
468,,,1.0
469,,,1.0
470,,,1.0
471,,,1.0
472,,,1.0
473,,,1.0
474,,,1.0
475,,,1.0
476,,,1.0
477,,,1.0
478,,,1.0
479,,,1.0
480,,,1.0
481,,,1.0
482,,,1.0
483,,,1.0
484,,,1.0
485,,,1.0
486,,,1.0
487,,,1.0
488,,,1.0
489,0.0116,0.005314,0.983
490,,0.01111,0.989
491,,,1.0
492,,0.01666,0.9834
493,0.001587,0.0119,0.9863
494,,0.01111,0.989
495,,,1.0
496,,0.005554,0.9946
497,,,1.0
498,,,1.0
499,,,1.0
500,,,1.0
501,,,1.0
502,,,1.0
503,,,1.0
504,,,1.0
505,,,1.0
506,,,1.0
507,,,1.0
508,,,1.0
509,,,1.0
510,,,1.0
511,,,1.0
512,,,1.0
513,,,1.0
514,,,1.0
515,,,1.0
516,,,1.0
517,,,1.0
518,,,1.0
519,,,1.0
520,,,1.0
521,,,1.0
522,0.02222,,0.9775
523,,,1.0
524,,,1.0
525,,,1.0
526,,,1.0
527,,,1.0
528,,,1.0
529,,,1.0
530,,,1.0
531,,,1.0
532,,,1.0
533,,,1.0
534,,,1.0
535,,,1.0
536,,,1.0
537,,0.0004272,0.9995
538,,,1.0
539,,,1.0
540,,,1.0
541,,,1.0
542,,,1.0
543,,,1.0
544,,,1.0
545,,,1.0
546,,,1.0
547,,,1.0
548,,0.00101,0.999
549,,,1.0
550,,,1.0
551,,,1.0
552,,,1.0
553,,,1.0
554,,,1.0
555,,,1.0
556,,,1.0
557,,0.000505,0.9995
558,,,1.0
559,,,1.0
560,,,1.0
561,,,1.0
562,,,1.0
563,,,1.0
564,,,1.0
565,,,1.0
566,,,1.0
567,,,1.0
568,,,1.0
569,,,1.0
570,,,1.0
571,,,1.0
572,,,1.0
573,,,1.0
574,,,1.0
575,,,1.0
576,,,1.0
577,,,1.0
578,,,1.0
579,,,1.0
580,,,1.0
581,,,1.0
582,,,1.0
583,,,1.0
584,,,1.0
585,,,1.0
586,,,1.0
587,,,1.0
588,,,1.0
589,,,1.0
590,,,1.0
591,,,1.0
592,,,1.0
593,,,1.0
594,,,1.0
595,,,1.0
596,,,1.0
597,,,1.0
598,,,1.0
599,,,1.0
600,,,1.0
601,,,1.0
602,,,1.0
603,0.001059,,0.999
604,,,1.0
605,,0.01111,0.989
606,,,1.0
607,,,1.0
608,,,1.0
609,,,1.0
610,,,1.0
611,,,1.0
612,,,1.0
613,,,1.0
614,,,1.0
615,,,1.0
616,,,1.0
617,0.02222,,0.9775
618,0.00741,0.01666,0.976
619,,0.0008545,0.999
620,,,1.0
621,0.01666,0.005554,0.9775
622,,,1.0
623,,,1.0
624,,,1.0
625,,,1.0
626,,,1.0
627,,,1.0
628,,,1.0
629,,,1.0
630,,,1.0
631,,,1.0
632,,,1.0
633,,,1.0
634,,,1.0
635,,,1.0
636,,,1.0
637,,,1.0
638,,,1.0
639,,,1.0
640,,,1.0
641,,,1.0
642,,,1.0
643,,,1.0
644,,,1.0
645,,,1.0
646,,,1.0
647,,,1.0
648,,,1.0
649,,,1.0
650,,,1.0
651,,,1.0
652,,,1.0
653,,,1.0
654,,,1.0
655,,0.005554,0.9946
656,,,1.0
657,,,1.0
658,,,1.0
659,0.002563,0.0008545,0.9966
660,,,1.0
661,,,1.0
662,,,1.0
663,,,1.0
664,,,1.0
665,,,1.0
666,,,1.0
667,,,1.0
668,,,1.0
669,,,1.0
670,,,1.0
671,,0.01111,0.989
672,,,1.0
673,,,1.0
674,,,1.0
675,,,1.0
676,,,1.0
677,,,1.0
678,,,1.0
679,,,1.0
680,,,1.0
681,,,1.0
682,,,1.0
683,,,1.0
684,,,1.0
685,,,1.0
686,0.000635,,0.9995
687,,,1.0
688,,,1.0
689,,,1.0
690,0.02222,,0.9775
691,,,1.0
692,,,1.0
693,,,1.0
694,,,1.0
695,,,1.0
696,,,1.0
697,,,1.0
698,,,1.0
699,,,1.0
700,,,1.0
701,,,1.0
702,,,1.0
703,,,1.0
704,,,1.0
705,,,1.0
706,,,1.0
707,,,1.0
708,,,1.0
709,,,1.0
710,,,1.0
711,,,1.0
712,,,1.0
713,,,1.0
714,,,1.0
715,,,1.0
716,,,1.0
717,,0.01111,0.989
718,0.003704,0.01111,0.9854
719,,,1.0
720,,,1.0
721,,,1.0
722,,,1.0
723,,,1.0
724,0.0008545,,0.999
725,,,1.0
726,,,1.0
727,,,1.0
728,,,1.0
729,,,1.0
730,,,1.0
731,0.01111,,0.989
732,,,1.0
733,,,1.0
734,,,1.0
735,,0.0003176,0.9995
736,0.000966,0.01111,0.988
737,,0.01111,0.989
738,,,1.0
739,,,1.0
740,,,1.0
741,,,1.0
742,,,1.0
743,0.02222,,0.9775
744,,0.01111,0.989
745,,0.02222,0.9775
746,,,1.0
747,,,1.0
748,,,1.0
749,,,1.0
750,,,1.0
751,,,1.0
752,0.02222,,0.9775
753,,,1.0
754,,,1.0
755,,,1.0
756,,,1.0
757,,,1.0
758,,,1.0
759,,,1.0
760,,,1.0
761,,,1.0
762,,,1.0
763,,,1.0
764,,,1.0
765,,,1.0
766,,,1.0
767,,,1.0
768,,,1.0
769,,0.0007935,0.999
770,,,1.0
771,,,1.0
772,,,1.0
773,,,1.0
774,,,1.0
775,,,1.0
776,,,1.0
777,,,1.0
778,,,1.0
779,,,1.0
780,,,1.0
781,,,1.0
782,,,1.0
783,,,1.0
784,,,1.0
785,,,1.0
786,,,1.0
787,,,1.0
788,,0.02222,0.9775
789,,,1.0
790,,,1.0
791,,,1.0
792,,,1.0
793,,,1.0
794,,,1.0
795,,,1.0
796,,0.01111,0.989
797,,0.005554,0.9946
798,,0.002777,0.997
799,,,1.0
800,,,1.0
801,,,1.0
802,,,1.0
803,,,1.0
804,,0.01111,0.989
805,,0.01111,0.989
806,,,1.0
807,,,1.0
808,,,1.0
809,,,1.0
810,,,1.0
811,,,1.0
812,,,1.0
813,,,1.0
814,,,1.0
815,,,1.0
816,,,1.0
817,,,1.0
818,,,1.0
819,,,1.0
820,,0.005554,0.9946
821,,,1.0
822,,,1.0
823,,,1.0
824,,,1.0
825,,,1.0
826,,,1.0
827,,,1.0
828,,,1.0
829,,,1.0
830,,,1.0
831,,,1.0
832,,,1.0
833,,,1.0
834,,,1.0
835,,,1.0
836,,,1.0
837,,,1.0
838,,,1.0
839,,,1.0
840,,,1.0
841,,,1.0
842,,,1.0
843,,,1.0
844,,,1.0
845,,,1.0
846,,,1.0
847,,,1.0
848,,,1.0
849,,,1.0
850,,,1.0
851,,,1.0
852,,,1.0
853,,,1.0
854,,,1.0
855,,,1.0
856,,,1.0
857,,,1.0
858,,,1.0
859,,,1.0
860,,,1.0
861,,,1.0
862,,,1.0
863,,,1.0
864,,,1.0
865,,,1.0
866,,,1.0
867,,,1.0
868,,,1.0
869,,,1.0
870,,,1.0
871,,,1.0
872,,,1.0
873,,,1.0
874,,,1.0
875,,,1.0
876,,,1.0
877,,,1.0
878,,,1.0
879,,,1.0
880,,,1.0
881,,,1.0
882,,,1.0
883,,0.005554,0.9946
884,,,1.0
885,,,1.0
886,,,1.0
887,,,1.0
888,,,1.0
889,,,1.0
890,,,1.0
891,,,1.0
892,,,1.0
893,,,1.0
894,,,1.0
895,,,1.0
896,,,1.0
897,,,1.0
898,,,1.0
899,,,1.0
900,,,1.0
901,,0.0004115,0.9995
902,,,1.0
903,,,1.0
904,,,1.0
905,,,1.0
906,,,1.0
907,,,1.0
908,,,1.0
909,,,1.0
910,,,1.0
911,,,1.0
912,,,1.0
913,,,1.0
914,,,1.0
915,,,1.0
916,,,1.0
917,,,1.0
918,,,1.0
919,,,1.0
920,,,1.0
921,,,1.0
922,,,1.0
923,,,1.0
924,,,1.0
925,,,1.0
926,,,1.0
927,,,1.0
928,,,1.0
929,,,1.0
930,,,1.0
931,,,1.0
932,,,1.0
933,,,1.0
934,,,1.0
935,,,1.0
936,,,1.0
937,,,1.0
938,,,1.0
939,,,1.0
940,,,1.0
941,,,1.0
942,,,1.0
943,,,1.0
944,,,1.0
945,,,1.0
946,,,1.0
947,,,1.0
948,,,1.0
949,,,1.0
950,,0.01111,0.989
951,,,1.0
952,,,1.0
953,,,1.0
954,,0.002777,0.997
955,,,1.0
956,,,1.0
957,,,1.0
958,,,1.0
959,,,1.0
960,,,1.0
961,,,1.0
962,,,1.0
963,,,1.0
964,,,1.0
965,,,1.0
966,,,1.0
967,,0.01111,0.989
968,,,1.0
969,,,1.0
970,,,1.0
971,,,1.0
972,,,1.0
973,,,1.0
974,,,1.0
975,,,1.0
976,,,1.0
977,,,1.0
978,,,1.0
979,,,1.0
980,,,1.0
981,,,1.0
982,,,1.0
983,,,1.0
984,,,1.0
985,,,1.0
986,,,1.0
987,,,1.0
988,,,1.0
989,,,1.0
990,,,1.0
991,,,1.0
992,,,1.0
993,,,1.0
994,,,1.0
995,,,1.0
996,,,1.0
997,,,1.0
998,,,1.0
999,,,1.0
1000,,,1.0
1001,,,1.0
1002,,,1.0
1003,,,1.0
1004,,,1.0
1005,,,1.0
1006,,,1.0
1007,,,1.0
1008,,,1.0
1009,,,1.0
1010,,,1.0
1011,,,1.0
1012,,,1.0
1013,,,1.0
1014,,,1.0
1015,,,1.0
1016,,,1.0
1017,,,1.0
1018,,,1.0
1019,,,1.0
1020,,,1.0
1021,,,1.0
1022,,,1.0
1023,,,1.0
1024,,,1.0
1025,,,1.0
1026,,,1.0
1027,,,1.0
1028,,,1.0
1029,,,1.0
1030,,,1.0
1031,,,1.0
1032,,,1.0
1033,,,1.0
1034,,,1.0
1035,,,1.0
1036,,,1.0
1037,,,1.0
1038,,,1.0
1039,,,1.0
1040,,,1.0
1041,,,1.0
1042,,,1.0
1043,,,1.0
1044,,,1.0
1045,,,1.0
1046,,,1.0
1047,,,1.0
1048,,,1.0
1049,,,1.0
1050,,,1.0
1051,,,1.0
1052,,,1.0
1053,,,1.0
1054,,,1.0
1055,0.02098,0.001235,0.9775
1056,0.05,0.00972,0.9404
1057,0.0711,0.01666,0.912
1058,0.03333,0.01819,0.948
1059,0.05777,0.03111,0.911
1060,0.126,0.02856,0.8457
1061,0.1278,0.05554,0.817
1062,0.07776,0.04443,0.878
1063,0.05927,0.005554,0.935
1064,0.1307,0.0504,0.819
1065,0.0926,0.04074,0.8667
1066,0.1421,0.0573,0.801
1067,0.0963,0.02963,0.874
1068,0.08887,0.01852,0.8926
1069,0.1444,0.03888,0.817
1070,0.10156,0.02222,0.876
1071,0.1301,0.0291,0.841
1072,0.1239,0.05832,0.818
1073,0.1444,0.04816,0.8076
1074,0.1583,0.0565,0.785
1075,0.1611,0.0833,0.7554
1076,0.11237,0.0406,0.847
1077,0.125,0.05832,0.817
1078,0.0774,0.02222,0.9004
1079,0.08093,0.03214,0.8867
1080,0.1148,0.03705,0.848
1081,0.1406,0.0798,0.78
1082,0.08887,0.02888,0.8823
1083,0.10223,0.05554,0.8423
1084,0.1333,0.0852,0.7812
1085,0.1555,0.04443,0.8
1086,0.1426,0.05185,0.8057
1087,0.2247,0.07434,0.7007
1088,0.1722,0.08057,0.747
1089,0.205,0.092,0.703
1090,0.188,0.0851,0.727
1091,0.232,0.09875,0.669
1092,0.2964,0.0965,0.607
1093,0.1777,0.06665,0.7554
1094,0.2109,0.09424,0.695
1095,0.2546,0.1282,0.617
1096,0.2,0.0944,0.7056
1097,0.1963,0.08887,0.715
1098,0.2556,0.1296,0.6147
1099,0.2888,0.1,0.6113
1100,0.1697,0.101,0.7295
1101,0.2944,0.1,0.6055
1102,0.2452,0.1085,0.646
1103,0.2361,0.1111,0.653
1104,0.2216,0.12085,0.6577
1105,0.2666,0.1444,0.589
1106,0.294,0.1091,0.597
1107,0.2064,0.0731,0.72
1108,0.1923,0.1,0.708
1109,0.2444,0.1611,0.594
1110,0.2126,0.11505,0.6724
1111,0.2092,0.12036,0.6704
1112,0.2,0.1666,0.6333
1113,0.1782,0.112,0.71
1114,0.1589,0.1261,0.715
1115,0.1274,0.0911,0.7812
1116,0.1333,0.1333,0.7334
1117,0.1444,0.0611,0.7944
1118,0.07776,0.06,0.8623
1119,0.03412,0.0484,0.9175
1120,0.1074,0.0815,0.811
1121,0.09766,0.08887,0.8135
1122,0.1153,0.0972,0.7876
1123,0.02222,0.05185,0.926
1124,0.05334,0.03778,0.9087
1125,0.01482,0.03705,0.948
1126,0.01686,0.0341,0.949
1127,,0.01111,0.989
1128,,,1.0
1129,,,1.0
1130,,,1.0
1131,,,1.0
1132,,0.01111,0.989
1133,,0.01111,0.989
1134,,0.01111,0.989
1135,,,1.0
1136,,,1.0
1137,,,1.0
1138,,,1.0
1139,,,1.0
1140,,,1.0
1141,,,1.0
1142,,,1.0
1143,,,1.0
1144,,0.01111,0.989
1145,,,1.0
1146,,,1.0
1147,,,1.0
1148,,,1.0
1149,,,1.0
1150,,,1.0
1151,,,1.0
1152,,,1.0
1153,,,1.0
1154,,,1.0
1155,,,1.0
1156,,,1.0
1157,,,1.0
1158,,,1.0
1159,,,1.0
1160,,,1.0
1161,,,1.0
1162,,,1.0
1163,,,1.0
1164,0.004444,0.002222,0.993
1165,,,1.0
1166,,,1.0
1167,,,1.0
1168,,,1.0
1169,,,1.0
1170,,,1.0
1171,,,1.0
1172,,,1.0
1173,,,1.0
1174,,,1.0
1175,,,1.0
1176,,,1.0
1177,,,1.0
1178,,,1.0
1179,0.000505,0.007072,0.992
1180,,,1.0
1181,,,1.0
1182,,,1.0
1183,,0.00606,0.994
1184,,,1.0
1185,,,1.0
1186,,,1.0
1187,,,1.0
1188,,,1.0
1189,,,1.0
1190,,,1.0
1191,,,1.0
1192,,,1.0
1193,,,1.0
1194,,,1.0
1195,,,1.0
1196,,,1.0
1197,,,1.0
1198,0.002222,0.00889,0.989
1199,,,1.0
1200,,,1.0
1201,,,1.0
1202,,,1.0
1203,,,1.0
1204,,,1.0
1205,,,1.0
1206,,,1.0
1207,,,1.0
1208,,,1.0
1209,,,1.0
1210,,,1.0
1211,,,1.0
1212,,,1.0
1213,,,1.0
1214,,,1.0
1215,,,1.0
1216,,,1.0
1217,,,1.0
1218,,,1.0
1219,,,1.0
1220,,,1.0
1221,,,1.0
1222,,0.001235,0.9985
1223,,,1.0
1224,,,1.0
1225,,,1.0
1226,,,1.0
1227,,,1.0
1228,,,1.0
1229,,,1.0
1230,,,1.0
1231,,,1.0
1232,,,1.0
1233,,0.00606,0.994
1234,,,1.0
1235,,,1.0
1236,,,1.0
1237,,,1.0
1238,,,1.0
1239,0.002777,0.005554,0.9917
1240,,,1.0
1241,,,1.0
1242,,,1.0
1243,,0.0007935,0.999
1244,,,1.0
1245,,,1.0
1246,0.00101,,0.999
1247,,,1.0
1248,,,1.0
1249,,,1.0
1250,,,1.0
1251,,,1.0
1252,,,1.0
1253,,,1.0
1254,,,1.0
1255,,,1.0
1256,,,1.0
1257,,0.004444,0.9956
1258,,,1.0
1259,,,1.0
1260,,,1.0
1261,,,1.0
1262,,,1.0
1263,,,1.0
1264,,,1.0
1265,,,1.0
1266,,,1.0
1267,,,1.0
1268,,,1.0
1269,,,1.0
1270,,,1.0
1271,,,1.0
1272,,,1.0
1273,,,1.0
1274,,,1.0
1275,,,1.0
1276,,,1.0
1277,,,1.0
1278,,,1.0
1279,,,1.0
1280,,,1.0
1281,,,1.0
1282,,0.003704,0.996
1283,,,1.0
1284,,,1.0
1285,,,1.0
1286,,0.0008545,0.999
1287,,,1.0
1288,,,1.0
1289,,,1.0
1290,,,1.0
1291,,,1.0
1292,0.00741,,0.9927
1293,,,1.0
1294,,,1.0
1295,,0.002777,0.997
1296,,,1.0
1297,,,1.0
1298,,,1.0
1299,,,1.0
1300,,,1.0
1301,,,1.0
1302,,,1.0
1303,,,1.0
1304,,,1.0
1305,,,1.0
1306,,,1.0
1307,,,1.0
1308,,,1.0
1309,,,1.0
1310,,,1.0
1311,,,1.0
1312,,,1.0
1313,,,1.0
1314,,,1.0
1315,,,1.0
1316,,,1.0
1317,,,1.0
1318,,,1.0
1319,,,1.0
1320,,,1.0
1321,,,1.0
1322,,,1.0
1323,,,1.0
1324,,,1.0
1325,,,1.0
1326,,,1.0
1327,,,1.0
1328,,0.0005555,0.9995
1329,,,1.0
1330,,,1.0
1331,,,1.0
1332,,,1.0
1333,,,1.0
1334,,,1.0
1335,,,1.0
1336,,,1.0
1337,,,1.0
1338,,,1.0
1339,,,1.0
1340,,,1.0
1341,,,1.0
1342,,,1.0
1343,,,1.0
1344,,,1.0
1345,,,1.0
1346,,,1.0
1347,,0.01111,0.989
1348,,,1.0
1349,,,1.0
1350,,,1.0
1351,,,1.0
1352,,,1.0
1353,0.01482,0.01111,0.974
1354,,0.01111,0.989
1355,,0.006172,0.9937
1356,,,1.0
1357,,,1.0
1358,,,1.0
1359,,,1.0
1360,,,1.0
1361,,,1.0
1362,,,1.0
1363,,,1.0
1364,,,1.0
1365,,,1.0
1366,,,1.0
1367,,,1.0
1368,,,1.0
1369,,,1.0
1370,,,1.0
1371,0.003704,0.001852,0.9946
1372,,,1.0
1373,,,1.0
1374,,,1.0
1375,,,1.0
1376,,,1.0
1377,,,1.0
1378,,,1.0
1379,,,1.0
1380,,,1.0
1381,,,1.0
1382,,,1.0
1383,,,1.0
1384,,,1.0
1385,,,1.0
1386,,,1.0
1387,,,1.0
1388,,,1.0
1389,,,1.0
1390,,,1.0
1391,,,1.0
1392,,,1.0
1393,,,1.0
1394,,0.005554,0.9946
1395,,,1.0
1396,,,1.0
1397,,0.01111,0.989
1398,,,1.0
1399,,,1.0
1400,,,1.0
1401,,,1.0
1402,,,1.0
1403,,,1.0
1404,,,1.0
1405,,0.01111,0.989
1406,,0.01111,0.989
1407,,,1.0
1408,,,1.0
1409,,0.01111,0.989
1410,,,1.0
1411,,0.005127,0.9946
1412,,,1.0
1413,,,1.0
1414,,,1.0
1415,,,1.0
1416,,,1.0
1417,,,1.0
1418,,,1.0
1419,,,1.0
1420,,,1.0
1421,,,1.0
1422,,,1.0
1423,,,1.0
1424,,,1.0
1425,,,1.0
1426,,,1.0
1427,,,1.0
1428,,,1.0
1429,,,1.0
1430,,,1.0
1431,,,1.0
1432,,,1.0
1433,,,1.0
1434,,,1.0
1435,,,1.0
1436,,,1.0
1437,0.001587,0.001587,0.9966
1438,,,1.0
1439,,,1.0
1440,,,1.0
1441,,,1.0
1442,,,1.0
1443,,,1.0
1444,,,1.0
