T,C,D,L
50371,0.9814,0.01852,
50372,0.8887,0.1111,
50373,0.9473,0.05276,
50374,1.0,,
50375,0.9443,0.05554,
50376,0.961,0.03888,
50377,0.9956,0.004444,
50378,0.9956,0.004444,
50379,0.996,0.003967,
50380,0.996,0.003967,
50381,1.0,,
50382,0.972,0.025,0.002777
50383,1.0,,
50384,0.8335,0.1666,
50385,0.9814,0.01805,0.0006943
50386,0.9976,0.00202,0.000505
50387,0.972,0.02777,
50388,0.997,0.002338,0.0005846
50389,1.0,,
50390,1.0,,
50391,1.0,,
50392,1.0,,
50393,0.9976,0.002274,0.0002525
50394,0.996,0.003832,
50395,0.9976,0.002645,
50396,0.997,0.00285,
50397,1.0,,
50398,0.9907,0.00926,
50399,1.0,,
50400,0.998,0.002117,
50401,0.989,0.01111,
50402,0.8887,0.1,0.01111
50403,0.8,0.1888,0.01111
50404,0.9893,0.010056,0.0005293
50405,0.991,0.00769,0.0008545
50406,1.0,,
50407,0.9956,0.003704,0.000926
50408,0.974,0.02592,
50409,0.992,0.007935,
50410,0.948,0.04443,0.00741
50411,0.9937,0.006172,
50412,1.0,,
50413,0.984,0.01605,
50414,0.967,0.03333,
50415,0.9927,0.006744,0.0003967
50416,1.0,,
50417,0.989,0.01111,
50418,0.9814,0.01852,
50419,0.9907,0.00926,
50420,1.0,,
50421,0.993,0.006668,
50422,0.95,0.04443,0.005554
50423,0.9863,0.013885,
50424,0.989,0.00889,0.002222
50425,0.9946,0.005554,
50426,1.0,,
50427,0.9873,0.01196,0.0008545
50428,0.992,0.007935,
50429,0.8887,0.1111,
50430,0.6665,0.3223,0.01111
50431,0.75,0.2314,0.01852
50432,0.984,0.01401,0.001932
50433,0.972,0.02592,0.001852
50434,0.991,0.00833,0.0005555
50435,0.9946,0.005554,
50436,0.9585,0.04166,
50437,0.989,0.01,0.001111
50438,1.0,,
50439,0.996,0.003065,0.0007663
50440,1.0,,
50441,0.967,0.03333,
50442,0.9775,0.02222,
50443,1.0,,
50444,1.0,,
50445,0.972,0.025,0.002777
50446,1.0,,
50447,1.0,,
50448,1.0,,
50449,0.963,0.03333,0.003704
50450,0.9814,0.01666,0.001852
50451,1.0,,
50452,0.9946,0.005554,
50453,0.933,0.06665,
50454,0.9946,0.00529,
50455,0.9585,0.04166,
50456,0.8335,0.1666,
50457,0.9805,0.01863,0.001076
50458,0.9985,0.001683,
50459,1.0,,
50460,1.0,,
50461,0.993,0.00486,0.002083
50462,0.9907,0.00926,
50463,0.998,0.001533,0.0003831
50464,1.0,,
50465,1.0,,
50466,0.989,0.004444,0.006668
50467,0.989,0.01,0.001111
50468,0.993,0.006943,
50469,0.9165,0.0722,0.01111
50470,1.0,,
50471,1.0,,
50472,1.0,,
50473,1.0,,
50474,0.8887,0.08887,0.02222
50475,0.689,0.2666,0.04443
50476,0.864,0.1333,0.002666
50477,0.9854,0.01282,0.001709
50478,0.9946,0.005554,
50479,1.0,,
50480,0.9976,0.002645,
50481,0.992,0.007935,
50482,1.0,,
50483,0.995,0.00303,0.00202
50484,0.9443,0.04443,0.01111
50485,0.9917,0.006996,0.001235
50486,0.992,0.007935,
50487,0.989,0.00889,0.002222
50488,1.0,,
50489,0.989,0.00889,0.002222
50490,0.8887,0.06665,0.04443
50491,0.9756,0.02121,0.00303
50492,0.9863,0.01111,0.002777
50493,0.992,0.00476,0.003174
50494,0.996,0.00404,
50495,0.98,0.01587,0.003967
50496,0.972,0.02408,0.003704
50497,1.0,,
50498,1.0,,
50499,1.0,,
50500,0.9917,0.00722,0.001111
50501,0.939,0.05554,0.005554
50502,0.778,0.2,0.02222
50503,0.864,0.1278,0.00833
50504,1.0,,
50505,0.9966,0.003366,
50506,0.9927,0.006668,0.0007405
50507,0.933,0.05554,0.01111
50508,0.9585,0.04166,
50509,1.0,,
50510,0.991,0.00877,
50511,0.9897,0.0101,
50512,0.972,0.025,0.002777
50513,0.992,0.007935,
50514,0.9443,0.03333,0.02222
50515,1.0,,
50516,1.0,,
50517,0.997,0.00145,0.00145
50518,0.992,0.006348,0.001587
50519,1.0,,
50520,1.0,,
50521,1.0,,
50522,1.0,,
50523,1.0,,
50524,0.997,0.002222,0.0005555
50525,0.9937,0.00523,0.0013075
50526,0.989,0.010254,0.0008545
50527,0.9775,0.02,0.002222
50528,1.0,,
50529,0.9966,0.00196,0.0013075
50530,0.9907,0.00741,0.001852
50531,0.984,0.01428,0.001587
50532,0.988,0.008644,0.003704
50533,0.9556,0.04443,
50534,0.983,0.01538,0.001709
50535,0.9937,0.00529,0.001059
50536,0.933,0.0611,0.005554
50537,0.997,0.00271,
50538,0.989,0.004444,0.006668
50539,0.988,0.01111,0.001235
50540,0.994,0.005157,0.0007935
50541,1.0,,
50542,0.991,0.00889,
50543,0.9,0.08887,0.01111
50544,0.9,0.08887,0.01111
50545,0.9424,0.04443,0.01296
50546,0.778,0.1777,0.04443
50547,0.311,0.5776,0.1111
50548,0.7905,0.1737,0.03555
50549,0.975,0.02011,0.00476
50550,0.967,0.02667,0.006668
50551,0.963,0.03333,0.003704
50552,0.961,0.03333,0.005554
50553,0.984,0.012695,0.003174
50554,0.979,0.01805,0.002777
50555,0.972,0.013885,0.013885
50556,0.9937,0.00494,0.001235
50557,0.9854,0.01111,0.003704
50558,1.0,,
50559,0.9946,0.004,0.001333
50560,0.9976,0.001333,0.000889
50561,0.963,0.02963,0.00741
50562,1.0,,
50563,0.9814,0.01852,
50564,0.999,0.001059,
50565,0.992,0.006763,0.000966
50566,1.0,,
50567,0.9956,0.002777,0.001852
50568,1.0,,
50569,0.972,0.01666,0.01111
50570,0.98,0.013336,0.006668
50571,0.972,0.01666,0.01111
50572,0.972,0.0236,0.004166
50573,0.9937,0.00494,0.001235
50574,0.9927,0.006668,0.0007405
50575,1.0,,
50576,0.9824,0.01778,
50577,0.9863,0.00833,0.005554
50578,0.9443,0.03333,0.02222
50579,0.988,0.00988,0.00247
50580,0.9985,0.001034,0.0002584
50581,1.0,,
50582,0.9863,0.01111,0.002777
50583,0.8887,0.05554,0.05554
50584,0.8813,0.1074,0.01111
50585,0.992,0.006817,0.0007577
50586,0.9814,0.01111,0.00741
50587,1.0,,
50588,0.967,0.02777,0.005554
50589,0.972,0.02777,
50590,1.0,,
50591,1.0,,
50592,1.0,,
50593,0.994,0.005848,
50594,0.9897,0.009094,0.00101
50595,0.993,0.004166,0.002777
50596,1.0,,
50597,0.9907,0.00741,0.001852
50598,1.0,,
50599,1.0,,
50600,0.9907,0.00833,0.000926
50601,0.986,0.01358,0.0006175
50602,0.9937,0.00494,0.001235
50603,1.0,,
50604,0.9907,0.00926,
50605,0.967,0.02888,0.004444
50606,1.0,,
50607,1.0,,
50608,0.911,0.04443,0.04443
50609,0.972,0.02686,0.000926
50610,0.997,0.002316,0.000463
50611,1.0,,
50612,0.9443,0.05,0.005554
50613,0.9775,0.02083,0.001389
50614,1.0,,
50615,0.9814,0.01852,
50616,0.998,0.001778,
50617,0.97,0.02963,
50618,0.9946,0.004234,0.001059
50619,1.0,,
50620,1.0,,
50621,0.963,0.03333,0.003704
50622,0.992,0.005554,0.00238
50623,0.9937,0.006172,
50624,0.9834,0.01444,0.002222
50625,1.0,,
50626,0.988,0.01111,0.001235
50627,1.0,,
50628,0.989,0.00889,0.002222
50629,0.9814,0.01666,0.001852
50630,0.9775,0.02,0.002222
50631,0.9775,0.01778,0.004444
50632,0.963,0.02963,0.00741
50633,1.0,,
50634,0.9443,0.04443,0.01111
50635,0.8613,0.1222,0.01666
50636,0.9775,0.01778,0.004444
50637,0.9775,0.01778,0.004444
50638,1.0,,
50639,0.996,0.003967,
50640,0.9976,0.001852,0.000463
50641,0.999,,0.0007935
50642,1.0,,
50643,0.933,0.0611,0.005554
50644,0.9775,0.02,0.002222
50645,1.0,,
50646,0.926,0.0704,0.003704
50647,1.0,,
50648,0.9985,0.001235,
50649,0.9966,0.002777,0.0006943
50650,0.992,0.00741,0.0006175
50651,0.996,0.003174,0.0007935
50652,0.972,0.02222,0.005554
50653,0.9863,0.01111,0.002777
50654,1.0,,
50655,1.0,,
50656,0.9883,0.01111,0.0007405
50657,0.995,0.00404,0.00101
50658,1.0,,
50659,0.996,0.002962,0.0007405
50660,0.9976,0.001333,0.000889
50661,1.0,,
50662,0.9907,0.00741,0.001852
50663,0.8887,0.08887,0.02222
50664,0.6665,0.3,0.03333
50665,0.3,0.656,0.04443
50666,0.675,0.3125,0.0125
50667,0.5444,0.4055,0.05
50668,0.589,0.3555,0.05554
50669,0.6,0.3445,0.05554
50670,0.94,0.05554,0.004444
50671,1.0,,
50672,1.0,,
50673,0.9863,0.01111,0.002777
50674,0.9956,0.003788,0.000505
50675,1.0,,
50676,0.9917,0.007072,0.00101
50677,0.9863,0.01111,0.002777
50678,0.992,0.007935,
50679,0.9814,0.01729,0.001235
50680,0.963,0.03333,0.003704
50681,0.933,0.06665,
50682,0.9893,0.00952,0.001059
50683,1.0,,
50684,0.9443,0.04816,0.00741
50685,1.0,,
50686,0.999,0.0007405,
50687,1.0,,
50688,0.984,0.01111,0.00476
50689,1.0,,
50690,0.999,,0.0008545
50691,1.0,,
50692,0.9976,0.00202,0.000505
50693,0.8335,0.1555,0.01111
50694,0.943,0.05237,0.00476
50695,0.976,0.02222,0.001587
50696,0.9805,0.0176,0.001852
50697,0.972,0.02222,0.005554
50698,0.8887,0.1,0.01111
50699,0.982,0.01645,0.001778
50700,0.997,0.002777,0.0003088
50701,0.8887,0.1111,
50702,0.9834,0.01587,0.0007935
50703,0.9775,0.02222,
50704,0.984,0.01111,0.00476
50705,0.9854,0.01482,
50706,0.9814,0.01482,0.003704
50707,0.9863,0.01111,0.002777
50708,0.9775,0.02222,
50709,0.9966,0.00254,0.000635
50710,0.9834,0.01444,0.002222
50711,1.0,,
50712,0.988,0.01111,0.001235
50713,0.988,0.01111,0.00101
50714,1.0,,
50715,0.994,0.004677,0.001169
50716,0.8335,0.1666,
50717,0.3333,0.6445,0.02222
50718,0.65,0.35,
50719,0.9604,0.03802,0.001755
50720,0.998,0.001533,0.0003831
50721,0.9956,0.002563,0.001709
50722,1.0,,
50723,1.0,,
50724,0.9956,0.00389,0.0002778
50725,0.9976,0.00202,0.000505
50726,0.9907,0.00741,0.001852
50727,0.972,0.01666,0.01111
50728,0.9985,0.001425,
50729,0.9937,0.006172,
50730,0.972,0.02222,0.005554
50731,0.9927,0.00741,
50732,0.9814,0.01729,0.001235
50733,0.9443,0.04816,0.00741
50734,0.99,0.00918,0.000483
50735,1.0,,
50736,0.9937,0.006172,
50737,0.9863,0.0125,0.001389
50738,0.9775,0.01944,0.002777
50739,0.9443,0.05185,0.003704
50740,0.9966,0.002615,0.0006537
50741,1.0,,
50742,0.9775,0.02222,
50743,0.972,0.01666,0.01111
50744,0.9976,0.002325,0.0002584
50745,0.988,0.01111,0.001235
50746,1.0,,
50747,1.0,,
50748,0.9907,0.00741,0.001852
50749,0.9937,0.00494,0.001235
50750,0.963,0.03705,
50751,1.0,,
50752,0.9863,0.013885,
50753,1.0,,
50754,0.9585,0.04166,
50755,0.9966,0.003471,
50756,1.0,,
50757,0.9883,0.011696,
50758,0.9443,0.05554,
50759,0.9883,0.0119,
50760,0.985,0.01515,
50761,0.9937,0.006172,
50762,0.972,0.02777,
50763,0.933,0.06665,
50764,1.0,,
50765,0.9937,0.006172,
50766,0.9946,0.005554,
50767,0.988,0.012344,
50768,0.996,0.004066,
50769,1.0,,
50770,0.988,0.012344,
50771,1.0,,
50772,0.9976,0.002415,
50773,0.996,0.003832,
50774,0.9937,0.006535,
50775,0.9907,0.00926,
50776,1.0,,
50777,0.9917,0.00833,
50778,0.997,0.0029,
50779,0.9814,0.01852,
50780,0.9854,0.01482,
50781,0.967,0.03333,
50782,0.9907,0.00926,
50783,0.9927,0.00741,
50784,0.9443,0.05554,
50785,0.996,0.003876,
50786,1.0,,
50787,0.9937,0.00641,
50788,0.9927,0.00741,
50789,0.994,0.005848,
50790,0.9907,0.00926,
50791,1.0,,
50792,0.9873,0.01282,
50793,0.998,0.002058,
50794,1.0,,
50795,0.988,0.012344,
50796,0.9443,0.05554,
50797,0.989,0.01111,
50798,1.0,,
50799,0.9976,0.002645,
50800,0.9814,0.01852,
50801,0.9863,0.013885,
50802,0.9946,0.005554,
50803,0.996,0.00404,
50804,0.9814,0.01852,
50805,0.9946,0.005375,
50806,0.998,0.002136,
50807,0.9585,0.04166,
50808,0.9863,0.013885,
50809,0.999,0.0007935,
50810,0.9443,0.05554,
50811,0.9966,0.003267,
50812,0.998,0.001984,
50813,0.998,0.001916,
50814,0.972,0.02777,
50815,0.9443,0.05554,
50816,0.9863,0.013885,
50817,1.0,,
50818,0.989,0.01111,
50819,1.0,,
50820,0.972,0.02777,
50821,0.9443,0.05554,
50822,0.935,0.0648,
50823,0.963,0.03705,
50824,0.998,0.001916,
50825,0.9946,0.005554,
50826,0.967,0.03333,
50827,1.0,,
50828,1.0,,
50829,0.988,0.012344,
50830,0.993,0.006943,
50831,0.997,0.002777,
50832,1.0,,
50833,0.993,0.006943,
50834,0.972,0.02777,
50835,0.9814,0.01852,
50836,0.998,0.001736,
50837,0.963,0.03705,
50838,0.997,0.003086,
50839,0.9937,0.006535,
50840,0.8887,0.1111,
50841,0.9824,0.01767,
50842,0.99,0.0098,
50843,0.9946,0.005554,
50844,0.9946,0.005554,
50845,0.997,0.003086,
50846,1.0,,
50847,0.963,0.03705,
50848,1.0,,
50849,0.926,0.0741,
50850,0.9927,0.007248,
50851,0.9976,0.002222,
50852,0.9443,0.05554,
50853,0.8223,0.1666,0.01111
50854,0.9966,0.003267,
50855,0.972,0.02222,0.005554
50856,0.9956,0.00463,
50857,0.997,0.002222,0.0005555
50858,0.9814,0.01666,0.001852
50859,0.9976,0.002316,
50860,0.981,0.01746,0.001587
50861,0.9556,0.04443,
50862,1.0,,
50863,0.8887,0.1111,
50864,0.9834,0.0163,0.0003703
50865,1.0,,
50866,0.988,0.012344,
50867,0.989,0.01111,
50868,0.9956,0.00463,
50869,0.972,0.02777,
50870,1.0,,
50871,1.0,,
50872,1.0,,
50873,1.0,,
50874,1.0,,
50875,0.963,0.03333,0.003704
50876,0.991,0.00769,0.0008545
50877,0.972,0.02777,
50878,0.9863,0.013885,
50879,0.9443,0.05554,
50880,0.988,0.010284,0.002058
50881,1.0,,
50882,0.9907,0.00741,0.001852
50883,1.0,,
50884,0.993,0.006943,
50885,0.9165,0.07776,0.005554
50886,1.0,,
50887,1.0,,
50888,0.972,0.02222,0.005554
50889,0.9165,0.07776,0.005554
50890,0.996,0.003704,
50891,1.0,,
50892,1.0,,
50893,1.0,,
50894,0.993,0.005554,0.001389
50895,0.989,0.00889,0.002222
50896,0.9443,0.05554,
50897,0.935,0.0635,0.001587
50898,0.994,0.00595,
50899,0.9443,0.05554,
50900,0.9854,0.01358,0.001235
50901,0.996,0.003704,
50902,0.9966,0.003471,
50903,1.0,,
50904,0.992,0.006348,0.001587
50905,0.996,0.002962,0.0007405
50906,0.972,0.025,0.002777
50907,0.9834,0.01666,
50908,0.9956,0.004204,0.0003004
50909,1.0,,
50910,0.85,0.1222,0.02777
50911,0.9727,0.02478,0.002563
50912,0.9443,0.04443,0.01111
50913,0.933,0.06,0.006668
50914,1.0,,
50915,1.0,,
50916,1.0,,
50917,0.997,0.001755,0.001169
50918,1.0,,
50919,1.0,,
50920,1.0,,
50921,0.9834,0.01444,0.002222
50922,0.979,0.01805,0.002777
50923,1.0,,
50924,0.996,0.003174,0.0007935
50925,0.9893,0.010056,0.0005293
50926,0.9917,0.00815,
50927,1.0,,
50928,0.9443,0.04443,0.01111
50929,0.9565,0.04224,0.001111
50930,1.0,,
50931,0.9883,0.010315,0.001587
50932,0.9917,0.006943,0.001389
50933,1.0,,
50934,1.0,,
50935,0.9946,0.005554,
50936,0.9443,0.05554,
50937,0.969,0.0282,0.002563
50938,0.9976,0.001778,0.0004444
50939,1.0,,
50940,0.9863,0.01111,0.002777
50941,0.9443,0.03333,0.02222
50942,0.9814,0.01482,0.003704
50943,0.9814,0.01111,0.00741
50944,1.0,,
50945,0.983,0.01282,0.004272
50946,1.0,,
50947,0.9946,0.00486,0.0003471
50948,0.9443,0.04443,0.01111
50949,0.9937,0.00523,0.0013075
50950,0.8335,0.1555,0.01111
50951,0.9277,0.0709,0.0013075
50952,0.9307,0.06665,0.002777
50953,1.0,,
50954,0.9814,0.01111,0.00741
50955,1.0,,
50956,1.0,,
50957,0.988,0.012344,
50958,0.972,0.02222,0.005554
50959,0.9863,0.01111,0.002777
50960,0.8887,0.06665,0.04443
50961,0.988,0.01111,0.00101
50962,0.996,0.002222,0.001481
50963,1.0,,
50964,0.991,0.006836,0.001709
50965,0.9585,0.0361,0.005554
50966,0.9897,0.00952,0.0005293
50967,0.9956,0.004444,
50968,1.0,,
50969,1.0,,
50970,0.9814,0.01852,
50971,1.0,,
50972,0.984,0.012695,0.003174
50973,0.9946,0.005554,
50974,0.722,0.2666,0.01111
50975,0.686,0.2861,0.02777
50976,0.9307,0.0639,0.005554
50977,1.0,,
50978,0.926,0.0704,0.003704
50979,0.993,0.005554,0.001389
50980,0.939,0.05,0.01111
50981,0.8335,0.1111,0.05554
50982,0.9766,0.02092,0.002615
50983,0.997,0.002338,0.0005846
50984,0.9863,0.0125,0.001389
50985,0.951,0.03778,0.01111
50986,1.0,,
50987,0.95,0.05,
50988,0.9883,0.010284,0.001646
50989,1.0,,
50990,0.997,0.002222,0.0005555
50991,0.9863,0.01111,0.002777
50992,1.0,,
50993,1.0,,
50994,0.9775,0.02222,
50995,0.9443,0.05554,
50996,0.9907,0.008644,0.0004115
50997,0.9814,0.01852,
50998,1.0,,
50999,0.8335,0.1333,0.03333
51000,0.9595,0.03433,0.00606
51001,0.9443,0.05,0.005554
51002,0.778,0.2,0.02222
51003,0.849,0.1365,0.01428
51004,0.878,0.11664,0.005554
51005,0.989,0.00889,0.002222
51006,1.0,,
51007,0.9863,0.01111,0.002777
51008,0.9814,0.01482,0.003704
51009,0.994,0.005314,0.000483
51010,0.9814,0.01666,0.001852
51011,0.8335,0.1222,0.04443
51012,0.9653,0.032,0.002615
51013,0.933,0.06665,
51014,0.998,0.001646,0.0004115
51015,0.972,0.02222,0.005554
51016,0.998,0.001587,0.0003967
51017,0.993,0.005554,0.001389
51018,0.989,0.00889,0.002222
51019,0.972,0.02222,0.005554
51020,0.989,0.01111,
51021,0.9834,0.01666,
51022,0.933,0.05554,0.01111
51023,0.9946,0.004814,0.0007405
51024,1.0,,
51025,1.0,,
