T,C,D,L
100311,0.987,0.002666,0.010666
100312,0.9834,,0.01666
100313,0.926,,0.0741
100314,0.9824,0.002777,0.01458
100315,0.9224,0.01556,0.06223
100316,0.976,,0.0238
100317,0.9805,0.002615,0.017
100318,0.9746,,0.02525
100319,0.9287,0.01904,0.05237
100320,0.8,0.04443,0.1555
100321,0.659,0.063,0.2778
100322,0.7417,0.03055,0.2278
100323,0.842,0.04166,0.11664
100324,0.975,0.004574,0.02026
100325,0.9917,0.001646,0.006584
100326,0.9883,0.000926,0.01065
100327,0.926,,0.0741
100328,0.963,0.010185,0.02686
100329,0.9443,0.01111,0.04443
100330,0.9287,0.02222,0.0492
100331,0.933,,0.06665
100332,0.9834,,0.01637
100333,0.9854,,0.01482
100334,0.974,0.00963,0.0163
100335,0.9165,0.02037,0.063
100336,0.9883,0.0005293,0.01111
100337,0.9873,0.004658,0.00789
100338,0.967,0.001235,0.0321
100339,0.8887,0.03333,0.07776
100340,0.8555,0.02,0.12445
100341,0.972,0.00463,0.02315
100342,0.907,0.01852,0.0741
100343,0.99,,0.009575
100344,0.9824,0.0007935,0.01666
100345,0.965,0.00505,0.0303
100346,0.933,0.01556,0.05112
100347,0.9556,,0.04443
100348,0.997,,0.002924
100349,0.778,,0.2222
100350,0.963,0.00883,0.0281
100351,0.9443,0.012695,0.04285
100352,0.8335,0.04443,0.1222
100353,0.9185,0.013885,0.06757
100354,0.9165,0.02592,0.0574
100355,0.926,0.01482,0.05927
100356,0.952,0.012695,0.0349
100357,0.992,,0.007935
100358,0.993,0.001059,0.005554
100359,0.951,0.01556,0.03333
100360,0.9775,,0.02222
100361,0.961,0.00889,0.03
100362,0.9375,0.01944,0.04306
100363,0.974,0.00741,0.01852
100364,0.996,,0.003704
100365,0.9165,0.02222,0.0611
100366,0.9893,0.002703,0.00781
100367,0.926,,0.0741
100368,0.963,,0.03705
100369,0.9443,,0.05554
100370,0.589,0.1444,0.2666
100371,0.738,0.02888,0.2333
100372,0.9443,0.00741,0.04816
100373,0.872,0.01111,0.11664
100374,0.9,0.02222,0.07776
100375,0.9307,0.00833,0.0611
100376,0.9165,0.01111,0.0722
100377,0.994,,0.005848
100378,0.8335,0.02777,0.1389
100379,0.908,0.02777,0.0639
100380,0.9775,,0.02222
100381,0.963,,0.03705
100382,0.9814,0.000926,0.0176
100383,0.9224,,0.07776
100384,0.6777,0.06665,0.2556
100385,0.9795,0.002325,0.01834
100386,0.998,,0.002058
100387,0.9224,0.02,0.05777
100388,0.9443,,0.05554
100389,0.8887,0.00833,0.1028
100390,0.992,,0.007576
100391,0.984,0.003704,0.0125
100392,0.8057,0.07776,0.11664
100393,0.9717,0.00884,0.0195
100394,0.9775,,0.02222
100395,0.989,,0.01111
100396,0.9604,0.007935,0.03174
100397,0.8887,0.00741,0.1037
100398,0.9443,,0.05554
100399,0.9917,,0.00833
100400,0.977,0.00523,0.01765
100401,0.9917,,0.00823
100402,0.972,,0.02777
100403,0.963,,0.03705
100404,0.9907,,0.00926
100405,0.9824,0.007576,0.0101
100406,0.9863,0.0006943,0.01319
100407,0.908,0.01666,0.075
100408,0.997,,0.002924
100409,0.976,0.003174,0.02063
100410,0.9883,,0.011696
100411,0.9795,0.00702,0.01345
100412,1.0,,
100413,0.9736,0.005264,0.02106
100414,0.967,,0.03333
100415,0.722,,0.2778
100416,0.882,0.02324,0.095
100417,0.969,0.001235,0.02963
100418,0.975,,0.02469
100419,0.991,0.002525,0.006313
100420,0.852,0.05185,0.0963
100421,0.9556,0.013336,0.03111
100422,0.991,,0.00889
100423,0.778,0.03333,0.1888
100424,0.839,0.01852,0.1426
100425,0.99,0.002222,0.0075
100426,0.9443,0.006348,0.0492
100427,0.9443,0.01111,0.04443
100428,0.9443,0.00926,0.0463
100429,0.972,0.005554,0.02222
100430,0.988,,0.012344
100431,0.979,,0.02083
100432,0.933,0.01111,0.05554
100433,0.9854,0.002338,0.01228
100434,0.9595,0.001852,0.03888
100435,0.8916,0.01944,0.08887
100436,0.6665,0.1666,0.1666
100437,0.9688,0.002047,0.02924
100438,0.984,,0.01587
100439,0.99,,0.0098
100440,0.8887,0.01111,0.1
100441,0.9653,0.002777,0.03195
100442,0.989,0.001736,0.00972
100443,0.98,0.002962,0.01704
100444,0.9243,0.02408,0.05185
100445,0.9917,,0.00833
100446,0.976,,0.0238
100447,0.9873,0.0008545,0.01196
100448,0.778,0.01111,0.211
100449,0.6724,0.0722,0.2556
100450,0.8887,0.01482,0.0963
100451,0.9805,,0.01944
100452,0.9556,0.006172,0.03827
100453,0.933,0.006668,0.06
100454,0.967,0.004444,0.02888
100455,0.907,0.01111,0.0815
100456,0.9814,,0.01852
100457,0.9897,,0.0101
100458,0.99,,0.00966
100459,0.976,,0.0238
100460,0.969,0.003704,0.02716
100461,0.9443,0.012695,0.04285
100462,0.9556,,0.04443
100463,0.8887,0.01482,0.0963
100464,0.907,0.003704,0.08887
100465,0.9443,,0.05554
100466,0.95,0.003704,0.0463
100467,0.986,0.0006175,0.01358
100468,0.998,,0.001736
100469,0.9897,0.00244,0.007587
100470,0.975,,0.02469
100471,0.985,,0.01515
100472,0.9746,,0.02525
100473,0.9536,0.003704,0.0426
100474,0.9897,,0.010414
100475,0.9585,,0.04166
100476,0.975,0.001235,0.02345
100477,0.9556,,0.04443
100478,0.9683,,0.03174
100479,0.967,,0.03333
100480,0.958,,0.04224
100481,0.972,0.003471,0.0243
100482,0.951,0.002222,0.04666
100483,0.9863,,0.01358
100484,0.984,,0.01587
100485,0.9946,,0.005375
100486,0.9556,0.002222,0.04224
100487,0.8887,,0.1111
100488,0.9165,,0.0833
100489,0.991,,0.008545
100490,0.9443,,0.05554
100491,0.963,,0.03705
100492,0.8555,0.01111,0.1333
100493,0.86,0.004444,0.1355
100494,0.991,,0.008835
100495,0.9604,0.001235,0.03827
100496,0.9165,,0.0833
100497,0.9785,,0.02136
100498,0.9814,,0.01852
100499,0.9165,,0.0833
100500,0.99,,0.0098
100501,0.9536,,0.0463
100502,0.9854,,0.01462
100503,0.98,,0.01984
100504,0.993,,0.006943
100505,0.9443,,0.05554
100506,0.9883,,0.0119
100507,0.975,,0.02469
100508,0.9785,,0.0216
100509,0.994,,0.005848
100510,0.984,,0.01587
100511,0.8335,,0.1666
100512,0.6665,,0.3333
100513,0.9937,,0.006535
100514,0.989,,0.01111
100515,0.967,,0.03333
100516,0.984,,0.01634
100517,0.9443,,0.05554
100518,0.926,,0.0741
100519,0.9814,,0.01852
100520,0.9917,,0.008415
100521,0.933,,0.06665
100522,0.984,,0.01587
100523,0.9873,,0.01263
100524,0.967,,0.03333
100525,0.8887,,0.1111
100526,0.9604,,0.03967
100527,0.984,,0.01634
100528,0.9854,,0.01482
100529,0.9585,,0.04166
100530,0.9927,,0.00741
100531,0.9443,,0.05554
100532,0.9443,,0.05554
100533,0.9937,,0.006172
100534,0.976,,0.0238
100535,0.9443,,0.05554
100536,0.8335,,0.1666
100537,0.963,,0.03705
100538,0.9443,,0.05554
100539,0.961,,0.03888
100540,0.9443,,0.05554
100541,0.8887,,0.1111
100542,0.914,0.00476,0.08093
100543,0.941,0.003704,0.05554
100544,0.9556,,0.04443
100545,1.0,,
100546,0.9443,,0.05554
100547,0.75,,0.25
100548,0.9165,,0.0833
100549,0.967,,0.03333
100550,0.984,,0.01587
100551,0.778,,0.2222
100552,0.9395,,0.0606
100553,0.984,,0.01587
100554,0.9834,,0.01666
100555,0.9814,,0.01852
100556,0.9443,,0.05554
100557,0.9873,,0.01282
100558,0.778,,0.2222
100559,0.94,,0.0598
100560,0.9683,,0.03174
100561,0.984,,0.01587
100562,0.987,,0.01307
100563,0.98,,0.0202
100564,0.9653,,0.03473
100565,0.972,,0.02777
100566,0.9165,,0.0833
100567,0.9775,,0.02222
100568,0.9814,,0.01852
100569,0.991,,0.00889
100570,0.926,,0.0741
100571,0.9604,,0.03967
100572,0.9873,,0.01263
100573,0.9814,,0.01852
100574,0.9814,,0.01852
100575,0.9956,,0.00463
100576,0.977,,0.02315
100577,0.985,,0.01495
100578,0.8887,,0.1111
100579,0.989,,0.01111
100580,0.9873,,0.01282
100581,0.972,,0.02777
100582,0.976,,0.0238
100583,0.926,,0.0741
100584,0.8887,,0.1111
100585,0.911,,0.08887
100586,0.8887,,0.1111
100587,0.9873,,0.01282
100588,0.8613,,0.1389
100589,0.9536,,0.0463
100590,0.9443,,0.05554
100591,0.99,,0.0098
100592,0.99,,0.00952
100593,0.984,,0.01587
100594,0.722,,0.2778
100595,0.722,,0.2778
100596,0.9556,,0.04443
100597,0.98,,0.0202
100598,0.98,,0.0202
100599,0.9814,,0.01852
100600,0.8887,,0.1111
100601,0.8887,,0.1111
100602,0.951,,0.0486
100603,0.985,,0.01515
100604,0.722,,0.2778
100605,0.02222,,0.9775
100606,0.6665,,0.3333
100607,0.528,,0.4722
100608,0.9683,,0.03174
100609,0.9165,,0.0833
100610,0.933,,0.06665
100611,0.9893,,0.01068
100612,0.8,,0.2
100613,0.957,,0.0432
100614,0.9536,,0.0463
100615,0.8335,,0.1666
100616,0.9126,,0.0873
100617,0.9165,,0.0833
100618,0.907,,0.0926
100619,0.983,,0.01709
100620,0.9536,,0.0463
100621,0.993,,0.006943
100622,0.8887,,0.1111
100623,0.985,,0.01515
100624,0.963,,0.03705
100625,0.989,,0.01111
100626,0.972,,0.02777
100627,0.979,,0.02083
100628,0.9307,,0.06946
100629,0.9937,,0.006535
100630,0.9653,,0.03473
100631,0.9556,,0.04443
100632,0.995,,0.00483
100633,0.9443,,0.05554
100634,0.976,,0.0238
100635,0.972,,0.02777
100636,0.9893,,0.01058
100637,0.9873,,0.01263
100638,0.988,,0.01208
100639,0.9536,,0.0463
100640,0.8613,,0.1389
100641,0.778,,0.2222
100642,0.7036,,0.2964
100643,0.9966,,0.003267
100644,0.992,,0.007935
100645,0.9653,,0.03473
100646,0.8887,,0.1111
100647,0.9937,,0.006348
100648,0.976,,0.0238
100649,0.9946,,0.005375
100650,0.9873,,0.01282
100651,0.9697,,0.0303
100652,0.976,,0.0238
100653,0.984,,0.01587
100654,0.8613,,0.1389
100655,0.9897,,0.010414
100656,0.993,,0.006943
100657,0.9927,,0.007248
100658,0.975,,0.02469
100659,0.8887,,0.1111
100660,0.9204,,0.07935
100661,0.98,,0.0202
100662,0.993,,0.006733
100663,0.926,,0.0741
100664,0.977,,0.02315
100665,0.9604,,0.03967
100666,0.993,,0.006943
100667,0.8887,,0.1111
100668,0.9893,,0.01068
100669,0.989,,0.01111
100670,0.926,,0.0741
100671,1.0,,
100672,0.9585,,0.04166
100673,0.8887,,0.1111
100674,0.98,,0.0202
100675,0.988,,0.01208
100676,0.992,,0.007717
100677,0.98,,0.0202
100678,0.963,,0.03705
100679,0.9844,,0.015434
100680,0.991,,0.00889
100681,0.9556,,0.04443
100682,0.9937,,0.006172
100683,0.9814,,0.01852
100684,0.9585,,0.04166
100685,0.9956,,0.004505
100686,0.9863,,0.013885
100687,0.9863,,0.013885
100688,0.9834,,0.01666
100689,0.778,,0.2222
100690,0.8335,,0.1666
100691,0.933,,0.06665
100692,0.9814,,0.01852
100693,0.992,,0.007576
100694,0.9907,,0.00926
100695,0.967,,0.03333
100696,0.979,,0.02083
100697,0.8887,,0.1111
100698,0.815,,0.1852
100699,0.8613,,0.1389
100700,0.99,,0.00966
100701,0.9443,,0.05554
100702,0.9785,,0.02136
100703,0.9814,,0.01852
100704,0.977,,0.02315
100705,0.9585,,0.04166
100706,0.984,,0.01587
100707,0.9946,,0.005375
100708,0.778,,0.2222
100709,0.6113,,0.389
100710,0.984,,0.01587
100711,0.991,,0.00896
100712,0.9775,,0.02222
100713,0.8887,,0.1111
100714,0.967,,0.03333
100715,0.7554,,0.2444
100716,0.7593,,0.2407
100717,0.972,,0.02777
100718,0.977,,0.02315
100719,0.9863,,0.013885
100720,0.988,,0.012344
100721,0.722,,0.2778
100722,0.6387,,0.361
100723,0.972,,0.02777
100724,0.9854,,0.01482
100725,0.991,,0.00889
100726,0.8613,,0.1389
100727,0.9946,,0.005554
100728,0.993,,0.006733
100729,0.992,,0.007576
100730,0.983,,0.01709
100731,0.9604,,0.03967
100732,0.778,,0.2222
100733,0.8613,,0.1389
100734,0.9775,,0.02222
100735,0.9536,,0.0463
100736,0.991,,0.008545
100737,0.9834,,0.01666
100738,0.907,,0.0926
100739,0.991,,0.00896
100740,0.9536,,0.0463
100741,0.933,,0.06665
100742,0.9937,,0.006172
100743,0.904,0.003704,0.0926
100744,0.8,,0.2
100745,0.6055,0.01111,0.3833
100746,0.9307,0.00972,0.05972
100747,0.9478,,0.05237
100748,0.9443,,0.05554
100749,0.8833,0.005554,0.1111
100750,0.996,,0.003876
100751,0.976,,0.0238
100752,0.985,,0.01515
100753,0.9604,,0.03967
100754,0.9814,,0.01852
100755,0.9224,,0.07776
100756,0.9688,,0.03125
100757,0.9814,,0.01852
100758,0.7,,0.3
100759,0.966,,0.03418
100760,0.993,,0.006943
100761,0.993,,0.006943
100762,0.907,,0.0926
100763,0.972,,0.02777
100764,0.9897,,0.0101
100765,0.963,,0.03705
100766,0.722,,0.2778
100767,0.873,,0.127
100768,0.9795,,0.02046
100769,0.9224,,0.07776
100770,0.9644,,0.0357
100771,0.9746,,0.02525
100772,0.967,,0.03333
100773,1.0,,
100774,0.991,,0.00877
100775,0.98,,0.01984
100776,0.9585,,0.04166
100777,0.972,,0.02777
100778,0.9814,,0.01852
100779,0.98,,0.01984
100780,1.0,,
100781,0.9937,,0.006348
100782,0.8335,,0.1666
100783,0.965,,0.03534
100784,0.984,,0.0162
100785,0.972,,0.02777
100786,0.969,,0.03087
100787,0.972,,0.02777
100788,0.9956,,0.004536
100789,0.8613,,0.1389
100790,0.9814,,0.01852
100791,0.9863,,0.013885
100792,0.989,,0.01111
100793,0.8887,,0.1111
100794,0.9927,,0.007248
100795,0.8335,,0.1666
100796,0.929,,0.0707
100797,0.8887,,0.1111
100798,0.6387,,0.361
100799,0.952,,0.0476
100800,0.8887,,0.1111
100801,0.957,,0.04272
100802,0.979,,0.02083
100803,0.989,,0.01111
100804,0.963,,0.03705
100805,0.9814,,0.01852
100806,0.989,,0.01111
100807,0.8335,,0.1666
100808,0.3333,,0.6665
100809,0.9014,,0.09875
100810,0.994,,0.006004
100811,0.9604,,0.03967
100812,0.926,,0.0741
100813,0.778,,0.2222
100814,0.967,,0.03333
100815,0.9585,,0.04166
100816,0.9873,,0.01282
100817,0.963,,0.03705
100818,0.9585,,0.04166
100819,0.778,,0.2222
100820,0.6387,,0.361
100821,0.983,,0.01709
100822,0.8887,,0.1111
100823,1.0,,
100824,0.907,,0.0926
100825,0.975,,0.02469
100826,0.9307,,0.06946
100827,0.9814,,0.01852
100828,0.963,,0.03705
100829,0.9976,,0.002584
100830,0.9653,,0.03473
100831,0.8887,,0.1111
100832,0.963,,0.03705
100833,0.9893,,0.01068
100834,0.963,,0.03705
100835,0.933,,0.06665
100836,0.9937,,0.00641
100837,0.969,,0.03087
100838,0.984,,0.01587
100839,0.911,,0.08887
100840,0.975,,0.02469
100841,0.976,,0.0238
100842,0.9863,,0.013885
100843,0.8223,,0.1777
100844,0.6943,,0.3057
100845,0.9937,,0.006313
100846,0.991,,0.008545
100847,0.9443,,0.05554
100848,0.9814,,0.01852
100849,0.711,,0.2888
100850,0.3223,,0.6777
100851,0.878,,0.1222
100852,0.98,,0.0202
100853,0.9907,,0.00948
100854,0.9443,,0.05554
100855,0.9785,,0.02136
100856,0.9863,,0.013885
100857,0.984,,0.01587
100858,0.778,,0.2222
100859,0.9443,,0.05554
100860,0.9897,,0.0101
100861,0.989,,0.01111
100862,0.8335,,0.1666
100863,0.977,,0.02315
100864,0.9863,,0.013885
100865,0.993,,0.006943
100866,0.9927,,0.00741
100867,0.963,,0.03705
100868,0.9653,,0.03473
100869,0.9165,,0.0833
100870,0.9585,,0.04166
100871,0.9907,,0.00926
100872,0.8335,,0.1666
100873,0.9893,,0.01058
100874,0.967,,0.03333
100875,0.9863,,0.013885
100876,0.979,,0.02083
100877,0.996,,0.00392
100878,0.9775,,0.02222
100879,0.9976,,0.002222
100880,0.926,,0.0741
100881,0.9536,,0.0463
100882,0.972,,0.02777
100883,0.9985,,0.001634
100884,0.9443,,0.05554
100885,0.9556,,0.04443
100886,0.9976,,0.002316
100887,0.967,,0.03333
100888,0.967,,0.03333
100889,0.969,,0.03087
100890,0.9946,,0.005554
100891,0.9307,,0.06946
100892,0.979,,0.02083
100893,0.8335,,0.1666
100894,0.9277,,0.0722
100895,0.8667,,0.1333
100896,0.8335,,0.1666
100897,0.9927,,0.007248
100898,0.9883,,0.011696
100899,0.9854,,0.01482
100900,0.941,0.003704,0.05554
100901,0.99,,0.009575
100902,0.996,,0.003832
100903,0.9854,,0.01482
100904,0.972,,0.02777
100905,0.98,,0.01984
100906,0.984,,0.01587
100907,0.967,,0.03333
100908,0.967,,0.03333
100909,0.8613,,0.1389
100910,0.9165,,0.0833
100911,0.9165,,0.0833
100912,0.9946,,0.005554
100913,0.976,,0.0238
100914,0.9854,,0.01482
100915,0.9946,,0.005375
100916,0.979,,0.02083
100917,0.9443,,0.05554
100918,0.997,,0.002924
100919,0.9556,,0.04443
100920,0.9443,,0.05554
