T,C,D,L
150505,,,1.0
150506,,,1.0
150507,,,1.0
150508,,,1.0
150509,,,1.0
150510,,,1.0
150511,,,1.0
150512,,,1.0
150513,,,1.0
150514,,,1.0
150515,,,1.0
150516,,0.003334,0.9966
150517,,,1.0
150518,,,1.0
150519,,,1.0
150520,,,1.0
150521,,,1.0
150522,,,1.0
150523,,,1.0
150524,,,1.0
150525,,,1.0
150526,,,1.0
150527,,,1.0
150528,,,1.0
150529,,,1.0
150530,,,1.0
150531,,,1.0
150532,,,1.0
150533,,,1.0
150534,,,1.0
150535,,,1.0
150536,,,1.0
150537,,,1.0
150538,,,1.0
150539,,,1.0
150540,,,1.0
150541,,,1.0
150542,,,1.0
150543,,0.001587,0.9985
150544,,,1.0
150545,,,1.0
150546,,,1.0
150547,,,1.0
150548,,,1.0
150549,,,1.0
150550,0.02222,,0.9775
150551,0.04443,0.005554,0.95
150552,0.02222,0.005554,0.972
150553,0.0663,0.01111,0.9224
150554,0.0439,0.02739,0.9287
150555,0.082,0.02986,0.888
150556,0.1222,0.01944,0.8584
150557,0.1111,0.01778,0.871
150558,0.2097,0.05972,0.7305
150559,0.173,0.05963,0.7676
150560,0.1473,0.0683,0.784
150561,0.0852,0.0537,0.8613
150562,0.1062,0.03952,0.8545
150563,0.12036,0.0426,0.837
150564,0.07776,0.05554,0.8667
150565,0.0741,0.04074,0.8853
150566,0.0972,0.03125,0.8716
150567,0.08,0.03111,0.8887
150568,0.1055,0.02777,0.8667
150569,0.05444,0.02815,0.9175
150570,0.05185,0.00741,0.941
150571,0.0733,0.05112,0.8755
150572,0.02222,0.005554,0.972
150573,0.0574,0.03055,0.912
150574,0.11945,0.0361,0.844
150575,0.1378,0.03778,0.824
150576,0.2167,0.04443,0.739
150577,0.1462,0.05185,0.802
150578,0.158,0.06186,0.7803
150579,0.1963,0.05554,0.748
150580,0.17,0.0689,0.761
150581,0.1111,0.02222,0.8667
150582,0.1333,0.03333,0.8335
150583,0.1466,0.05554,0.798
150584,0.1355,0.06223,0.8022
150585,0.1555,0.04443,0.8
150586,0.1437,0.0381,0.8184
150587,0.1992,0.0698,0.731
150588,0.1986,0.05832,0.743
150589,0.2247,0.0846,0.6904
150590,0.1472,0.082,0.771
150591,0.1863,0.0704,0.743
150592,0.1549,0.06915,0.776
150593,0.1573,0.07684,0.7656
150594,0.0351,0.0503,0.9146
150595,0.06665,0.02222,0.911
150596,0.0732,0.02942,0.8975
150597,0.1361,0.05276,0.811
150598,0.1036,0.02888,0.8677
150599,0.1921,0.0502,0.758
150600,0.1482,0.0648,0.787
150601,0.2666,0.09076,0.6426
150602,0.2167,0.06665,0.717
150603,0.252,0.0987,0.6494
150604,0.2222,0.06946,0.7085
150605,0.2084,0.06665,0.725
150606,0.1934,0.0793,0.7275
150607,0.2888,0.0833,0.628
150608,0.2438,0.0542,0.702
150609,0.2136,0.0827,0.7036
150610,0.2556,0.08984,0.655
150611,0.3333,0.08,0.5864
150612,0.3042,0.09656,0.599
150613,0.2888,0.0963,0.6147
150614,0.2037,0.1296,0.6665
150615,0.2163,0.1055,0.678
150616,0.2815,0.08887,0.6294
150617,0.25,0.08887,0.661
150618,0.3057,0.04443,0.65
150619,0.3333,0.05554,0.6113
150620,0.1947,0.07196,0.7334
150621,0.2834,0.10443,0.6123
150622,0.2593,0.0852,0.656
150623,0.25,0.11945,0.6304
150624,0.2888,0.0762,0.635
150625,0.2333,0.04443,0.722
150626,0.22,0.0978,0.682
150627,0.2534,0.07556,0.671
150628,0.2158,0.0746,0.7095
150629,0.3403,0.0736,0.586
150630,0.2632,0.0994,0.637
150631,0.3687,0.10095,0.5303
150632,0.3306,0.1028,0.567
150633,0.293,0.11664,0.5903
150634,0.3179,0.1108,0.5713
150635,0.2426,0.08704,0.6704
150636,0.2666,0.07776,0.656
150637,0.3362,0.07556,0.5884
150638,0.2888,0.1074,0.6035
150639,0.3,0.05554,0.6445
150640,0.2917,0.08887,0.6196
150641,0.315,0.0869,0.598
150642,0.2438,0.0657,0.6904
150643,0.2,0.07776,0.722
150644,0.2041,0.07367,0.722
150645,0.2067,0.0478,0.7456
150646,0.2467,0.0911,0.662
150647,0.3333,0.05832,0.6084
150648,0.2708,0.0657,0.6636
150649,0.2964,0.0815,0.622
150650,0.2834,0.0833,0.6333
150651,0.3052,0.08075,0.6143
150652,0.2429,0.1,0.657
150653,0.2333,0.06665,0.7
150654,0.2363,0.05453,0.709
150655,0.2612,0.05,0.689
150656,0.2278,0.06335,0.709
150657,0.196,0.0701,0.734
150658,0.2766,0.09576,0.6274
150659,0.2407,0.0968,0.6626
150660,0.2222,0.0833,0.6943
150661,0.1931,0.05276,0.7544
150662,0.1111,0.07776,0.811
150663,0.1796,0.05698,0.7637
150664,0.181,0.0645,0.7544
150665,0.2544,0.04816,0.6978
150666,0.2534,0.06152,0.685
150667,0.211,0.1,0.689
150668,0.1666,0.05554,0.778
150669,0.2874,0.08093,0.632
150670,0.2644,0.072,0.6636
150671,0.3,0.03333,0.6665
150672,0.2925,0.0605,0.647
150673,0.226,0.06665,0.7075
150674,0.328,0.1055,0.567
150675,0.2161,0.1247,0.659
150676,0.2866,0.0748,0.6387
150677,0.272,0.1044,0.6235
150678,0.2505,0.102,0.6475
150679,0.2976,0.07294,0.6294
150680,0.325,0.0757,0.599
150681,0.3096,0.1111,0.5796
150682,0.2844,0.1015,0.6143
150683,0.2444,0.1111,0.6445
150684,0.237,0.1074,0.656
150685,0.2778,0.1037,0.6187
150686,0.2742,0.1094,0.616
150687,0.3179,0.09656,0.5854
150688,0.266,0.10614,0.628
150689,0.2089,0.12,0.671
150690,0.2156,0.0911,0.6934
150691,0.2222,0.1222,0.656
150692,0.1771,0.0861,0.737
150693,0.1833,0.1278,0.689
150694,0.211,0.0833,0.7056
150695,0.2015,0.092,0.7065
150696,0.211,0.1111,0.6777
150697,0.2556,0.08624,0.658
150698,0.2,0.06665,0.7334
150699,0.2283,0.074,0.6978
150700,0.2,0.063,0.737
150701,0.211,0.05554,0.7334
150702,0.211,0.05554,0.7334
150703,0.2444,0.04,0.7153
150704,0.2673,0.0544,0.678
150705,0.3076,0.07263,0.6196
150706,0.1945,0.05,0.7554
150707,0.2465,0.04968,0.704
150708,0.3223,0.05777,0.62
150709,0.2185,0.04443,0.737
150710,0.2306,0.06665,0.7026
150711,0.2389,0.063,0.698
150712,0.2444,0.096,0.6597
150713,0.17,0.0711,0.759
150714,0.1222,0.0639,0.814
150715,0.1373,0.05475,0.808
150716,0.0926,0.063,0.844
150717,0.1361,0.05832,0.8057
150718,0.0722,0.06665,0.8613
150719,0.06665,0.01111,0.9224
150720,0.1102,0.04312,0.8467
150721,0.08887,0.02592,0.8853
150722,0.06665,0.03333,0.9
150723,0.08887,0.04443,0.8667
150724,0.0216,0.01111,0.9673
150725,0.073,0.02698,0.9
150726,0.05972,0.04028,0.9
150727,0.06665,0.06665,0.8667
150728,,0.01852,0.9814
150729,0.02222,0.005924,0.9717
150730,0.02393,0.003418,0.9727
150731,0.04443,0.02222,0.933
150732,0.075,0.0316,0.8936
150733,0.05554,0.01111,0.933
150734,0.0704,0.01852,0.911
150735,0.06665,0.0326,0.901
150736,0.04443,0.02777,0.9277
150737,0.02222,0.01111,0.967
150738,0.0365,0.01904,0.9443
150739,0.02222,0.01605,0.962
150740,,0.0101,0.9897
150741,,,1.0
150742,0.02222,,0.9775
150743,,,1.0
150744,,,1.0
150745,,,1.0
150746,,,1.0
150747,,0.01111,0.989
150748,,,1.0
150749,,,1.0
150750,0.02222,0.01037,0.9673
150751,,0.0013075,0.9985
150752,,0.01482,0.9854
150753,,0.00476,0.995
150754,,,1.0
150755,,,1.0
150756,,,1.0
150757,,,1.0
150758,,,1.0
150759,,,1.0
150760,,,1.0
150761,,,1.0
150762,,0.006668,0.993
150763,,,1.0
150764,,0.005554,0.9946
150765,,,1.0
150766,,,1.0
150767,,,1.0
150768,,,1.0
150769,,,1.0
150770,,,1.0
150771,,,1.0
150772,,,1.0
150773,0.004444,,0.9956
150774,,,1.0
150775,,,1.0
150776,,,1.0
150777,,,1.0
150778,,,1.0
150779,,,1.0
150780,,,1.0
150781,,,1.0
150782,,,1.0
150783,,,1.0
150784,,,1.0
150785,,,1.0
150786,,,1.0
150787,,,1.0
150788,,,1.0
150789,,,1.0
150790,,,1.0
150791,,,1.0
150792,,,1.0
150793,,,1.0
150794,,,1.0
150795,,,1.0
150796,,,1.0
150797,,,1.0
150798,,,1.0
150799,,,1.0
150800,,,1.0
150801,,,1.0
150802,,,1.0
150803,,,1.0
150804,,,1.0
150805,,,1.0
150806,,,1.0
150807,,,1.0
150808,,,1.0
150809,,,1.0
150810,,,1.0
150811,,,1.0
150812,,,1.0
150813,,,1.0
150814,,,1.0
150815,,,1.0
150816,,,1.0
150817,,,1.0
150818,,,1.0
150819,,,1.0
150820,,,1.0
150821,,,1.0
150822,,,1.0
150823,,,1.0
150824,,,1.0
150825,,,1.0
150826,,,1.0
150827,,,1.0
150828,,,1.0
150829,,,1.0
150830,,,1.0
150831,,,1.0
150832,,,1.0
150833,,,1.0
150834,,,1.0
150835,,,1.0
150836,,,1.0
150837,,,1.0
150838,,,1.0
150839,,,1.0
150840,,,1.0
150841,,,1.0
150842,,,1.0
150843,,,1.0
150844,,,1.0
150845,,,1.0
150846,,,1.0
150847,,,1.0
150848,,0.01111,0.989
150849,,,1.0
150850,,,1.0
150851,,,1.0
150852,,,1.0
150853,,,1.0
150854,,,1.0
150855,,,1.0
150856,,,1.0
150857,,,1.0
150858,,,1.0
150859,,,1.0
150860,,,1.0
150861,,,1.0
150862,,,1.0
150863,,,1.0
150864,,,1.0
150865,,,1.0
150866,,,1.0
150867,,,1.0
150868,,,1.0
150869,,,1.0
150870,,,1.0
150871,,,1.0
150872,,,1.0
150873,,,1.0
150874,,,1.0
150875,,,1.0
150876,,,1.0
150877,,,1.0
150878,,,1.0
150879,,,1.0
150880,,,1.0
150881,,,1.0
150882,,0.001235,0.9985
150883,,,1.0
150884,,,1.0
150885,,,1.0
150886,,,1.0
150887,,,1.0
150888,,,1.0
150889,,,1.0
150890,,,1.0
150891,,,1.0
150892,,,1.0
150893,,,1.0
150894,,,1.0
150895,,,1.0
150896,,,1.0
150897,,,1.0
150898,,,1.0
150899,,,1.0
150900,,,1.0
150901,,,1.0
150902,,,1.0
150903,,,1.0
150904,,,1.0
150905,,,1.0
150906,,,1.0
150907,,,1.0
150908,,,1.0
150909,,,1.0
150910,,,1.0
150911,,,1.0
150912,,,1.0
150913,,,1.0
150914,,,1.0
150915,,,1.0
150916,,,1.0
150917,,,1.0
150918,,,1.0
150919,,,1.0
150920,,,1.0
150921,,,1.0
150922,,,1.0
150923,,,1.0
150924,,,1.0
150925,,,1.0
150926,,,1.0
150927,,,1.0
150928,,,1.0
150929,,,1.0
150930,,,1.0
150931,,,1.0
150932,,,1.0
150933,,,1.0
150934,,,1.0
150935,,,1.0
150936,,,1.0
150937,,,1.0
150938,,,1.0
150939,,,1.0
150940,,,1.0
150941,,,1.0
150942,,,1.0
150943,,,1.0
150944,,,1.0
150945,,,1.0
150946,,,1.0
150947,,,1.0
150948,,,1.0
150949,,,1.0
150950,,,1.0
150951,,,1.0
150952,,,1.0
150953,,,1.0
150954,,,1.0
150955,,,1.0
150956,,,1.0
150957,,,1.0
150958,,,1.0
150959,,,1.0
150960,,,1.0
150961,,,1.0
150962,,,1.0
150963,,,1.0
150964,,,1.0
150965,,,1.0
150966,,,1.0
150967,,,1.0
150968,,,1.0
150969,,,1.0
150970,,,1.0
150971,,,1.0
150972,,,1.0
150973,,,1.0
150974,,,1.0
150975,,,1.0
150976,,0.002222,0.9976
150977,,,1.0
150978,,,1.0
150979,,,1.0
150980,,,1.0
150981,,,1.0
150982,,,1.0
150983,,,1.0
150984,,,1.0
150985,,,1.0
150986,,,1.0
150987,,0.005554,0.9946
150988,,,1.0
150989,,,1.0
150990,,,1.0
150991,,,1.0
150992,,,1.0
150993,,,1.0
150994,,,1.0
150995,,0.006172,0.9937
150996,,,1.0
150997,,,1.0
150998,,,1.0
150999,,,1.0
151000,,,1.0
151001,,,1.0
151002,,,1.0
151003,0.02222,,0.9775
151004,0.02222,0.01111,0.967
151005,0.0856,0.01889,0.8955
151006,0.08887,0.01482,0.8965
151007,0.04443,0.01111,0.9443
151008,0.04443,0.01111,0.9443
151009,0.1111,0.03333,0.8555
151010,0.08887,0.01111,0.9
151011,0.04443,0.01111,0.9443
151012,0.03888,0.03223,0.9287
151013,0.02222,0.01587,0.962
151014,0.01666,0.01111,0.972
151015,,0.005554,0.9946
151016,0.02222,,0.9775
151017,,,1.0
151018,,,1.0
151019,,0.01111,0.989
151020,,,1.0
151021,0.02222,,0.9775
151022,,0.002222,0.9976
151023,0.02222,0.010185,0.968
151024,,,1.0
151025,,,1.0
151026,,,1.0
151027,,,1.0
151028,,,1.0
151029,,,1.0
151030,,,1.0
151031,,,1.0
151032,0.02222,0.010666,0.9673
151033,,,1.0
151034,,0.005554,0.9946
151035,,,1.0
151036,,,1.0
151037,,,1.0
151038,,,1.0
151039,,,1.0
151040,,,1.0
151041,,,1.0
151042,,,1.0
151043,,,1.0
151044,,,1.0
