,C,D,L,uid,social_norm,t,c,r,sigma,n,N,epsilon1,epsilon2,omega,p,zeta,_destination_path,alpha,beta
0,0.7810057109999998,0.1650301142,0.0539020811,1.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.0,2,0.1,,,
1,0.0012110577,0.000538835,0.9982445870000001,2.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.0,2,0.1,,,
2,0.0011251881,0.0005388350000000001,0.9983305349999999,3.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.0,2,0.1,,,
3,0.0012527228,0.0005563888000000001,0.998185029,4.0,Both,200000,1,3,1,5,100,0.1,1.0,0.0,2,0.1,,,
4,0.00126794456,0.00054953606,0.998176326,5.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.05,2,0.1,,,
5,0.00119791472,0.00054603658,0.9982508759999998,6.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.05,2,0.1,/tmpdir/job/3715.1,0,0
6,0.00135968202,0.0005462959,0.9980877170000001,7.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.05,2,0.1,/tmpdir/job/3715.2,0,0
7,0.00116531798,0.0005437314300000001,0.998285524,8.0,Both,200000,1,3,1,5,100,0.1,1.0,0.05,2,0.1,/tmpdir/job/3715.3,0,0
8,0.7851289069999999,0.16449363620000004,0.05031758473999999,9.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.1,2,0.1,/tmpdir/job/3715.4,0,0
9,0.00120484206,0.0005512664,0.99823909,10.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.1,2,0.1,/tmpdir/job/3715.5,0,0
10,0.00133833554,0.00055187827,0.9981035710000001,11.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.1,2,0.1,/tmpdir/job/3715.6,0,0
11,0.0012442967700000002,0.0005359165800000001,0.998214642,12.0,Both,200000,1,3,1,5,100,0.1,1.0,0.1,2,0.1,/tmpdir/job/3715.7,0,0
12,0.0012941625199999998,0.0005341709099999999,0.9981659350000001,13.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.15000000000000002,2,0.1,/tmpdir/job/3715.8,0,0
13,0.0013831763600000001,0.0005354715999999999,0.9980759579999998,14.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.15000000000000002,2,0.1,/tmpdir/job/3715.9,0,0
14,0.0012089442,0.0005422044400000001,0.9982442640000001,15.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.15000000000000002,2,0.1,/tmpdir/job/3715.10,0,0
15,0.00131818002,0.0005486867300000001,0.9981282879999999,16.0,Both,200000,1,3,1,5,100,0.1,1.0,0.15000000000000002,2,0.1,/tmpdir/job/3715.11,0,0
16,0.7850073729999999,0.1658338416,0.049100222910000005,17.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.2,2,0.1,/tmpdir/job/3715.12,0,0
17,0.0012888355300000002,0.0005541856699999999,0.9981516969999998,18.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.2,2,0.1,/tmpdir/job/3715.13,0,0
18,0.00148034714,0.0005384777700000001,0.997975661,19.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.2,2,0.1,/tmpdir/job/3715.14,0,0
19,0.0015388073600000004,0.0005798460999999999,0.99787539,20.0,Both,200000,1,3,1,5,100,0.1,1.0,0.2,2,0.1,/tmpdir/job/3715.15,0,0
20,0.5343857701000001,0.11205633820000001,0.35351631426,21.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.25,2,0.1,/tmpdir/job/3715.16,0,0
21,0.00137956241,0.00057219254,0.998043441,22.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.25,2,0.1,/tmpdir/job/3715.17,0,0
22,0.0019419385000000002,0.0009098074700000001,0.9971428845199999,23.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.25,2,0.1,/tmpdir/job/3715.18,0,0
23,0.0014460958600000001,0.00057525888,0.99797353,24.0,Both,200000,1,3,1,5,100,0.1,1.0,0.25,2,0.1,/tmpdir/job/3715.19,0,0
24,0.7399999585200001,0.16106453582,0.09888065727999999,25.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.30000000000000004,2,0.1,/tmpdir/job/3715.20,0,0
25,0.0013420823199999999,0.0005687550699999999,0.9980844289999999,26.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.30000000000000004,2,0.1,/tmpdir/job/3715.21,0,0
26,0.0021907826700000004,0.00121388977,0.9965898783799999,27.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.30000000000000004,2,0.1,/tmpdir/job/3715.22,0,0
27,0.00142603455,0.0005579223,0.998010865,28.0,Both,200000,1,3,1,5,100,0.1,1.0,0.30000000000000004,2,0.1,/tmpdir/job/3715.23,0,0
28,0.46505907272,0.10229958703,0.4326053632999999,29.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.35000000000000003,2,0.1,/tmpdir/job/3715.24,0,0
29,0.0015730100299999998,0.0005827754399999999,0.9978388109999998,30.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.35000000000000003,2,0.1,/tmpdir/job/3715.25,0,0
30,0.0030455121399999992,0.0008077949,0.9961398907000001,31.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.35000000000000003,2,0.1,/tmpdir/job/3715.26,0,0
31,0.0014586859099999998,0.00057302667,0.9979633420000001,32.0,Both,200000,1,3,1,5,100,0.1,1.0,0.35000000000000003,2,0.1,/tmpdir/job/3715.27,0,0
32,0.74653855414,0.16956032895,0.08384950751,33.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.4,2,0.1,/tmpdir/job/3715.28,0,0
33,0.0018270148899999998,0.0006249043700000001,0.997542161,34.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.4,2,0.1,/tmpdir/job/3715.29,0,0
34,0.004639421970000001,0.0017738388599999998,0.9935812929500002,35.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.4,2,0.1,/tmpdir/job/3715.30,0,0
35,0.0015177449200000001,0.0005837005850000001,0.997893569,36.0,Both,200000,1,3,1,5,100,0.1,1.0,0.4,2,0.1,/tmpdir/job/3715.31,0,0
36,0.48999681908000003,0.11520819437000002,0.39475902119,37.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.45,2,0.1,/tmpdir/job/3715.32,0,0
37,0.00421002264,0.00105525571,0.9947290292,38.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.45,2,0.1,/tmpdir/job/3715.33,0,0
38,0.006553727599999999,0.0022687631700000002,0.99117002282,39.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.45,2,0.1,/tmpdir/job/3715.34,0,0
39,0.00153220964,0.0005950055899999999,0.9978678799999998,40.0,Both,200000,1,3,1,5,100,0.1,1.0,0.45,2,0.1,/tmpdir/job/3715.35,0,0
40,0.53647334708,0.13364013719,0.32984998073999994,41.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.5,2,0.1,/tmpdir/job/3715.36,0,0
41,0.00162771421,0.000622011665,0.9977458240000001,42.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.5,2,0.1,/tmpdir/job/3715.37,0,0
42,0.0178835523,0.008608196936,0.9734989622000001,43.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.5,2,0.1,/tmpdir/job/3715.38,0,0
43,0.00211177105,0.0006809114800000002,0.9972012080000002,44.0,Both,200000,1,3,1,5,100,0.1,1.0,0.5,2,0.1,/tmpdir/job/3715.39,0,0
44,0.42086487629,0.11268865330000001,0.46641721222,45.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.55,2,0.1,/tmpdir/job/3715.40,0,0
45,0.00572678721,0.00335639179,0.99091009574,46.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.55,2,0.1,/tmpdir/job/3715.41,0,0
46,0.017663049615000002,0.011607277635,0.97072214695,47.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.55,2,0.1,/tmpdir/job/3715.42,0,0
47,0.00325508033,0.0008886748499999999,0.9958513167999999,48.0,Both,200000,1,3,1,5,100,0.1,1.0,0.55,2,0.1,/tmpdir/job/3715.43,0,0
48,0.45927032915000005,0.13399801299499997,0.406701902843,49.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.6000000000000001,2,0.1,/tmpdir/job/3715.44,0,0
49,0.010480905950000001,0.004082738293000001,0.98542929787,50.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.6000000000000001,2,0.1,/tmpdir/job/3715.45,0,0
50,0.029150148090000008,0.01738379197,0.95345805709,51.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.6000000000000001,2,0.1,/tmpdir/job/3715.46,0,0
51,0.00731347708,0.0020252740279999995,0.99065587546,52.0,Both,200000,1,3,1,5,100,0.1,1.0,0.6000000000000001,2,0.1,/tmpdir/job/3715.47,0,0
52,0.34612441757,0.11322211592699997,0.5406310209149999,53.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.65,2,0.1,/tmpdir/job/3715.48,0,0
53,0.027843028560000004,0.013682625161,0.9584662929849999,54.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.65,2,0.1,/tmpdir/job/3715.49,0,0
54,0.05656435506100001,0.037486152505,0.9059399791650001,55.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.65,2,0.1,/tmpdir/job/3715.50,0,0
55,0.011246738970000001,0.0038389183360000006,0.9849078283799998,56.0,Both,200000,1,3,1,5,100,0.1,1.0,0.65,2,0.1,/tmpdir/job/3715.51,0,0
56,0.23292789928500002,0.08755922584,0.6794981679999998,57.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.7000000000000001,2,0.1,/tmpdir/job/3715.52,0,0
57,0.043155202526000004,0.017435530756,0.9394018231500001,58.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.7000000000000001,2,0.1,/tmpdir/job/3715.53,0,0
58,0.071302886998,0.047068820803,0.8816179227029999,59.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.7000000000000001,2,0.1,/tmpdir/job/3715.54,0,0
59,0.015956749453,0.005772114252000001,0.97826440716,60.0,Both,200000,1,3,1,5,100,0.1,1.0,0.7000000000000001,2,0.1,/tmpdir/job/3715.55,0,0
60,0.17104545577300004,0.07374157969100001,0.7551997727499999,61.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.75,2,0.1,/tmpdir/job/3715.56,0,0
61,0.05636822741,0.030956082769999997,0.9126684782650002,62.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.75,2,0.1,/tmpdir/job/3715.57,0,0
62,0.08934160699299999,0.058072944343999996,0.8525749595000001,63.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.75,2,0.1,/tmpdir/job/3715.58,0,0
63,0.03202768384,0.011808787167,0.9561567337700001,64.0,Both,200000,1,3,1,5,100,0.1,1.0,0.75,2,0.1,/tmpdir/job/3715.59,0,0
64,0.141868938805,0.071946031425,0.7861752164399999,65.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.8,2,0.1,/tmpdir/job/3715.60,0,0
65,0.070510468134,0.042900390781000004,0.8865800840920001,66.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.8,2,0.1,/tmpdir/job/3715.61,0,0
66,0.103712917943,0.07107205984200002,0.8252040423560001,67.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.8,2,0.1,/tmpdir/job/3715.62,0,0
67,0.030205902165000003,0.016059500857,0.9537287059260002,68.0,Both,200000,1,3,1,5,100,0.1,1.0,0.8,2,0.1,/tmpdir/job/3715.63,0,0
68,0.137585782589,0.07014367241000001,0.792261623229,69.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.8500000000000001,2,0.1,/tmpdir/job/3715.64,0,0
69,0.07527919730600001,0.047598943670999996,0.877114501178,70.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.8500000000000001,2,0.1,/tmpdir/job/3715.65,0,0
70,0.10977169917599998,0.07889392040000001,0.8113223156569999,71.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.8500000000000001,2,0.1,/tmpdir/job/3715.66,0,0
71,0.036922206455,0.018154432744000002,0.9449183637160001,72.0,Both,200000,1,3,1,5,100,0.1,1.0,0.8500000000000001,2,0.1,/tmpdir/job/3715.67,0,0
72,0.15107069404600001,0.08177645389499999,0.767144209701,73.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.9,2,0.1,/tmpdir/job/3715.68,0,0
73,0.0933803418,0.06039099308899999,0.8462210078529999,74.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.9,2,0.1,/tmpdir/job/3715.69,0,0
74,0.11657814559999999,0.08682237802100003,0.796585943857,75.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.9,2,0.1,/tmpdir/job/3715.70,0,0
75,0.042134439024000006,0.026014677750000006,0.931846212066,76.0,Both,200000,1,3,1,5,100,0.1,1.0,0.9,2,0.1,/tmpdir/job/3715.71,0,0
76,0.7774795162000001,0.1642448047,0.05821391640000001,77.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.0,2,0.1,/tmpdir/job/3715.72,0,0
77,0.0012382714,0.0005493894999999999,0.9982071859999998,78.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.0,2,0.1,/tmpdir/job/3715.73,0,0
78,0.0014646879000000002,0.000552167,0.9979758019999997,79.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.0,2,0.1,/tmpdir/job/3715.74,0,0
79,0.0012225024,0.0005527225,0.9982191990000001,80.0,Both,200000,1,3,1,5,100,0.1,1.0,0.0,2,0.1,/tmpdir/job/3715.75,0,0
80,0.7831556379999999,0.16482393690000005,0.05195889307999999,81.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.05,2,0.1,/tmpdir/job/3715.76,0,0
81,0.0013511426200000002,0.00055505456,0.998087831,82.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.05,2,0.1,/tmpdir/job/3715.77,0,0
82,0.00113566574,0.00054357424,0.9983155209999999,83.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.05,2,0.1,/tmpdir/job/3715.78,0,0
83,0.00134290126,0.0005541098,0.9980977549999999,84.0,Both,200000,1,3,1,5,100,0.1,1.0,0.05,2,0.1,/tmpdir/job/3715.79,0,0
84,0.00146357336,0.00052499135,0.998004324,85.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.1,2,0.1,/tmpdir/job/3715.80,0,0
85,0.0012870162000000003,0.0005497055999999999,0.9981579400000001,86.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.1,2,0.1,/tmpdir/job/3715.81,0,0
86,0.00117381816,0.00054638774,0.9982745689999999,87.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.1,2,0.1,/tmpdir/job/3715.82,0,0
87,0.0013222536,0.0005644223099999998,0.9981085369999999,88.0,Both,200000,1,3,1,5,100,0.1,1.0,0.1,2,0.1,/tmpdir/job/3715.83,0,0
88,0.7869039250000001,0.1642805076,0.048754961869999995,89.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.15000000000000002,2,0.1,/tmpdir/job/3715.84,0,0
89,0.0013669165599999999,0.00055696305,0.9980700120000001,90.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.15000000000000002,2,0.1,/tmpdir/job/3715.85,0,0
90,0.0013471759700000002,0.0005455259700000001,0.9981015270000002,91.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.15000000000000002,2,0.1,/tmpdir/job/3715.86,0,0
