,C,D,L,uid,_destination_path,social_norm,t,c,r,sigma,n,N,epsilon1,epsilon2,omega,alpha,beta,p,zeta
0,0.0009446721000000001,0.0006651557000000001,0.9983862669999999,1.0,/tmpdir/job/9974594.1,Defector,200000,1,3,1,5,100,0.1,1.0,0.0,0,0,8,0.1
1,0.0009464483999999998,0.0006659334,0.998383965,2.0,/tmpdir/job/9974594.2,Loner,200000,1,3,1,5,100,0.1,1.0,0.0,0,0,8,0.1
2,0.0009174506,0.0006360475000000002,0.9984429770000003,3.0,/tmpdir/job/9974594.3,Neither,200000,1,3,1,5,100,0.1,1.0,0.0,0,0,8,0.1
3,0.0010143253,0.0006734881,0.998308188,4.0,/tmpdir/job/9974594.4,Both,200000,1,3,1,5,100,0.1,1.0,0.0,0,0,8,0.1
4,0.00099218905,0.0006576631999999999,0.9983464389999999,5.0,/tmpdir/job/9974594.5,Defector,200000,1,3,1,5,100,0.1,1.0,0.05,0,0,8,0.1
5,0.00081437038,0.00062719422,0.9985560030000002,6.0,/tmpdir/job/9974594.6,Loner,200000,1,3,1,5,100,0.1,1.0,0.05,0,0,8,0.1
6,0.0010303984000000002,0.0006635793200000001,0.998302077,7.0,/tmpdir/job/9974594.7,Neither,200000,1,3,1,5,100,0.1,1.0,0.05,0,0,8,0.1
7,0.00099570026,0.00067270836,0.998328186,8.0,/tmpdir/job/9974594.8,Both,200000,1,3,1,5,100,0.1,1.0,0.05,0,0,8,0.1
8,0.00098018625,0.0006527696600000001,0.9983637340000001,9.0,/tmpdir/job/9974594.9,Defector,200000,1,3,1,5,100,0.1,1.0,0.1,0,0,8,0.1
9,0.0009538108199999999,0.00065406954,0.998389131,10.0,/tmpdir/job/9974594.10,Loner,200000,1,3,1,5,100,0.1,1.0,0.1,0,0,8,0.1
10,0.00094394306,0.0006356357400000001,0.9984171660000002,11.0,/tmpdir/job/9974594.11,Neither,200000,1,3,1,5,100,0.1,1.0,0.1,0,0,8,0.1
11,0.00103884793,0.0006780349500000001,0.99827964,12.0,/tmpdir/job/9974594.12,Both,200000,1,3,1,5,100,0.1,1.0,0.1,0,0,8,0.1
12,0.001055822,0.0006416828000000001,0.998298588,13.0,/tmpdir/job/9974594.13,Defector,200000,1,3,1,5,100,0.1,1.0,0.15000000000000002,0,0,8,0.1
13,0.00087599793,0.00061040242,0.9985110469999999,14.0,/tmpdir/job/9974594.14,Loner,200000,1,3,1,5,100,0.1,1.0,0.15000000000000002,0,0,8,0.1
14,0.0009724878000000002,0.0006430486300000001,0.9983813510000001,15.0,/tmpdir/job/9974594.15,Neither,200000,1,3,1,5,100,0.1,1.0,0.15000000000000002,0,0,8,0.1
15,0.00100360236,0.0006613852200000001,0.9983321249999998,16.0,/tmpdir/job/9974594.16,Both,200000,1,3,1,5,100,0.1,1.0,0.15000000000000002,0,0,8,0.1
16,0.00087494826,0.0006189596599999999,0.998504007,17.0,/tmpdir/job/9974594.17,Defector,200000,1,3,1,5,100,0.1,1.0,0.2,0,0,8,0.1
17,0.0010254237999999998,0.00063749543,0.998333943,18.0,/tmpdir/job/9974594.18,Loner,200000,1,3,1,5,100,0.1,1.0,0.2,0,0,8,0.1
18,0.00103473519,0.0006660544400000001,0.9982962709999997,19.0,/tmpdir/job/9974594.19,Neither,200000,1,3,1,5,100,0.1,1.0,0.2,0,0,8,0.1
19,0.0011784704499999998,0.0006709325,0.9981465979999999,20.0,/tmpdir/job/9974594.20,Both,200000,1,3,1,5,100,0.1,1.0,0.2,0,0,8,0.1
20,0.0009454982099999999,0.00061575297,0.9984363120000002,21.0,/tmpdir/job/9974594.21,Defector,200000,1,3,1,5,100,0.1,1.0,0.25,0,0,8,0.1
21,0.00105907747,0.00063423518,0.9983037800000001,22.0,/tmpdir/job/9974594.22,Loner,200000,1,3,1,5,100,0.1,1.0,0.25,0,0,8,0.1
22,0.00099869934,0.00062668009,0.998371691,23.0,/tmpdir/job/9974594.23,Neither,200000,1,3,1,5,100,0.1,1.0,0.25,0,0,8,0.1
23,0.00092701165,0.0006225579999999999,0.9984478970000001,24.0,/tmpdir/job/9974594.24,Both,200000,1,3,1,5,100,0.1,1.0,0.25,0,0,8,0.1
24,0.00103588775,0.0006245879699999999,0.9983369190000002,25.0,/tmpdir/job/9974594.25,Defector,200000,1,3,1,5,100,0.1,1.0,0.30000000000000004,0,0,8,0.1
