,C,D,L,uid,_destination_path,social_norm,t,c,r,sigma,n,N,epsilon1,epsilon2,omega,alpha,beta,p,zeta
0,0.0,0.0,1.0,1.0,/tmpdir/job/136212.1,Defector,200000,0.0,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,8,0.1
1,0.0,0.0,1.0,2.0,/tmpdir/job/136212.2,Loner,200000,0.0,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,8,0.1
2,0.0,0.0,1.0,3.0,/tmpdir/job/136212.3,Neither,200000,0.0,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,8,0.1
3,0.0,0.0,1.0,4.0,/tmpdir/job/136212.4,Both,200000,0.0,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,8,0.1
4,0.000422368159,4.498393e-06,0.9995721279999998,5.0,/tmpdir/job/136212.5,Defector,200000,0.5,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,8,0.1
5,0.00042385497470000006,3.6040359999999994e-06,0.9995718399999998,6.0,/tmpdir/job/136212.6,Loner,200000,0.5,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,8,0.1
6,0.000487879832,7.372717999999999e-06,0.9995038629999999,7.0,/tmpdir/job/136212.7,Neither,200000,0.5,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,8,0.1
7,0.000384686097,6.071286e-06,0.9996082730000002,8.0,/tmpdir/job/136212.8,Both,200000,0.5,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,8,0.1
8,0.4833752464640001,0.057087667370999996,0.45952169128350007,9.0,/tmpdir/job/136212.9,Defector,200000,1.0,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,8,0.1
9,0.20260308494600002,0.12239308932200002,0.674992814963,10.0,/tmpdir/job/136212.10,Loner,200000,1.0,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,8,0.1
10,0.11284997561599998,0.07354476872599999,0.8135934380480001,11.0,/tmpdir/job/136212.11,Neither,200000,1.0,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,8,0.1
11,0.30817328334900007,0.068769547569,0.6230412588519999,12.0,/tmpdir/job/136212.12,Both,200000,1.0,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,8,0.1
