,Norm,p,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
202,Neither,2,9.40037,1012.11384,,,,,,,,,,,,,,,,,,
203,Both,2,1046.70368,39.69875,,,,,,,,,,,,,,,,,,
204,Defector,4,8.39667,33.9299,959.46237,81.14681,,,,,,,,,,,,,,,,
205,Loner,4,773.13435,103.8838,120.70872,50.39857,,,,,,,,,,,,,,,,
206,Neither,4,0.00877,10.45836,1007.74013,60.29066,,,,,,,,,,,,,,,,
207,Both,4,887.34844,82.33314,67.48795,27.77564,,,,,,,,,,,,,,,,
208,Defector,6,8.66557,8.41422,16.50876,882.27931,33.90897,9.36313,,,,,,,,,,,,,,
209,Loner,6,649.44252,76.05178,56.26197,167.21595,60.0799,23.86196,,,,,,,,,,,,,,
210,Neither,6,0.00995,0.51914,10.42084,1042.51244,34.95588,6.17265,,,,,,,,,,,,,,
211,Both,6,478.91898,55.89605,1.29007,47.59745,28.694,4.97069,,,,,,,,,,,,,,
212,Defector,8,8.69973,3.3114,15.85473,6.11662,95.1459,12.86558,31.26597,15.1896,,,,,,,,,,,,
213,Loner,8,480.42094,18.93065,58.93746,50.51604,212.4851,40.07212,95.70882,24.40917,,,,,,,,,,,,
214,Neither,8,0.00011,0.00935,0.45004,8.68025,836.72839,93.66472,84.11222,34.73002,,,,,,,,,,,,
215,Both,8,454.06464,4.56596,56.99212,1.37335,49.33346,1.1504,36.00818,5.09113,,,,,,,,,,,,
216,Defector,10,39.3083,2.244,25.18175,1.16735,0.0,35.00727,3.28229,18.90887,12.34406,0.0,,,,,,,,,,
217,Loner,10,0.92057,0.25093,0.76926,2.58267,0.0,13.52573,25.55995,21.3896,16.63861,0.0,,,,,,,,,,
218,Neither,10,0.0001,0.0053,0.25371,4.8415,0.0,472.18685,61.25623,59.39489,33.81787,0.0,,,,,,,,,,
219,Both,10,542.56296,5.45681,64.23815,1.55545,0.0,53.37086,1.05146,32.34568,4.08496,0.0,,,,,,,,,,
220,Defector,12,9.83971,5.57318,0.0,22.62613,9.56596,0.0,172.10139,14.43623,0.0,27.00573,14.68685,0.0,,,,,,,,
221,Loner,12,28.39741,0.19028,0.0,3.83647,4.23098,0.0,11.09471,14.37269,0.0,17.35706,13.98305,0.0,,,,,,,,
222,Neither,12,9e-05,0.00541,0.0,0.24926,4.80629,0.0,466.44806,61.12497,0.0,58.93719,33.01703,0.0,,,,,,,,
223,Both,12,497.37757,5.04314,0.0,55.66069,1.34017,0.0,45.79172,1.03855,0.0,30.27525,4.7452,0.0,,,,,,,,
224,Defector,14,4.64474,3.57331,0.0,10.22289,0.0,9.69913,0.0,171.13987,17.1099,0.0,31.59135,0.0,19.35964,0.0,,,,,,
225,Loner,14,107.51854,5.07011,0.0,19.12896,0.0,15.28911,0.0,36.44888,18.13198,0.0,28.26902,0.0,21.40454,0.0,,,,,,
226,Neither,14,7e-05,0.00685,0.0,0.32593,0.0,6.33939,0.0,612.22078,66.58175,0.0,62.25288,0.0,30.31347,0.0,,,,,,
227,Both,14,463.64359,4.70541,0.0,53.69122,0.0,1.30446,0.0,44.99812,1.07192,0.0,29.87634,0.0,5.10895,0.0,,,,,,
228,Defector,16,19.82876,0.0,12.17685,0.0,28.50086,0.0,23.29127,0.0,463.60246,0.0,44.96381,0.0,59.66033,0.0,22.31885,0.0,,,,
229,Loner,16,170.93358,0.0,7.54385,0.0,24.36516,0.0,22.78619,0.0,50.65648,0.0,21.76683,0.0,36.31831,0.0,20.20695,0.0,,,,
230,Neither,16,5e-05,0.0,0.00423,0.0,0.18888,0.0,3.51652,0.0,347.60478,0.0,50.93933,0.0,51.58533,0.0,32.71454,0.0,,,,
231,Both,16,412.12606,0.0,4.11936,0.0,46.32697,0.0,1.16764,0.0,39.70547,0.0,1.17767,0.0,30.75403,0.0,5.68227,0.0,,,,
232,Defector,18,10.66316,0.0,2.64554,0.0,20.12172,0.0,3.4685,0.0,0.0,73.11756,0.0,6.32864,0.0,28.80483,0.0,13.71874,0.0,0.0,,
233,Loner,18,27.72173,0.0,1.08232,0.0,2.65906,0.0,1.68133,0.0,0.0,14.64019,0.0,22.98101,0.0,17.56575,0.0,14.58038,0.0,0.0,,
234,Neither,18,9e-05,0.0,0.00583,0.0,0.26645,0.0,5.11765,0.0,0.0,497.72508,0.0,59.59592,0.0,57.63878,0.0,32.68224,0.0,0.0,,
235,Both,18,494.38495,0.0,4.98105,0.0,58.39907,0.0,1.41727,0.0,0.0,50.4543,0.0,1.06481,0.0,29.43239,0.0,4.70755,0.0,0.0,,
236,Defector,20,16.22544,0.0,6.33312,0.0,0.0,19.86134,0.0,13.49611,0.0,0.0,240.41309,0.0,20.53827,0.0,0.0,34.55682,0.0,16.85596,0.0,0.0
237,Loner,20,22.99122,0.0,0.65507,0.0,0.0,2.10068,0.0,1.90407,0.0,0.0,15.36898,0.0,26.10196,0.0,0.0,21.46971,0.0,16.69938,0.0,0.0
238,Neither,20,8e-05,0.0,0.0054,0.0,0.0,0.25888,0.0,4.98275,0.0,0.0,488.73417,0.0,54.19437,0.0,0.0,52.2384,0.0,26.87314,0.0,0.0
239,Both,20,435.81397,0.0,4.38594,0.0,0.0,56.01472,0.0,1.3545,0.0,0.0,47.00483,0.0,1.18408,0.0,0.0,32.42088,0.0,5.247,0.0,0.0
240,Defector,2,108.02111,919.02172,,,,,,,,,,,,,,,,,,
241,Loner,2,944.33597,119.9832,,,,,,,,,,,,,,,,,,
242,Neither,2,9.50802,1012.6812,,,,,,,,,,,,,,,,,,
243,Both,2,1043.08008,44.56347,,,,,,,,,,,,,,,,,,
244,Defector,4,8.20209,37.05477,959.02605,91.98096,,,,,,,,,,,,,,,,
245,Loner,4,773.71873,107.27061,124.60912,49.89208,,,,,,,,,,,,,,,,
246,Neither,4,0.00969,10.43648,1003.77275,60.33737,,,,,,,,,,,,,,,,
247,Both,4,876.87838,83.16704,70.18873,28.60433,,,,,,,,,,,,,,,,
248,Defector,6,5.52972,8.23416,15.58254,797.54121,32.06915,9.67603,,,,,,,,,,,,,,
249,Loner,6,609.64561,81.11277,61.4072,181.50482,66.02538,26.09973,,,,,,,,,,,,,,
250,Neither,6,0.0103,0.52195,10.39214,1044.6276,37.03171,6.24851,,,,,,,,,,,,,,
251,Both,6,672.50888,77.41263,1.8379,66.2169,33.22812,2.52899,,,,,,,,,,,,,,
252,Defector,8,5.82022,1.83378,17.80755,4.55335,99.93157,7.62015,25.90774,15.26588,,,,,,,,,,,,
253,Loner,8,556.15032,22.59963,65.62465,58.35157,152.78023,46.1205,79.01086,26.47686,,,,,,,,,,,,
254,Neither,8,4e-05,0.00978,0.45855,8.86476,854.14247,87.4547,74.82878,33.28298,,,,,,,,,,,,
255,Both,8,447.76787,4.53773,57.03162,1.3584,50.01422,1.13501,34.07947,5.13212,,,,,,,,,,,,
256,Defector,10,9.28708,6.23867,24.21183,13.19908,0.0,264.83788,24.48933,37.20484,16.70782,0.0,,,,,,,,,,
257,Loner,10,173.75155,8.2686,26.97621,22.94091,0.0,48.83474,21.62782,39.5079,27.94561,0.0,,,,,,,,,,
258,Neither,10,5e-05,0.00299,0.14832,2.69094,0.0,266.02104,43.34123,47.60632,33.07976,0.0,,,,,,,,,,
259,Both,10,500.90213,5.02329,65.54598,1.55823,0.0,54.18515,1.13948,32.88402,4.44834,0.0,,,,,,,,,,
260,Defector,12,14.41876,10.22238,0.0,25.26946,19.00511,0.0,421.41467,30.81103,0.0,49.12841,17.96584,0.0,,,,,,,,
261,Loner,12,324.2948,13.08298,0.0,39.64639,34.17341,0.0,69.44671,30.39339,0.0,42.91082,25.12854,0.0,,,,,,,,
262,Neither,12,0.00011,0.00608,0.0,0.29936,5.65631,0.0,547.15854,71.31946,0.0,66.98217,35.14021,0.0,,,,,,,,
263,Both,12,556.89441,5.59116,0.0,60.58331,1.52712,0.0,50.40482,1.0527,0.0,32.18614,3.99592,0.0,,,,,,,,
264,Defector,14,10.9069,8.24408,0.0,22.47351,0.0,18.00961,0.0,402.08146,34.97144,0.0,45.53014,0.0,19.95641,0.0,,,,,,
265,Loner,14,29.51808,0.84162,0.0,5.17286,0.0,6.21317,0.0,18.36523,18.48278,0.0,21.4905,0.0,15.83467,0.0,,,,,,
266,Neither,14,3e-05,0.00641,0.0,0.31676,0.0,6.21553,0.0,605.90467,74.60445,0.0,68.55251,0.0,35.74879,0.0,,,,,,
267,Both,14,478.76605,4.89725,0.0,52.42908,0.0,1.30515,0.0,42.22906,1.05458,0.0,29.61257,0.0,4.90714,0.0,,,,,,
268,Defector,16,6.75706,0.0,1.41138,0.0,22.97036,0.0,2.73915,0.0,7.61148,0.0,2.20882,0.0,15.28905,0.0,12.17335,0.0,,,,
269,Loner,16,32.70389,0.0,1.51345,0.0,6.00099,0.0,4.45798,0.0,19.67857,0.0,25.03286,0.0,22.54228,0.0,16.96147,0.0,,,,
270,Neither,16,8e-05,0.0,0.0065,0.0,0.31982,0.0,6.20498,0.0,605.55809,0.0,73.1693,0.0,67.30202,0.0,36.33654,0.0,,,,
271,Both,16,542.19567,0.0,5.5702,0.0,66.78906,0.0,1.57297,0.0,59.38763,0.0,1.03519,0.0,31.99993,0.0,3.96324,0.0,,,,
272,Defector,18,16.50523,0.0,10.74852,0.0,27.80359,0.0,21.64283,0.0,0.0,384.3212,0.0,37.75364,0.0,56.48957,0.0,20.87565,0.0,0.0,,
273,Loner,18,140.15142,0.0,6.66298,0.0,19.92624,0.0,20.46821,0.0,0.0,38.08673,0.0,13.78962,0.0,32.68573,0.0,17.62933,0.0,0.0,,
274,Neither,18,5e-05,0.0,0.00434,0.0,0.21025,0.0,3.96472,0.0,0.0,385.61772,0.0,56.46992,0.0,57.26598,0.0,34.5482,0.0,0.0,,
275,Both,18,391.96567,0.0,3.95743,0.0,45.96007,0.0,1.11629,0.0,0.0,40.40061,0.0,1.11819,0.0,27.72702,0.0,5.97391,0.0,0.0,,
276,Defector,20,13.76051,0.0,10.16697,0.0,0.0,26.19543,0.0,20.75321,0.0,0.0,363.91894,0.0,30.55289,0.0,0.0,42.70472,0.0,18.42883,0.0,0.0
277,Loner,20,23.17598,0.0,1.14787,0.0,0.0,2.82057,0.0,2.53918,0.0,0.0,15.09181,0.0,23.59578,0.0,0.0,17.45002,0.0,15.14677,0.0,0.0
278,Neither,20,8e-05,0.0,0.00508,0.0,0.0,0.26392,0.0,5.10064,0.0,0.0,501.03187,0.0,50.10754,0.0,0.0,46.86255,0.0,27.159,0.0,0.0
279,Both,20,342.77642,0.0,3.48833,0.0,0.0,41.80581,0.0,0.97007,0.0,0.0,35.90924,0.0,1.18128,0.0,0.0,28.59524,0.0,6.53692,0.0,0.0
280,Defector,2,113.7555,901.88442,,,,,,,,,,,,,,,,,,
281,Loner,2,936.94271,124.35329,,,,,,,,,,,,,,,,,,
282,Neither,2,9.60903,1026.93735,,,,,,,,,,,,,,,,,,
283,Both,2,1053.23876,41.68238,,,,,,,,,,,,,,,,,,
284,Defector,4,7.32341,35.57477,954.12691,89.21295,,,,,,,,,,,,,,,,
285,Loner,4,769.35485,110.50671,127.25033,50.73262,,,,,,,,,,,,,,,,
286,Neither,4,0.01016,10.47443,1010.75945,57.53067,,,,,,,,,,,,,,,,
287,Both,4,890.90602,78.72387,66.6964,27.3998,,,,,,,,,,,,,,,,
288,Defector,6,8.17216,12.21991,11.64377,599.19564,28.49352,10.6351,,,,,,,,,,,,,,
289,Loner,6,661.88094,74.97034,55.59431,161.5123,58.40248,22.85166,,,,,,,,,,,,,,
290,Neither,6,0.01025,0.51284,10.42787,1043.82103,32.41335,6.50443,,,,,,,,,,,,,,
291,Both,6,581.79298,67.36001,1.60441,60.76989,32.51559,3.61963,,,,,,,,,,,,,,
292,Defector,8,9.35459,5.28217,20.81112,11.75008,240.69271,18.64238,37.31461,16.28705,,,,,,,,,,,,
293,Loner,8,593.37177,22.81973,68.33816,57.20776,123.16505,41.26821,73.20452,26.7267,,,,,,,,,,,,
294,Neither,8,5e-05,0.00908,0.45658,8.92712,861.74867,87.91478,75.01703,30.63068,,,,,,,,,,,,
295,Both,8,494.97219,5.08603,60.04825,1.40085,47.39522,1.03869,30.41375,4.65407,,,,,,,,,,,,
296,Defector,10,24.96695,4.16622,55.5541,2.85026,0.0,26.00171,3.51436,22.37463,11.59366,0.0,,,,,,,,,,
297,Loner,10,219.1922,7.76451,24.51439,20.85051,0.0,47.99853,24.37608,36.41198,21.97762,0.0,,,,,,,,,,
298,Neither,10,3e-05,0.0053,0.25868,4.93557,0.0,481.38215,57.39599,55.72539,30.42294,0.0,,,,,,,,,,
299,Both,10,601.61905,6.10413,69.48581,1.73088,0.0,59.52145,1.05074,34.90539,3.27131,0.0,,,,,,,,,,
300,Defector,12,7.19713,1.35833,0.0,23.40958,2.47543,0.0,7.33325,2.13012,0.0,15.31308,12.03782,0.0,,,,,,,,
301,Loner,12,25.51346,1.11297,0.0,2.63735,1.8938,0.0,14.48185,23.05812,0.0,17.58161,14.71497,0.0,,,,,,,,
302,Neither,12,4e-05,0.00614,0.0,0.26133,5.13305,0.0,503.05703,59.14941,0.0,56.49136,31.0038,0.0,,,,,,,,
303,Both,12,479.74275,4.89621,0.0,52.93486,1.27522,0.0,46.1026,1.08927,0.0,29.07965,4.92464,0.0,,,,,,,,
304,Defector,14,6.6939,1.45339,0.0,22.80355,0.0,2.7868,0.0,7.58504,2.20354,0.0,15.2004,0.0,12.15399,0.0,,,,,,
305,Loner,14,107.56367,3.4413,0.0,11.22104,0.0,10.99838,0.0,26.4946,15.99253,0.0,26.46297,0.0,16.42483,0.0,,,,,,
306,Neither,14,0.00011,0.0051,0.0,0.26897,0.0,5.17134,0.0,509.19801,57.71301,0.0,52.56108,0.0,32.20151,0.0,,,,,,
307,Both,14,524.64545,5.2943,0.0,64.64663,0.0,1.57864,0.0,54.67031,1.1103,0.0,34.6476,0.0,4.1613,0.0,,,,,,
308,Defector,16,10.64057,0.0,3.8686,0.0,23.71002,0.0,8.42521,0.0,125.09037,0.0,13.59377,0.0,26.74071,0.0,16.16602,0.0,,,,
309,Loner,16,0.00749,0.0,0.01235,0.0,0.05407,0.0,1.02927,0.0,12.21767,0.0,25.77278,0.0,21.44403,0.0,17.43178,0.0,,,,
310,Neither,16,6e-05,0.0,0.00449,0.0,0.22956,0.0,4.40426,0.0,431.70161,0.0,54.16131,0.0,52.21799,0.0,30.97432,0.0,,,,
311,Both,16,483.51926,0.0,4.80685,0.0,60.39639,0.0,1.42362,0.0,49.32841,0.0,1.13497,0.0,33.5029,0.0,4.79542,0.0,,,,
312,Defector,18,13.46483,0.0,12.1212,0.0,27.71112,0.0,15.07374,0.0,0.0,264.81656,0.0,23.65571,0.0,53.3167,0.0,17.06465,0.0,0.0,,
313,Loner,18,52.84477,0.0,1.58548,0.0,8.87647,0.0,8.26697,0.0,0.0,19.32546,0.0,16.01181,0.0,21.72709,0.0,15.20224,0.0,0.0,,
314,Neither,18,6e-05,0.0,0.0044,0.0,0.21287,0.0,4.03138,0.0,0.0,399.59815,0.0,52.48269,0.0,52.85715,0.0,30.47423,0.0,0.0,,
315,Both,18,541.69979,0.0,5.53633,0.0,66.64635,0.0,1.58525,0.0,0.0,56.06978,0.0,1.04063,0.0,32.70772,0.0,3.99869,0.0,0.0,,
316,Defector,20,19.94489,0.0,11.7343,0.0,0.0,29.32032,0.0,22.25238,0.0,0.0,420.26006,0.0,35.44329,0.0,0.0,51.01239,0.0,20.01059,0.0,0.0
317,Loner,20,134.37892,0.0,4.9617,0.0,0.0,14.68243,0.0,12.43011,0.0,0.0,31.51955,0.0,20.07981,0.0,0.0,33.7369,0.0,23.71966,0.0,0.0
318,Neither,20,0.00011,0.0,0.00522,0.0,0.0,0.23583,0.0,4.53166,0.0,0.0,440.23106,0.0,49.08346,0.0,0.0,47.59259,0.0,28.60338,0.0,0.0
319,Both,20,367.33263,0.0,3.695,0.0,0.0,47.25502,0.0,1.10568,0.0,0.0,40.14847,0.0,1.16277,0.0,0.0,29.15223,0.0,6.18779,0.0,0.0
320,Defector,2,110.78205,914.03311,,,,,,,,,,,,,,,,,,
321,Loner,2,931.15558,130.87091,,,,,,,,,,,,,,,,,,
322,Neither,2,9.65281,1020.15085,,,,,,,,,,,,,,,,,,
323,Both,2,1035.20437,46.16334,,,,,,,,,,,,,,,,,,
324,Defector,4,5.57833,30.86767,983.00405,75.61299,,,,,,,,,,,,,,,,
325,Loner,4,760.95391,111.00689,127.64225,49.83391,,,,,,,,,,,,,,,,
326,Neither,4,0.01064,10.49417,1011.2375,58.48886,,,,,,,,,,,,,,,,
327,Both,4,873.15176,84.28073,71.71297,28.31102,,,,,,,,,,,,,,,,
328,Defector,6,6.67049,8.85681,17.74318,905.03361,36.94015,9.92322,,,,,,,,,,,,,,
329,Loner,6,663.55381,74.30143,54.22385,162.19792,57.27761,22.6621,,,,,,,,,,,,,,
330,Neither,6,0.00933,0.51304,10.34146,1034.65692,39.85512,6.23431,,,,,,,,,,,,,,
331,Both,6,485.83739,50.60997,1.21406,43.87882,27.07336,5.03867,,,,,,,,,,,,,,
332,Defector,8,6.17858,1.26813,17.1996,2.19857,45.58859,3.56899,21.80743,13.54053,,,,,,,,,,,,
333,Loner,8,607.95502,23.63054,69.34965,57.74854,126.5442,42.50275,69.87257,23.66755,,,,,,,,,,,,
334,Neither,8,4e-05,0.00959,0.44154,8.64634,833.73183,93.54426,83.04618,35.20783,,,,,,,,,,,,
335,Both,8,478.54672,4.83384,62.60583,1.46038,52.15244,1.09619,34.09676,4.77727,,,,,,,,,,,,
336,Defector,10,6.75701,1.39818,22.96333,2.6608,0.0,7.35993,2.17928,15.15711,12.17998,0.0,,,,,,,,,,
337,Loner,10,28.55112,1.70905,5.8828,7.24633,0.0,29.4509,23.88033,19.20727,15.22871,0.0,,,,,,,,,,
338,Neither,10,4e-05,0.00477,0.2543,4.90772,0.0,476.74142,59.72244,59.71061,33.91951,0.0,,,,,,,,,,
339,Both,10,521.32717,5.31244,60.15369,1.46905,0.0,51.62315,1.07577,32.40525,4.32308,0.0,,,,,,,,,,
340,Defector,12,36.43367,2.09588,0.0,25.06388,1.12505,0.0,32.01487,3.11112,0.0,18.37352,12.29475,0.0,,,,,,,,
341,Loner,12,39.48524,2.01488,0.0,6.35357,6.29862,0.0,17.28763,14.74676,0.0,31.30743,21.7135,0.0,,,,,,,,
342,Neither,12,9e-05,0.00639,0.0,0.28602,5.55451,0.0,543.63763,63.51183,0.0,59.65608,35.34451,0.0,,,,,,,,
343,Both,12,352.26919,3.53644,0.0,48.52485,1.10096,0.0,40.60159,1.20434,0.0,30.46144,6.31164,0.0,,,,,,,,
344,Defector,14,41.5277,5.61567,0.0,28.93385,0.0,5.6802,0.0,90.05991,9.62158,0.0,23.21643,0.0,13.22921,0.0,,,,,,
345,Loner,14,135.68138,5.64406,0.0,16.32919,0.0,16.18074,0.0,31.24187,12.45078,0.0,30.62909,0.0,16.5163,0.0,,,,,,
346,Neither,14,7e-05,0.00708,0.0,0.31765,0.0,6.08347,0.0,593.49499,65.74277,0.0,61.5771,0.0,32.49032,0.0,,,,,,
347,Both,14,497.29663,5.04593,0.0,61.28914,0.0,1.51,0.0,54.33208,1.09765,0.0,35.09241,0.0,4.48652,0.0,,,,,,
348,Defector,16,9.42889,0.0,7.51662,0.0,24.10999,0.0,16.91924,0.0,349.54852,0.0,32.80564,0.0,49.12637,0.0,17.92722,0.0,,,,
349,Loner,16,13.86201,0.0,0.62414,0.0,1.35288,0.0,2.11442,0.0,6.65575,0.0,14.21587,0.0,26.60303,0.0,23.08165,0.0,,,,
350,Neither,16,8e-05,0.0,0.00554,0.0,0.28716,0.0,5.49541,0.0,535.11721,0.0,61.9424,0.0,59.40985,0.0,32.86483,0.0,,,,
351,Both,16,491.40474,0.0,4.88114,0.0,58.53671,0.0,1.44607,0.0,50.28279,0.0,1.12519,0.0,32.50023,0.0,4.67126,0.0,,,,
352,Defector,18,4.03391,0.0,0.71626,0.0,15.34072,0.0,2.33112,0.0,0.0,20.32982,0.0,2.66521,0.0,17.26933,0.0,13.45309,0.0,0.0,,
353,Loner,18,51.42718,0.0,1.5642,0.0,5.29349,0.0,5.4118,0.0,0.0,19.75137,0.0,16.55935,0.0,34.43899,0.0,21.41531,0.0,0.0,,
354,Neither,18,7e-05,0.0,0.00572,0.0,0.25099,0.0,4.80944,0.0,0.0,469.85985,0.0,53.27132,0.0,52.83006,0.0,32.98154,0.0,0.0,,
355,Both,18,235.90078,0.0,2.30136,0.0,28.57961,0.0,0.65446,0.0,0.0,25.89996,0.0,1.23556,0.0,25.87738,0.0,7.9672,0.0,0.0,,
356,Defector,20,15.5223,0.0,7.49241,0.0,0.0,22.5893,0.0,12.84327,0.0,0.0,268.48293,0.0,22.148,0.0,0.0,37.71818,0.0,19.5513,0.0,0.0
357,Loner,20,185.49948,0.0,7.16889,0.0,0.0,24.58969,0.0,19.6485,0.0,0.0,41.70433,0.0,19.29043,0.0,0.0,30.55689,0.0,20.40578,0.0,0.0
358,Neither,20,7e-05,0.0,0.00259,0.0,0.0,0.12193,0.0,2.26409,0.0,0.0,220.3434,0.0,37.583,0.0,0.0,41.49802,0.0,27.3932,0.0,0.0
359,Both,20,452.99919,0.0,4.6138,0.0,0.0,52.84872,0.0,1.29768,0.0,0.0,43.99757,0.0,1.08398,0.0,0.0,30.75541,0.0,5.16776,0.0,0.0
360,Defector,2,110.58079,916.4741,,,,,,,,,,,,,,,,,,
361,Loner,2,930.52957,131.64329,,,,,,,,,,,,,,,,,,
362,Neither,2,9.63773,1025.97157,,,,,,,,,,,,,,,,,,
363,Both,2,1041.081,43.57563,,,,,,,,,,,,,,,,,,
364,Defector,4,7.47007,33.60985,966.48118,81.1602,,,,,,,,,,,,,,,,
365,Loner,4,738.1254,111.66092,132.75644,56.96665,,,,,,,,,,,,,,,,
366,Neither,4,0.00983,10.47642,1011.2505,58.64982,,,,,,,,,,,,,,,,
367,Both,4,877.23847,83.25568,70.19759,29.38179,,,,,,,,,,,,,,,,
368,Defector,6,8.5168,9.82665,17.19667,898.38965,35.25469,9.70356,,,,,,,,,,,,,,
369,Loner,6,618.81162,83.04702,62.32924,179.53796,66.38261,25.98625,,,,,,,,,,,,,,
370,Neither,6,0.01041,0.51142,10.42177,1046.14804,33.67137,6.43961,,,,,,,,,,,,,,
371,Both,6,600.63764,66.40328,1.62855,56.82537,32.6063,3.4278,,,,,,,,,,,,,,
372,Defector,8,12.37149,6.57437,23.49951,14.37151,278.88372,23.75577,37.33676,15.79493,,,,,,,,,,,,
373,Loner,8,599.10232,23.47344,67.4012,58.67411,118.94793,43.86695,75.70308,28.6472,,,,,,,,,,,,
374,Neither,8,1e-05,0.00947,0.45515,8.82696,850.81859,90.11362,79.72833,33.00917,,,,,,,,,,,,
375,Both,8,547.20067,5.63171,71.99289,1.72393,63.55067,1.09942,37.92381,3.71336,,,,,,,,,,,,
376,Defector,10,4.44741,0.48545,14.49806,0.74583,0.0,17.28584,2.69607,21.06552,12.98717,0.0,,,,,,,,,,
377,Loner,10,120.59867,4.77098,15.42667,14.39681,0.0,35.5504,21.58826,32.52283,19.20995,0.0,,,,,,,,,,
378,Neither,10,9e-05,0.00623,0.28857,5.60929,0.0,542.67154,65.98039,60.74054,31.42611,0.0,,,,,,,,,,
379,Both,10,548.95748,5.58242,60.61025,1.50945,0.0,52.40539,1.01627,33.39165,4.04316,0.0,,,,,,,,,,
380,Defector,12,4.25238,0.83384,0.0,14.14037,2.86082,0.0,12.24493,2.26921,0.0,17.65638,13.12605,0.0,,,,,,,,
381,Loner,12,0.00539,0.00185,0.0,0.02446,0.99268,0.0,12.61199,26.81487,0.0,20.86865,16.35186,0.0,,,,,,,,
382,Neither,12,2e-05,0.00531,0.0,0.25664,4.93263,0.0,478.7384,55.54413,0.0,50.10668,30.14453,0.0,,,,,,,,
383,Both,12,462.20033,4.66527,0.0,58.46106,1.39895,0.0,47.29391,1.11963,0.0,31.43535,4.98709,0.0,,,,,,,,
384,Defector,14,6.14926,0.45664,0.0,16.03895,0.0,1.117,0.0,26.10758,2.34499,0.0,28.69463,0.0,14.93859,0.0,,,,,,
385,Loner,14,65.50234,3.74488,0.0,13.26745,0.0,9.31636,0.0,26.82608,23.14962,0.0,24.0657,0.0,17.27444,0.0,,,,,,
386,Neither,14,9e-05,0.00485,0.0,0.2216,0.0,4.1467,0.0,407.16543,47.65244,0.0,45.65913,0.0,30.27893,0.0,,,,,,
387,Both,14,567.00832,5.74735,0.0,60.28972,0.0,1.5446,0.0,49.26146,1.00882,0.0,30.14227,0.0,3.84315,0.0,,,,,,
388,Defector,16,12.3968,0.0,1.25684,0.0,25.11078,0.0,0.49567,0.0,8.46883,0.0,1.59674,0.0,15.30189,0.0,11.07265,0.0,,,,
389,Loner,16,145.20457,0.0,6.73562,0.0,20.8541,0.0,20.81285,0.0,41.95301,0.0,23.63352,0.0,36.79425,0.0,22.98671,0.0,,,,
390,Neither,16,5e-05,0.0,0.00565,0.0,0.26753,0.0,5.06744,0.0,492.35377,0.0,58.71071,0.0,54.40357,0.0,32.00508,0.0,,,,
391,Both,16,534.45384,0.0,5.4441,0.0,63.89478,0.0,1.56989,0.0,52.60775,0.0,1.08285,0.0,32.43839,0.0,4.10372,0.0,,,,
392,Defector,18,5.61605,0.0,0.44188,0.0,17.47196,0.0,0.58557,0.0,0.0,9.39775,0.0,1.43882,0.0,14.40825,0.0,12.61851,0.0,0.0,,
393,Loner,18,223.07127,0.0,8.3475,0.0,25.77164,0.0,23.72559,0.0,0.0,51.64042,0.0,24.64183,0.0,35.19814,0.0,21.31886,0.0,0.0,,
394,Neither,18,8e-05,0.0,0.00586,0.0,0.28769,0.0,5.52622,0.0,0.0,533.36008,0.0,71.20239,0.0,68.46246,0.0,38.18213,0.0,0.0,,
395,Both,18,501.76113,0.0,5.08267,0.0,59.72809,0.0,1.44985,0.0,0.0,50.27865,0.0,1.12499,0.0,34.14419,0.0,4.50905,0.0,0.0,,
396,Defector,20,12.04711,0.0,1.21814,0.0,0.0,26.11455,0.0,1.69692,0.0,0.0,9.81814,0.0,1.90955,0.0,0.0,17.3026,0.0,11.79075,0.0,0.0
397,Loner,20,30.86007,0.0,1.22903,0.0,0.0,3.35181,0.0,2.66012,0.0,0.0,43.08866,0.0,24.41717,0.0,0.0,18.01532,0.0,15.5571,0.0,0.0
398,Neither,20,8e-05,0.0,0.00696,0.0,0.0,0.31107,0.0,6.06943,0.0,0.0,591.11346,0.0,73.46598,0.0,0.0,66.12946,0.0,35.44249,0.0,0.0
399,Both,20,475.50989,0.0,4.81873,0.0,0.0,56.31293,0.0,1.36018,0.0,0.0,46.73778,0.0,1.08924,0.0,0.0,30.57791,0.0,4.89927,0.0,0.0
