,C,D,L,_destination_path,social_norm,t,c,r,sigma,n,N,epsilon1,epsilon2,omega,alpha,beta,p,zeta
436,0.9691425869800002,0.017326116625999997,0.013534681898999996,/tmpdir/job/1382628.437,Defector,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,2,0.1
437,0.823181303374,0.072206674064,0.10460373974160002,/tmpdir/job/1382628.438,Loner,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,2,0.1
438,0.892238653,0.0925753648376,0.015174186422,/tmpdir/job/1382628.439,Neither,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,2,0.1
439,0.882914271389,0.013183417291900002,0.1039054555,/tmpdir/job/1382628.440,Both,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,2,0.1
440,0.8666791859449999,0.0275798190725,0.10573599908700002,/tmpdir/job/1382628.441,Defector,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,3,0.1
441,0.8185609137390001,0.0606700152201,0.12075842481900001,/tmpdir/job/1382628.442,Loner,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,3,0.1
442,0.7407667880769999,0.0326389226671,0.226583705571,/tmpdir/job/1382628.443,Neither,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,3,0.1
443,0.37756577929400004,0.014184885961100001,0.608246343103,/tmpdir/job/1382628.444,Both,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,3,0.1
444,0.907989031058,0.0242214746951,0.067787001764,/tmpdir/job/1382628.445,Defector,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,4,0.1
445,0.7555082456009999,0.05886375694999999,0.18561575650900003,/tmpdir/job/1382628.446,Loner,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,4,0.1
446,0.8355480413499999,0.0385977935455,0.12584427098300002,/tmpdir/job/1382628.447,Neither,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,4,0.1
447,0.5054863937849999,0.016255829875999998,0.478255004157,/tmpdir/job/1382628.448,Both,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,4,0.1
448,0.614921320888,0.017671785972500003,0.367401622935,/tmpdir/job/1382628.449,Defector,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,5,0.1
449,0.8055181946939999,0.047200973732399995,0.14727218725900001,/tmpdir/job/1382628.450,Loner,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,5,0.1
450,0.1517849362,0.0146353978624,0.8335748026700001,/tmpdir/job/1382628.451,Neither,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,5,0.1
451,0.250769722816,0.015362265479,0.7338638554770001,/tmpdir/job/1382628.452,Both,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,5,0.1
452,0.458565602016,0.0215057397007,0.519922416447,/tmpdir/job/1382628.453,Defector,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,6,0.1
453,0.7060345472469999,0.042319196530000006,0.251637328326,/tmpdir/job/1382628.454,Loner,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,6,0.1
454,0.18971917420700005,0.016564723001,0.7937095027050001,/tmpdir/job/1382628.455,Neither,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,6,0.1
455,0.35413423446399994,0.023034643787399996,0.622823728029,/tmpdir/job/1382628.456,Both,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,6,0.1
456,0.416698466241,0.023042010094599996,0.5602536987319999,/tmpdir/job/1382628.457,Defector,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,7,0.1
457,0.6890974694319999,0.040965466052,0.26992919185599995,/tmpdir/job/1382628.458,Loner,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,7,0.1
458,0.21015440126100002,0.018382488395,0.771455971449,/tmpdir/job/1382628.459,Neither,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,7,0.1
459,0.43707837117299997,0.017960840448,0.544954726468,/tmpdir/job/1382628.460,Both,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,7,0.1
460,0.342593920857,0.015402897235599998,0.641996811073,/tmpdir/job/1382628.461,Defector,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,8,0.1
461,0.6737460294919999,0.050259220916000005,0.27598708955400003,/tmpdir/job/1382628.462,Loner,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,8,0.1
462,0.159080857121,0.0143575737666,0.826556233181,/tmpdir/job/1382628.463,Neither,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,8,0.1
463,0.18903421263200001,0.017457990381399998,0.793501879893,/tmpdir/job/1382628.464,Both,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,8,0.1
464,0.5044968451370001,0.0167862203674,0.4787106434180001,/tmpdir/job/1382628.465,Defector,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,9,0.1
465,0.7108096837880001,0.05112531485170001,0.238055815636,/tmpdir/job/1382628.466,Loner,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,9,0.1
466,0.207355283234,0.018290363344999998,0.7743479710229998,/tmpdir/job/1382628.467,Neither,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,9,0.1
467,0.289164103561,0.0220020260246,0.688827032397,/tmpdir/job/1382628.468,Both,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,9,0.1
468,0.4645957943910002,0.0188692620822,0.5165297519790001,/tmpdir/job/1382628.469,Defector,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,10,0.1
469,0.7034831578270001,0.039756706190600004,0.2567534079215,/tmpdir/job/1382628.470,Loner,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,10,0.1
470,0.257335680462,0.019707205909999997,0.722951137963,/tmpdir/job/1382628.471,Neither,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,10,0.1
471,0.282580474145,0.022537653584599998,0.6948756379839999,/tmpdir/job/1382628.472,Both,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,10,0.1
472,0.6474391753020001,0.023334288283,0.32922019321499996,/tmpdir/job/1382628.473,Defector,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,11,0.1
473,0.812895741131,0.04486576787749999,0.14223182153599997,/tmpdir/job/1382628.474,Loner,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,11,0.1
474,0.22942123638,0.023727026148999995,0.7468457737520001,/tmpdir/job/1382628.475,Neither,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,11,0.1
475,0.25658483911900004,0.0186962015833,0.7247125042700001,/tmpdir/job/1382628.476,Both,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,11,0.1
476,0.6203746026220001,0.021117866672800002,0.358502108596,/tmpdir/job/1382628.477,Defector,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,12,0.1
477,0.6526885179790001,0.041246431966,0.3060580318847,/tmpdir/job/1382628.478,Loner,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,12,0.1
478,0.11573372140200001,0.013450516541000003,0.8708107096090001,/tmpdir/job/1382628.479,Neither,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,12,0.1
479,0.37687064218300004,0.0182831210285,0.604841339125,/tmpdir/job/1382628.480,Both,200000,1,3,1,3,99,0.1,1.0,0.9090909090909091,0,0,12,0.1
480,0.13643322689999998,0.09249353160000003,0.7710580962999999,/tmpdir/job/1382628.481,Defector,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,1,0.1
481,0.1275004172,0.08190588759999999,0.7905794831,/tmpdir/job/1382628.482,Loner,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,1,0.1
482,0.13453629929999997,0.0870575202,0.7783916692999999,/tmpdir/job/1382628.483,Neither,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,1,0.1
483,0.130693301,0.0890103238,0.7802806527999999,/tmpdir/job/1382628.484,Both,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,1,0.1
484,0.159993862505,0.078746662543,0.7612498536170001,/tmpdir/job/1382628.485,Defector,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,2,0.1
485,0.140335200218,0.074046415638,0.7856079154489999,/tmpdir/job/1382628.486,Loner,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,2,0.1
486,0.14852068633899998,0.09681153571599999,0.7546517769590001,/tmpdir/job/1382628.487,Neither,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,2,0.1
487,0.04551297750399999,0.018700537248000002,0.9357788935660001,/tmpdir/job/1382628.488,Both,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,2,0.1
488,0.081703075563,0.036748244366,0.8815417686540001,/tmpdir/job/1382628.489,Defector,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,3,0.1
489,0.15442591246,0.092494186254,0.753072084653,/tmpdir/job/1382628.490,Loner,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,3,0.1
490,0.104937900501,0.041761069739,0.853291796399,/tmpdir/job/1382628.491,Neither,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,3,0.1
491,0.115765461669,0.05722706854,0.826999518853,/tmpdir/job/1382628.492,Both,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,3,0.1
492,0.076796505505,0.020131706958,0.9030644569999999,/tmpdir/job/1382628.493,Defector,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,4,0.1
493,0.257622859777,0.15091400778499997,0.5914511236660001,/tmpdir/job/1382628.494,Loner,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,4,0.1
494,0.039551504167,0.0130831698784,0.947359070884,/tmpdir/job/1382628.495,Neither,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,4,0.1
495,0.9800946259999999,0.0114095690076,0.008464496105199998,/tmpdir/job/1382628.496,Both,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,4,0.1
496,0.9807301950000002,0.019087112583000002,0.00013837912099999997,/tmpdir/job/1382628.497,Defector,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,5,0.1
497,0.250093287562,0.096910797979,0.652986398107,/tmpdir/job/1382628.498,Loner,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,5,0.1
498,0.14131891609499997,0.0687282425002,0.7899402517310001,/tmpdir/job/1382628.499,Neither,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,5,0.1
499,0.9802283030000002,0.0111281563707,0.008612912375999999,/tmpdir/job/1382628.500,Both,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,5,0.1
500,0.9565632684690001,0.021505324818,0.021888751483000003,/tmpdir/job/1382628.501,Defector,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,6,0.1
501,0.272166072187,0.10015938092400002,0.627664861224,/tmpdir/job/1382628.502,Loner,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,6,0.1
502,0.12769194384700003,0.06382001135399999,0.8084749791030003,/tmpdir/job/1382628.503,Neither,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,6,0.1
503,0.7673846908490002,0.0221030603625,0.21048737724299998,/tmpdir/job/1382628.504,Both,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,6,0.1
504,0.9123746871,0.051403921637000013,0.03618356024700001,/tmpdir/job/1382628.505,Defector,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,7,0.1
505,0.8121211724330001,0.042757782874000005,0.1450924686585,/tmpdir/job/1382628.506,Loner,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,7,0.1
506,0.984556223,0.008720057490099999,0.006697267476599999,/tmpdir/job/1382628.507,Neither,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,7,0.1
507,0.5396422646329999,0.0397895371045,0.420538125351,/tmpdir/job/1382628.508,Both,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,7,0.1
508,0.9831801149999999,0.015680180783,0.0011034508123,/tmpdir/job/1382628.509,Defector,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,8,0.1
509,0.9005587847390003,0.024051628837,0.0753596386186,/tmpdir/job/1382628.510,Loner,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,8,0.1
510,0.9844164220000001,0.0088689335266,0.0066875743286,/tmpdir/job/1382628.511,Neither,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,8,0.1
511,0.950865079122,0.013096781903,0.0360086522623,/tmpdir/job/1382628.512,Both,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,8,0.1
512,0.981415856,0.018419805856,0.00011980406970000001,/tmpdir/job/1382628.513,Defector,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,9,0.1
513,0.784323289729,0.0324689359924,0.18318112547739998,/tmpdir/job/1382628.514,Loner,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,9,0.1
514,0.984218231,0.009258750811200003,0.006496758007200001,/tmpdir/job/1382628.515,Neither,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,9,0.1
515,0.439743787182,0.036084996159900004,0.524150989607,/tmpdir/job/1382628.516,Both,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,9,0.1
516,0.9098638514,0.050948276976,0.039150102460999994,/tmpdir/job/1382628.517,Defector,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,10,0.1
517,0.8507522749299999,0.027661210310099996,0.1215590539638,/tmpdir/job/1382628.518,Loner,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,10,0.1
518,0.9843256909999999,0.008975933698400001,0.0066724429984000005,/tmpdir/job/1382628.519,Neither,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,10,0.1
519,0.6781577762369999,0.032130848706600004,0.2896797071459999,/tmpdir/job/1382628.520,Both,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,10,0.1
520,0.9811331120000001,0.018620133233,0.000202503396,/tmpdir/job/1382628.521,Defector,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,11,0.1
521,0.681899195019,0.04225754729100001,0.275819774928,/tmpdir/job/1382628.522,Loner,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,11,0.1
522,0.9842293300000002,0.0091618289215,0.006582766689500001,/tmpdir/job/1382628.523,Neither,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,11,0.1
523,0.5274410085120002,0.0427335931936,0.42979604563999996,/tmpdir/job/1382628.524,Both,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,11,0.1
524,0.9825199180000002,0.016425191727,0.0010154045300000002,/tmpdir/job/1382628.525,Defector,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,12,0.1
525,0.6375797767750001,0.065390361282,0.297006123951,/tmpdir/job/1382628.526,Loner,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,12,0.1
526,0.9845099879999999,0.0088989860003,0.0065653661668999995,/tmpdir/job/1382628.527,Neither,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,12,0.1
527,0.9810574140000001,0.0106616503899,0.0082524013464,/tmpdir/job/1382628.528,Both,200000,1,3,1,4,100,0.1,1.0,0.9090909090909091,0,0,12,0.1
528,0.11454046379999999,0.08916969870000002,0.7962779316999999,/tmpdir/job/1382628.529,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,1,0.1
529,0.11130888490000002,0.08754974769999999,0.8011287903000001,/tmpdir/job/1382628.530,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,1,0.1
530,0.12251715830000001,0.087466625,0.7900030336,/tmpdir/job/1382628.531,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,1,0.1
531,0.11664531720000003,0.09161011910000001,0.7917322615,/tmpdir/job/1382628.532,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,1,0.1
532,0.147695883155,0.0765284334125,0.775767722774,/tmpdir/job/1382628.533,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,2,0.1
533,0.08641294164,0.05862425873500001,0.854955668934,/tmpdir/job/1382628.534,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,2,0.1
534,0.11444571210400001,0.08713345160300001,0.79840660395,/tmpdir/job/1382628.535,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,2,0.1
535,0.040754041227,0.021968086949300004,0.9372738055230002,/tmpdir/job/1382628.536,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,2,0.1
536,0.073090701386,0.024476256311,0.9024282871000001,/tmpdir/job/1382628.537,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,3,0.1
537,0.15460802618400002,0.09196887573200002,0.7534153730729999,/tmpdir/job/1382628.538,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,3,0.1
538,0.038713094637000005,0.020863163423,0.9404187257050001,/tmpdir/job/1382628.539,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,3,0.1
539,0.047944091982999995,0.02655761188,0.9254928034859999,/tmpdir/job/1382628.540,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,3,0.1
540,0.08527429867699998,0.028155093129000008,0.886563594705,/tmpdir/job/1382628.541,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,4,0.1
541,0.124289400878,0.080364514717,0.795339253638,/tmpdir/job/1382628.542,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,4,0.1
542,0.05706049200700001,0.026581049602000004,0.9163507040280002,/tmpdir/job/1382628.543,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,4,0.1
543,0.096412727505,0.06572570825700001,0.8378532722019999,/tmpdir/job/1382628.544,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,4,0.1
544,0.873886173484,0.032303243934000005,0.093790474879,/tmpdir/job/1382628.545,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,5,0.1
545,0.13904654750940001,0.08465789609400001,0.776288549838,/tmpdir/job/1382628.546,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,5,0.1
546,0.11641337275499998,0.0579307858487,0.825645185669,/tmpdir/job/1382628.547,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,5,0.1
547,0.25390669288039996,0.054208415576300004,0.6918751512942999,/tmpdir/job/1382628.548,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,5,0.1
548,0.13090148528099999,0.027181056723000006,0.8419081397,/tmpdir/job/1382628.549,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,6,0.1
549,0.191283887956,0.11448495301099998,0.694219866289,/tmpdir/job/1382628.550,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,6,0.1
550,0.023651174739999996,0.009321861407,0.967021664202,/tmpdir/job/1382628.551,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,6,0.1
551,0.32342699034600003,0.059247680751599995,0.617312345742,/tmpdir/job/1382628.552,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,6,0.1
552,0.5097550238230001,0.0542686195479,0.435958674036,/tmpdir/job/1382628.553,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,7,0.1
553,0.19237259598099993,0.108511435728,0.699105070006,/tmpdir/job/1382628.554,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,7,0.1
554,0.115950708942,0.07433967140740001,0.8096973364600002,/tmpdir/job/1382628.555,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,7,0.1
555,0.26371395634000006,0.052117561822999994,0.6841567789719999,/tmpdir/job/1382628.556,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,7,0.1
556,0.8539169878819998,0.03789747215,0.108161374587,/tmpdir/job/1382628.557,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,8,0.1
557,0.22392796182100003,0.11801979849000004,0.6580415623350001,/tmpdir/job/1382628.558,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,8,0.1
558,0.117698964215,0.081110164186,0.8011791511390002,/tmpdir/job/1382628.559,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,8,0.1
559,0.432863373125,0.04871258323000001,0.5184063085820001,/tmpdir/job/1382628.560,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,8,0.1
560,0.8846456867089999,0.0343825752585,0.08094538853399999,/tmpdir/job/1382628.561,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,9,0.1
561,0.788057092039,0.06649322133600001,0.145421305911,/tmpdir/job/1382628.562,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,9,0.1
562,0.37155113301700005,0.06202916622099999,0.56640227713,/tmpdir/job/1382628.563,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,9,0.1
563,0.6352759831529999,0.03477970775160001,0.329922854463,/tmpdir/job/1382628.564,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,9,0.1
564,0.9345026479,0.053701876606999994,0.011756713915599999,/tmpdir/job/1382628.565,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,10,0.1
565,0.8292493721749998,0.071054286463,0.09966734810359999,/tmpdir/job/1382628.566,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,10,0.1
566,0.479642057261,0.05323985720399999,0.46709959530700007,/tmpdir/job/1382628.567,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,10,0.1
567,0.603611821262,0.03984471400660001,0.35652276990000004,/tmpdir/job/1382628.568,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,10,0.1
568,0.971763759,0.027089121836999998,0.001118417838,/tmpdir/job/1382628.569,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,11,0.1
569,0.7457494616990001,0.034315810524,0.21991228285700004,/tmpdir/job/1382628.570,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,11,0.1
570,0.42151708948199995,0.04689588669500001,0.5315711233820001,/tmpdir/job/1382628.571,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,11,0.1
571,0.4141127672960001,0.051781550779000006,0.534087436927,/tmpdir/job/1382628.572,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,11,0.1
572,0.6697413552320001,0.070389206279,0.259846674143,/tmpdir/job/1382628.573,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,12,0.1
573,0.856635835964,0.034839339816,0.10850287248099999,/tmpdir/job/1382628.574,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,12,0.1
574,0.459218602622,0.0517050038685,0.48905747504400005,/tmpdir/job/1382628.575,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,12,0.1
575,0.5293918404240001,0.041459190786,0.4291266927159999,/tmpdir/job/1382628.576,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0,12,0.1
576,1.0,0.0,0.0,/tmpdir/job/1382628.577,Defector,200000,1,3,1,2,100,0.1,1.0,0.9090909090909091,0,0,1,0.1
577,1.0,0.0,0.0,/tmpdir/job/1382628.578,Loner,200000,1,3,1,2,100,0.1,1.0,0.9090909090909091,0,0,1,0.1
578,1.0,0.0,0.0,/tmpdir/job/1382628.579,Neither,200000,1,3,1,2,100,0.1,1.0,0.9090909090909091,0,0,1,0.1
579,1.0,0.0,0.0,/tmpdir/job/1382628.580,Both,200000,1,3,1,2,100,0.1,1.0,0.9090909090909091,0,0,1,0.1
580,1.0,0.0,0.0,/tmpdir/job/1382628.581,Defector,200000,1,3,1,2,100,0.1,1.0,0.9090909090909091,0,0,2,0.1
581,1.0,0.0,0.0,/tmpdir/job/1382628.582,Loner,200000,1,3,1,2,100,0.1,1.0,0.9090909090909091,0,0,2,0.1
582,1.0,0.0,0.0,/tmpdir/job/1382628.583,Neither,200000,1,3,1,2,100,0.1,1.0,0.9090909090909091,0,0,2,0.1
583,1.0,0.0,0.0,/tmpdir/job/1382628.584,Both,200000,1,3,1,2,100,0.1,1.0,0.9090909090909091,0,0,2,0.1
584,1.0,0.0,0.0,/tmpdir/job/1382628.585,Defector,200000,1,3,1,2,100,0.1,1.0,0.9090909090909091,0,0,3,0.1
585,1.0,0.0,0.0,/tmpdir/job/1382628.586,Loner,200000,1,3,1,2,100,0.1,1.0,0.9090909090909091,0,0,3,0.1
586,1.0,0.0,0.0,/tmpdir/job/1382628.587,Neither,200000,1,3,1,2,100,0.1,1.0,0.9090909090909091,0,0,3,0.1
587,1.0,0.0,0.0,/tmpdir/job/1382628.588,Both,200000,1,3,1,2,100,0.1,1.0,0.9090909090909091,0,0,3,0.1
588,1.0,0.0,0.0,/tmpdir/job/1382628.589,Defector,200000,1,3,1,2,100,0.1,1.0,0.9090909090909091,0,0,4,0.1
589,1.0,0.0,0.0,/tmpdir/job/1382628.590,Loner,200000,1,3,1,2,100,0.1,1.0,0.9090909090909091,0,0,4,0.1
590,1.0,0.0,0.0,/tmpdir/job/1382628.591,Neither,200000,1,3,1,2,100,0.1,1.0,0.9090909090909091,0,0,4,0.1
591,1.0,0.0,0.0,/tmpdir/job/1382628.592,Both,200000,1,3,1,2,100,0.1,1.0,0.9090909090909091,0,0,4,0.1
592,1.0,0.0,0.0,/tmpdir/job/1382628.593,Defector,200000,1,3,1,2,100,0.1,1.0,0.9090909090909091,0,0,5,0.1
593,1.0,0.0,0.0,/tmpdir/job/1382628.594,Loner,200000,1,3,1,2,100,0.1,1.0,0.9090909090909091,0,0,5,0.1
594,1.0,0.0,0.0,/tmpdir/job/1382628.595,Neither,200000,1,3,1,2,100,0.1,1.0,0.9090909090909091,0,0,5,0.1
595,1.0,0.0,0.0,/tmpdir/job/1382628.596,Both,200000,1,3,1,2,100,0.1,1.0,0.9090909090909091,0,0,5,0.1
596,1.0,0.0,0.0,/tmpdir/job/1382628.597,Defector,200000,1,3,1,2,100,0.1,1.0,0.9090909090909091,0,0,6,0.1
597,1.0,0.0,0.0,/tmpdir/job/1382628.598,Loner,200000,1,3,1,2,100,0.1,1.0,0.9090909090909091,0,0,6,0.1
598,1.0,0.0,0.0,/tmpdir/job/1382628.599,Neither,200000,1,3,1,2,100,0.1,1.0,0.9090909090909091,0,0,6,0.1
599,1.0,0.0,0.0,/tmpdir/job/1382628.600,Both,200000,1,3,1,2,100,0.1,1.0,0.9090909090909091,0,0,6,0.1
600,1.0,0.0,0.0,/tmpdir/job/1382628.601,Defector,200000,1,3,1,2,100,0.1,1.0,0.9090909090909091,0,0,7,0.1
601,1.0,0.0,0.0,/tmpdir/job/1382628.602,Loner,200000,1,3,1,2,100,0.1,1.0,0.9090909090909091,0,0,7,0.1
602,1.0,0.0,0.0,/tmpdir/job/1382628.603,Neither,200000,1,3,1,2,100,0.1,1.0,0.9090909090909091,0,0,7,0.1
