,C,D,L,uid,social_norm,t,c,r,sigma,n,N,epsilon1,epsilon2,omega,p,zeta,alpha,beta
69,0.08303326422599999,0.066168360589,0.8507910798559999,70.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.1,,
70,0.12406973562000001,0.0794993382944,0.7964169906316001,71.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.1,,
71,0.036797579327,0.025341875987,0.937856068828,72.0,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.1,,
72,0.13920344730500003,0.091678801091,0.7691188172040001,73.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.15000000000000002,,
73,0.10343098245000001,0.078060449058,0.818510477001,74.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.15000000000000002,,
74,0.11787147288999998,0.11124854040299999,0.7708825258090001,75.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.15000000000000002,,
75,0.061974004479000006,0.041854920418,0.896173851958,76.0,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.15000000000000002,,
76,0.139813053743,0.114385522424,0.7457958188220002,77.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.2,,
77,0.116108818302,0.09193137696599998,0.791956491136,78.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.2,,
78,0.12667198840699997,0.122819219906,0.7505002351529999,79.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.2,,
79,0.078203990353,0.054256756044,0.867533694085,80.0,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.2,,
80,0.154693635587,0.12029319565500002,0.7250126697720001,81.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.25,,
81,0.13731261122200003,0.106980410558,0.755706818381,82.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.25,,
82,0.13831211091200002,0.13934138836299997,0.7223465258059999,83.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.25,,
83,0.09667594354600004,0.070083853657,0.833238122935,84.0,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.25,,
84,0.157342323339,0.13196411331129998,0.7106880934250002,85.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.30000000000000004,,
85,0.146922526996,0.10849248971799999,0.74457682059,86.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.30000000000000004,,
86,0.14399691329699998,0.151398488276,0.704594431415,87.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.30000000000000004,,
87,0.10198098428599998,0.08365915506400001,0.8143480727280001,88.0,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.30000000000000004,,
88,0.167267124834,0.135328608778,0.6973833731519999,89.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.35,,
89,0.169380406582,0.10393444772,0.726668871474,90.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.35,,
90,0.153258421746,0.16430209083999997,0.68240761726,91.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.35,,
91,0.127572167365,0.09558472488000001,0.7768216750060002,92.0,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.35,,
92,0.173982241549,0.137050848131,0.6889650308159999,93.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.4,,
93,0.197304475375,0.111022365411,0.691668598063,94.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.4,,
94,0.174436028396,0.172567497874,0.652992671217,95.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.4,,
95,0.138623369579,0.099406725034,0.7619650307160001,96.0,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.4,,
96,0.19146123586000002,0.16300005914000001,0.645543423178,97.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.45000000000000007,,
97,0.213986125155,0.109210533259,0.6768135820220001,98.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.45000000000000007,,
98,0.189718813879,0.161108603315,0.649177215827,99.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.45000000000000007,,
99,0.15720719173300002,0.11653129173000001,0.726269059886,100.0,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.45000000000000007,,
100,0.1942420234,0.16696393776000001,0.6387906756979999,101.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.5,,
101,0.21840764628700002,0.10889219055999998,0.67269810981,102.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.5,,
102,0.20545140232599998,0.15722905839599996,0.637317520923,103.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.5,,
103,0.186974552495,0.119670618421,0.6933511137869999,104.0,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.5,,
104,0.18627683368499998,0.15558168665999997,0.6581249746719999,105.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.55,,
105,0.250088007771,0.11010934752,0.63979430248,106.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.55,,
106,0.19086702757600005,0.15138658030000005,0.6577302807459999,107.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.55,,
107,0.181312966726,0.127192472789,0.6914834598319999,108.0,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.55,,
108,0.203700790386,0.139783792665,0.656510416054,109.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.6,,
109,0.263934819284,0.11158485803599999,0.6244796462809998,110.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.6,,
110,0.189147177925,0.145510338632,0.665338849709,111.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.6,,
111,0.183886118388,0.11700932602400001,0.69910173469,112.0,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.6,,
112,0.21075063079,0.144036190165,0.64518911795,113.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.65,,
113,0.260915840785,0.10875308572,0.6303120622860001,114.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.65,,
114,0.18440366202599998,0.145272782662,0.6703023336539999,115.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.65,,
115,0.199492947552,0.127617749708,0.672870554577,116.0,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.65,,
116,0.212332167018,0.13221842338200002,0.655440501204,117.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.7000000000000001,,
117,0.25368648176999997,0.12231350570100001,0.6239911561869999,118.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.7000000000000001,,
118,0.20952246288700005,0.134149097716,0.65631831882,119.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.7000000000000001,,
119,0.18716281468200002,0.10704136508299998,0.7057890799970001,120.0,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.7000000000000001,,
120,0.19226503678999998,0.12514977294700003,0.68257709831,121.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.75,,
121,0.25662147943999997,0.115595345498,0.627781081961,122.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.75,,
122,0.18427140134599998,0.127851702921,0.6878688998960002,123.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.75,,
123,0.202982899602,0.11641214132700002,0.6806023022900001,124.0,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.75,,
124,0.19769022967500002,0.12494308301600002,0.677355757466,125.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.8,,
125,0.25109467144,0.103589668733,0.6453113743200001,126.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.8,,
126,0.181780053224,0.11734208384500001,0.7008656415100001,127.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.8,,
127,0.18972316519699997,0.11375557414099997,0.6965166721899999,128.0,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.8,,
128,0.18378726798499997,0.12222672752299998,0.693967841065,129.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.85,,
129,0.22615484826499996,0.09564814695500001,0.67818256739,130.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.85,,
130,0.16608616435500004,0.100946189747,0.7329499160949999,131.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.85,,
131,0.179218409775,0.100674165407,0.72009723689,132.0,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.85,,
132,0.13767373352000004,0.0853408358,0.77697496963,133.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.9,,
133,0.22473039501,0.0760749738,0.6991897412199999,134.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.9,,
134,0.11691422913999999,0.08511979013,0.79795650511,135.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.9,,
135,0.20270920523999997,0.088722521382,0.70856424763,136.0,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.9,,
136,0.13794908864599997,0.0807304101254,0.781311634592,137.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.1,,
137,0.08772924663400002,0.05732784963299999,0.8549364057450001,138.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.1,,
138,0.12032862263400002,0.09114118168100002,0.7885158790260001,139.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.1,,
139,0.04315534338800001,0.025319480867999997,0.9315209263320001,140.0,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.1,,
140,0.14426549333199998,0.099988548318,0.7557475245059999,141.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.15000000000000002,,
141,0.09890849815500001,0.081519261873,0.8195743108970001,142.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.15000000000000002,,
142,0.128384444392,0.102010444905,0.7696073995749999,143.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.15000000000000002,,
143,0.07009698446,0.041969677012,0.887936071809,144.0,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.15000000000000002,,
144,0.14811955878199998,0.11351292463399999,0.7383620070260001,145.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.2,,
145,0.11753736531299999,0.092911671392,0.7895484947670001,146.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.2,,
146,0.123820809799,0.12653487726700002,0.7496349812750001,147.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.2,,
147,0.07703386323000001,0.059740623071999996,0.8632201944639999,148.0,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.2,,
148,0.134267803756,0.115761471523,0.7499703500849999,149.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.25,,
149,0.12776298108499998,0.10057799181700001,0.771658795331,150.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.25,,
150,0.14073095373699998,0.134018424029,0.725249285123,151.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.25,,
151,0.089436978512,0.06426396543599999,0.8462968968249998,152.0,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.25,,
152,0.15045217161799998,0.132559745098,0.7169821246739999,153.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.30000000000000004,,
153,0.146483161207,0.11328964830299998,0.740218206391,154.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.30000000000000004,,
154,0.15349941234699999,0.14495941936399998,0.701529139287,155.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.30000000000000004,,
155,0.11791073723,0.081437375175,0.8006391502849999,156.0,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.30000000000000004,,
156,0.153661142445,0.124727393071,0.7215901570800001,157.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.35,,
157,0.171708557506,0.113460252244,0.714813426074,158.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.35,,
158,0.174466341421,0.160392094173,0.665109860879,159.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.35,,
159,0.130777376758,0.09950478572,0.7696963183459999,160.0,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.35,,
160,0.172434323998,0.14183705954200002,0.6857269216770001,161.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.4,,
161,0.19360293818100002,0.11180637760799997,0.6945859248119999,162.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.4,,
162,0.17755604914000003,0.165236124021,0.657203648963,163.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.4,,
163,0.14330938953,0.10723130417099998,0.74945458933,164.0,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.4,,
164,0.17834104874300002,0.15537583908499997,0.666286820438,165.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.45000000000000007,,
165,0.22345749246699997,0.11202817803799998,0.6645248636960001,166.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.45000000000000007,,
166,0.18227960240800004,0.16474394958900004,0.652981781771,167.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.45000000000000007,,
167,0.169135630006,0.11625412177999998,0.7146176999220001,168.0,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.45000000000000007,,
168,0.187938132831,0.151957727311,0.660100910364,169.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.5,,
169,0.21647061614299998,0.12137579846,0.6621514512719999,170.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.5,,
170,0.19199565966899998,0.15329352527200002,0.6547095143270001,171.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.5,,
171,0.169156181177,0.126245923581,0.7045939904619999,172.0,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.5,,
172,0.18985580406499997,0.14606095726999999,0.664067304473,173.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.55,,
173,0.23907020566899997,0.10675378234100001,0.6541676296550001,174.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.55,,
174,0.19113541589800004,0.143489380848,0.6653586524070001,175.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.55,,
175,0.17815291609900002,0.130650499854,0.6911850626029999,176.0,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.55,,
176,0.19459835187699995,0.14717828541,0.658218876778,177.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.6,,
177,0.24506139065,0.11124974605000003,0.643688665843,178.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.6,,
178,0.19756170058,0.137815339175,0.6646196090900001,179.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.6,,
179,0.19956500769,0.12652633145599998,0.673905949938,180.0,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.6,,
180,0.20730681737000003,0.140853824112,0.6518173449149999,181.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.65,,
181,0.255959706424,0.11230229683500001,0.6317172234119998,182.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.65,,
182,0.186902188149,0.146878023638,0.666197968742,183.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.65,,
183,0.210154213474,0.12285403285999999,0.666971768403,184.0,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.65,,
184,0.21797136304700002,0.141361595064,0.640658936976,185.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.7000000000000001,,
185,0.24293317851700003,0.102467149656,0.654591719655,186.0,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.7000000000000001,,
186,0.187174157934,0.138574414408,0.6742417320340001,187.0,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.7000000000000001,,
187,0.20215587058400003,0.12172318322800002,0.676112696696,188.0,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.7000000000000001,,
188,0.20961958487400004,0.136417358654,0.653954034658,189.0,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,2,0.75,,
