,C,D,L,social_norm,t,c,r,sigma,n,N,epsilon1,epsilon2,omega,alpha,beta,p,zeta
0,0.970727001,0.028399753314999998,0.00084439789,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.0,8,0.1
1,0.18735597396700002,0.113489983133,0.6991456126264999,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.0,8,0.1
2,0.103779361612,0.06640583718,0.829803580717,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.0,8,0.1
3,0.417307641845,0.055529426405000006,0.5271450193699999,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.0,8,0.1
4,0.8409586164999999,0.15879013465,0.000244589662,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.05,8,0.1
5,0.237405761188,0.149751196958,0.612832268108,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.05,8,0.1
6,0.13697970757400002,0.10434645815060001,0.7586623942429999,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.05,8,0.1
7,0.565895191369,0.0827013491,0.35139358125299985,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.05,8,0.1
8,0.7232113972,0.27626664879999996,0.00051759573,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.1,8,0.1
9,0.23165212953300002,0.1536008347771,0.6147365556759999,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.1,8,0.1
10,0.15088082257199997,0.11655509586,0.7325524814260002,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.1,8,0.1
11,0.41115697740799995,0.10548007638200001,0.483352678766,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.1,8,0.1
12,0.5829820943290001,0.31659429581799997,0.10041708800499999,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.15,8,0.1
13,0.239292311974,0.171049216949,0.589646684047,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.15,8,0.1
14,0.16149334186099998,0.13845996539500002,0.700035528253,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.15,8,0.1
15,0.3482094029919999,0.132687596713,0.519092030835,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.15,8,0.1
16,0.29878269817900005,0.203039508585,0.49816875024099994,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.2,8,0.1
17,0.255849083168,0.18514679915100002,0.558993338959,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.2,8,0.1
18,0.184500820893,0.14644364240000002,0.669045108586,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.2,8,0.1
19,0.258864059912,0.146151508786,0.5949729209319999,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.2,8,0.1
20,0.236954422268,0.17473142584150003,0.5883029276939999,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.25,8,0.1
21,0.242252447588,0.177135404188,0.580601540888,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.25,8,0.1
22,0.18643286595299996,0.14843736294999998,0.665116284965,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.25,8,0.1
23,0.257515530799,0.15913489886899998,0.5833390555699999,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.25,8,0.1
24,0.20339427355099993,0.16295321651899997,0.633640028221,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.3,8,0.1
25,0.225412151495,0.18186353702599997,0.592713117634,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.3,8,0.1
26,0.188432460806,0.158668197375,0.652887623989,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.3,8,0.1
27,0.21823926237899996,0.16080453105400003,0.620944985398,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.3,8,0.1
28,0.18645645830900004,0.151791960328,0.661739783271,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.35,8,0.1
29,0.211564192439,0.175745021982,0.612678480378,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.35,8,0.1
30,0.187962789084,0.16248321420800002,0.649541952856,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.35,8,0.1
31,0.19831360121600003,0.165105668989,0.6365691477730001,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.35,8,0.1
32,0.21304522089299993,0.173460066061,0.6134821300850001,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.4,8,0.1
33,0.20242083201400002,0.17586783550699997,0.621700080674,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.4,8,0.1
34,0.18675670690100005,0.173614163075,0.639617415722,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.4,8,0.1
35,0.178272899852,0.16435897127199997,0.6573567244199998,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.4,8,0.1
36,0.19363434664200005,0.17227771834100003,0.634075857849,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.45,8,0.1
37,0.225504557468,0.189460929181,0.58502287208,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.45,8,0.1
38,0.20829728462700003,0.178983315754,0.6127081145459999,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.45,8,0.1
39,0.19253661201699998,0.163760233303,0.6436911541000001,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.45,8,0.1
40,0.21337860169939998,0.18526315673340002,0.6013466639249999,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.5,8,0.1
41,0.19517292670300004,0.17721815815199998,0.6275980168249999,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.5,8,0.1
42,0.19904575753000003,0.17863115557300008,0.622311033521,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.5,8,0.1
43,0.19837808577999996,0.17384443781199999,0.627765618356,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.5,8,0.1
44,0.198565648186,0.17561642278999995,0.6258060970070001,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.55,8,0.1
45,0.20864001179,0.18836861208499994,0.6029809905830001,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.55,8,0.1
46,0.19128844411,0.177442506371,0.631257950489,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.55,8,0.1
47,0.20280193382499997,0.177299155066,0.619887976938,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.55,8,0.1
48,0.197918745333,0.17684575054239998,0.6252230256,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.6,8,0.1
49,0.217023231214,0.196313677389,0.586652337551,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.6,8,0.1
50,0.16703832029500001,0.1602787063123,0.6726716177820002,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.6,8,0.1
51,0.20927861392900002,0.181807023541,0.6089025313609999,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.6,8,0.1
52,0.193903641091,0.17445063742000003,0.631633706598,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.65,8,0.1
53,0.203413760808,0.18714574047100002,0.6094293836729999,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.65,8,0.1
54,0.190941314501,0.18028480978000003,0.62876276399,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.65,8,0.1
55,0.20819976920799999,0.18193316160099998,0.6098547721450001,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.65,8,0.1
56,0.189215815249,0.1705274104176,0.640244271035,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.7,8,0.1
57,0.199707892662,0.18924093109200002,0.611040318108,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.7,8,0.1
58,0.18857296766699996,0.17609883803600002,0.635317003615,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.7,8,0.1
59,0.19801697080899996,0.17487476174,0.6270963479670001,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.7,8,0.1
60,0.17913630579900003,0.1639695274014,0.6568836631680001,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.75,8,0.1
61,0.211718779119,0.193051128793,0.595219646629,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.75,8,0.1
62,0.162543973466,0.15277983357299998,0.684665964237,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.75,8,0.1
63,0.21476149625000004,0.185283747108,0.5999432758250001,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.75,8,0.1
64,0.19944722595600003,0.175221150671,0.625319253556,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.8,8,0.1
65,0.21001111009700002,0.19411244539000003,0.59586500466,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.8,8,0.1
66,0.17030090446099996,0.158414429424,0.671273087388,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.8,8,0.1
67,0.19777982416500003,0.17412117211699996,0.6280888100199999,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.8,8,0.1
68,0.19675649505099999,0.17732969122100004,0.625901998547,Defector,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.85,8,0.1
69,0.18833223641599997,0.17027125817199998,0.641385763831,Loner,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.85,8,0.1
70,0.18501752460700002,0.17403137710900002,0.64093971377,Neither,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.85,8,0.1
71,0.206668176013,0.18268879690599998,0.610631357671,Both,200000,1,3,1,5,100,0.1,1.0,0.9090909090909091,0,0.85,8,0.1
